,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
,79.3,14470.4005311947,11596.3823349843,13695.748976432,12297.6108693071,14540.1566187671,13556.6225009039,14941.9925344993,9008.25050948921,13384.5852208761,13843.188043536,13876.4237688159,10375.9016645948,15277.5234364742,13841.1101874944,11413.6262711353,12372.1933265423,12815.833782416,13042.5059008415,13364.5763972776,13402.4592430406,14200.4382217541,14373.3538546117,12674.8045631631,12597.9427998413,14064.1549615487,14137.4290241728,11896.8735977814,13664.3642672957,14067.6064424179,13800.8846541657,14482.528741527,14846.7381974273,15233.8993740888,14337.6365670791,10689.5966460691,13787.3142476762,11357.2995128365,13736.5830574126,12357.334009884,14296.235293608,16309.3711285014,13793.7476331193,14233.0439638182,13994.7378202719,12290.3763349062,12806.6462329401,11814.9031511975,14146.2083201607,12081.9715975224,13784.7517921958,12946.623478272,14564.2230586778,14742.13569489,13814.6666504501,12203.2896747141,11944.3562891595,10365.4391755551,12449.0830202526,11774.7882463167,12567.7995335399,12757.6218283134,12310.1457023409,15206.9729288619,14214.0211635925,13203.1325115735,15320.3246716593,12791.3348635799,13784.6509773771,13317.7592287485,12584.2858407784,13714.6211034674,13966.4904894427,14060.1861856351,13376.0940682611,14910.7906605353,14542.0567313147,10359.5964199787,11260.9469837538,12346.5507216785,12610.4201381519,12343.5596297579,13236.8502459073,12794.2503764519,13269.1107843796
,79.4,14328.2186575103,11485.6772348868,13592.2515500038,12217.6514002374,14451.1778573982,13474.1683185369,14854.9153530834,8960.89351328181,13303.6631893498,13759.1398934816,13816.0797569648,10219.8439838897,15141.7593589851,13722.5066480306,11324.8843322201,12290.1932526123,12734.5463112348,12966.0255650742,13287.3260888492,13324.0171467484,14114.3942247139,14287.8541142562,12616.2462713096,12481.0123891592,13972.9530262357,14054.0602241983,11814.1130834534,13561.3084679852,13985.4898182788,13738.2162159313,14416.5158625511,14781.4584953636,15162.4590559111,14273.7040409424,10622.9100379123,13706.4403143412,11286.9631797252,13649.1751818353,12279.8768370511,14228.5904885139,16235.8999796835,13731.7002507602,14163.155441028,13925.3374691785,12182.7340290212,12697.9728446572,11712.3016191628,14038.6940311777,11967.2822488546,13694.946854881,12856.4242584659,14475.5243075182,14634.8859994282,13698.5300034562,12113.0559704704,11838.535941969,10282.7228786239,12352.4009741226,11673.9127536955,12472.2692976554,12644.488488757,12221.323183342,15056.592299388,14095.5569217486,13143.5466637832,15237.6509946792,12730.1696031676,13703.2083955798,13243.9181023402,12526.5853244246,13652.4036565068,13901.0774821387,13996.6020295158,13316.8598196233,14838.5894866523,14465.9682283267,10298.5268452053,11199.8935031191,12278.9763950201,12551.0871074343,12287.6871360407,13178.6569489425,12732.8728868845,13209.2677926524
,79.5,14175.4701286623,11370.2865400606,13486.6099630551,12136.0284356363,14359.6276251949,13389.2713256281,14762.1880601104,8912.55795680223,13217.524261816,13671.6798450075,13754.3046380744,10056.8202432172,14994.8323597604,13598.4410619132,11235.1439061888,12207.1231347934,12652.0504755681,12886.7436083864,13206.4517393389,13240.7909266088,14024.1847342867,14199.1591332092,12558.0791089159,12355.2588364725,13884.0465522421,13968.8328336194,11730.8738974073,13458.5788923537,13900.8944107724,13673.7538766097,14349.1678550185,14714.0180048629,15089.3327068489,14208.224550097,10556.7729518997,13622.0390507004,11213.6401812016,13557.9554394619,12199.2132607528,14158.754127467,16160.5729751803,13667.77903188,14091.626510465,13854.0089543857,12081.4401279046,12594.2368415818,11613.2431940913,13932.758359687,11855.8659746615,13604.6960542633,12769.3892456159,14384.7276390615,14533.0495427073,13578.4162600003,12024.1474845748,11731.1449571344,10200.5903479553,12254.348040225,11571.5557430558,12373.0915525151,12524.189172249,12129.1009247949,14895.2714287851,13976.1086600471,13082.3650805637,15152.081726979,12666.8012462535,13620.250518971,13167.3120140873,12467.0477526513,13588.3859090166,13834.6198517186,13931.3797965775,13256.6832197087,14763.8934664089,14386.878640097,10236.0401912172,11136.828724782,12208.1044460813,12490.8333668605,12229.7657992948,13118.6752847197,12669.6195582144,13148.5395800674
,79.6,14008.1204535031,11247.523914136,13374.0915385785,12049.4470363042,14262.8947842287,13299.7251988841,14664.140275653,8862.62253946571,13126.186297199,13581.3900638713,13689.6305615158,9885.57510058684,14832.9457484203,13465.0886434022,11141.101249633,12120.7002158022,12565.6959479987,12802.8820371995,13120.7871116935,13153.0605626196,13930.9425407217,14107.9229741514,12498.1730324486,12218.6319979184,13796.9175193661,13880.5123730774,11647.5766586115,13356.5674251793,13813.891664065,13605.8083942926,14278.956895289,14643.4659722395,15013.2099360934,14139.5827811568,10489.7813350102,13532.3069241699,11137.0042778251,13463.1079693187,12114.326479078,14086.490416704,16082.2739695151,13601.9898523566,14017.8120433508,13780.1551373783,11986.5276140948,12495.7297641471,11517.4711553621,13828.5062415816,11748.0858516707,13514.843615231,12686.0929346601,14291.9477014766,14436.2637905299,13448.9077624489,11934.7498889924,11618.4280172221,10117.0665094883,12152.645874268,11465.4368215364,12268.0199650144,12394.9279311862,12031.7688367863,14720.3425183587,13854.0614099087,13018.8743591295,15063.4581659025,12600.7769105386,13534.5820025835,13087.3670436612,12405.288533258,13521.4416640222,13765.8371445283,13864.0885963353,13194.4891844675,14685.7083034984,14304.2999644235,10171.8223750589,11072.0774659081,12134.7959528208,12428.8655355872,12169.6799772848,13056.4884025057,12604.6609760258,13085.9350050295
,79.7,13828.9482883081,11118.5562757746,13254.2079735438,11958.6864764359,14162.1146823408,13207.2914275945,14561.9828572271,8811.02788665728,13031.9271246558,13489.1697422377,13623.2691893764,9704.76182189646,14657.047122039,13323.2183225616,11043.8005698996,12030.5628396234,12477.0983351721,12716.249904817,13032.452176717,13062.8021788674,13836.1046491615,14015.5822331902,12436.3974094478,12070.7639279138,13713.8808425848,13790.5263009346,11565.8749902437,13257.2901442607,13726.0069050903,13535.8798917129,14206.6354758677,14571.372919295,14934.4791709682,14068.5363791847,10422.4806694377,13440.5151547059,11058.2590908662,13366.2464269833,12027.5890200336,14011.9519611383,16001.4277336957,13534.4565980692,13942.6567399398,13706.5673570745,11901.8135048617,12404.8924045079,11427.8467569841,13727.9401725838,11644.8178037241,13426.0121330926,12606.6759814464,14198.155127762,14343.7446775743,13311.0076059343,11843.9584181512,11500.3328052069,10031.6138120556,12045.9905528115,11353.4341098657,12154.5777844505,12254.8234756676,11926.7678231061,14529.3253414057,13729.0263927681,12952.9338773701,14973.5090423687,12532.3819261125,13447.623046185,13004.0824763422,12341.0691712309,13451.0542639011,13694.3805016169,13793.8788869172,13130.1726382068,14604.1427503344,14219.2280613864,10105.666539859,11005.8175408731,12059.0956519427,12364.5062807785,12107.0068999279,12991.4525323954,12537.1779008527,13021.2618961881
,79.8,13636.3757870868,10981.7214930485,13125.5044971989,11861.6637691291,14055.3833617776,13110.4760562233,14455.2884501449,8755.86965141115,12935.2863849615,13396.3545368178,13553.4083868259,9511.26424150512,14464.1492878393,13170.54455001,10940.7940305302,11935.2573983622,12384.3780710099,12626.0089776863,12940.5132933778,12969.6975120686,13738.9471774409,13921.3350541991,12372.8482590471,11909.4406528735,13634.3064858733,13698.6749767019,11486.3768533053,13161.0908371578,13637.3054302315,13462.8624222785,14131.3625127167,14495.6405984858,14851.1837094723,13994.1975882807,10354.7044787572,13346.0049495234,10977.1398635932,13267.3278675784,11939.0074370468,13935.1017812065,15917.2104945808,13464.0201684282,13866.5967716462,13630.4112999246,11827.0341812265,12321.6070002563,11343.5556131484,13629.5693185146,11545.9863849096,13337.3497735696,12530.8363801218,14103.8982926408,14251.3380475647,13159.9402919074,11747.7299950406,11373.9291987173,9942.21281260117,11929.6764778365,11232.8592509443,12030.2712548764,12101.0220254021,11810.4421344683,14318.6628120842,13597.0344674669,12883.3677129969,14880.7192235853,12460.7460905725,13359.2623561633,12917.6542598416,12272.9459857599,13376.7255409265,13619.2159101157,13720.0251367839,13062.746303496,14518.001359109,14129.9312053493,10037.2541844071,10936.9984667565,11980.6197040672,12296.235639497,12040.965483832,12921.9650257866,12467.3027483394,12953.4178533914
,79.9,13428.3010504284,10835.0625085473,12983.0383586463,11755.0001376417,13938.0021862281,13006.5276802846,14340.9696140644,8694.98808046288,12834.2779608703,13301.3834223274,13479.5246224143,9302.91652685496,14251.6172071149,13003.8500475153,10829.2195069689,11831.4315311068,12283.9781148559,12528.554336404,12843.3906796815,12872.4449337121,13638.6520208296,13824.333385538,12305.1877788501,11731.9235944127,13556.5367276007,13604.4891122049,11407.7928727423,13066.96947917,13547.168947016,13387.034843765,14052.1573282309,14416.72251443,14763.2959466476,13916.3353826215,10285.3624860215,13248.9808159651,10893.3735156487,13164.7876738453,11847.3012577807,13854.3113831529,15829.3939968078,13390.1570009946,13787.9860446013,13551.4407071754,11760.5861958961,12243.8185068742,11263.441524435,13532.0984225973,11448.8213265315,13248.9044206276,12456.2554305606,14008.6680234714,14153.9067789987,12990.4581830831,11640.694229344,11234.9476693369,9845.15391476099,11798.2569271898,11099.7719526238,11891.0503349981,11930.3949639679,11677.8049928455,14084.2010852003,13455.6647631009,12809.7417780887,14784.8976172832,12385.5707917835,13267.965316675,12827.2838169419,12200.674695156,13298.1528843668,13540.2761584813,13642.7414635574,12991.533169328,14426.6478494401,14035.7567203218,9966.37238535255,10864.500413653,11898.8113083726,12224.2320781737,11970.7747741557,12848.9300893476,12394.6985366551,12882.0663496763
,80,13201.7593427148,10675.6135324053,12822.888103049,11636.1576017761,13806.2108040879,12892.9008001467,14217.578513687,8626.25782580666,12728.3798502728,13202.0712768727,13401.2501391928,9076.36212919914,14015.6518683295,12819.051967948,10706.3975975084,11716.1420626079,12173.5950830806,12422.0900254944,12738.0660036459,12769.8203183333,13534.1425012394,13722.597844903,12231.7607017205,11535.7626948101,13479.0436640898,13507.6861283821,11329.8300557144,12973.3283234129,13454.6682513949,13307.1977511141,13968.4982852523,14334.0707283994,14670.2031607186,13833.8619226284,10213.2077086614,13148.0579884362,10805.7471357949,13056.8019958976,11751.4453483273,13769.3748810962,15736.1726528294,13312.0505550252,13705.3842078251,13469.1287568865,11699.6601110879,12168.6276663761,11184.8089844525,13434.1650859287,11350.3130754974,13159.2049306189,12379.2370718493,13911.6805560941,14045.5126594732,12797.1149697466,11519.0539991368,11078.0442663547,9736.98602016732,11647.1480001608,10949.8404400601,11733.4855767278,11739.7622140527,11525.4620716628,13821.3071166221,13301.6616105748,12731.2096514665,14685.4618612738,12306.208129996,13172.7559750131,12732.8560402272,12123.6853727696,13214.1912988865,13455.9986406316,13561.2073501941,12915.6923083832,14329.9434935049,13936.4327332156,9891.06485565961,10787.7314925624,11812.9490861269,12147.0425067031,11896.753932825,12771.098421056,12318.5119781768,12805.3610362823
,80.1,12956.2250698536,10501.3534888777,12642.2559982696,11502.6636648706,13655.4319720616,12766.0502649436,14080.7036972783,8549.23022351818,12615.0447861466,13097.0971389976,13317.9389428359,8830.72222232946,13754.371018653,12614.0719028048,10569.0920077691,11585.8627233428,12050.2473054748,12303.9073731856,12621.6291737393,12658.5786847957,13420.5755789455,13614.4306509867,12152.7094699044,11317.1576837364,13399.3091295712,13408.2090031473,11251.5543321658,12878.4459969059,13359.1477232174,13223.5191445558,13880.1773371966,14247.1450888521,14572.0305626502,13746.8012847884,10136.6441644539,13043.4524407155,10712.4095909152,12940.4550507751,11649.425171112,13679.3197448972,15637.611316596,13228.1701133576,13618.3039547477,13382.3823358843,11641.094413438,12092.1080629935,11104.9396371565,13332.4008141917,11246.9009086061,13065.5593299188,12295.6675595082,13811.0802369234,13919.7150020519,12576.7681053988,11376.6164229256,10899.6228025702,9612.434769631,11469.7009719749,10777.256676364,11552.2688718952,11524.5250283628,11347.4755501563,13524.7196241144,13130.2987259366,12647.2859237392,14580.7461052706,12221.5418416775,13073.0510850121,12633.9950590769,12041.363605255,13124.8329411353,13365.5283891925,13473.933633123,12834.1318031388,14227.6502335375,13831.1637677202,9810.37506531143,10705.908263473,11721.6154324302,12063.8511520422,11817.7506788928,12687.6821368113,12237.635122521,12722.4673232811
,80.2,12682.7196262253,10303.3114639473,12432.5291759436,11346.1679237299,13477.0008173343,12618.5244132796,13923.291827474,8462.21547814349,12490.257970431,12983.3493348338,13227.6677379316,8565.7047297989,13459.0670846128,12379.2699567819,10408.9380452701,11432.7706029158,11905.8797328268,12166.4271773372,12487.9048237103,12534.110284825,13296.1255412793,13496.5307805583,12068.1520086599,11071.4129541943,13310.9450851601,13302.6798966093,11169.0447483778,12776.7867851932,13256.9657979979,13133.0308163676,13784.6766239399,14152.8011578498,14465.5825706042,13652.8877793713,10051.6600377359,12930.2566296157,10610.3083602687,12811.5462498193,11536.6233493102,13582.4037934863,15531.4818514765,13137.2038535226,13525.2247998,13288.1256864478,11576.9772996488,12006.3971031298,11016.9550633103,13221.0612427489,11132.8353607646,12963.6826788633,12199.2391654467,13703.5975630461,13766.4595181501,12321.134812008,11206.2851183483,10692.9663351852,9464.98317578238,11258.5513664004,10576.1080547713,11341.885088242,11280.4266001537,11139.1946338017,13189.3403309618,12933.9162088996,12556.8749643849,14468.5249986116,12130.4662207453,12966.4630746836,12529.5336318037,11952.6684751231,13028.7991294148,13268.2041087784,13380.223045212,12745.3991489718,14118.9645321375,13718.5520661042,9722.57897972053,10617.4443284799,11623.2115756766,11973.4640484291,11732.8415951331,12597.6267788901,12149.7602953316,12633.1359292537
,80.3,12378.5771084932,10078.8854359862,12189.1135555191,11163.7518233965,13266.4970946038,12446.1806534863,13741.6774841668,8366.74317350282,12351.4684073623,12858.6788251395,13130.5944712193,8286.2817233336,13126.8467754803,12110.7545711379,10223.0082240147,11252.7459494063,11737.0011188177,12006.0791129525,12334.2672312786,12394.700850424,13159.0801054766,13368.8735147843,11975.8661823547,10796.5579593298,13209.6190954642,13190.0066950245,11078.9774050735,12665.1646751809,13147.131511112,13035.7975175575,13681.414817922,14052.3428941137,14351.3739305648,13551.5652119848,9955.74396773963,12808.0334353892,10497.7878422556,12667.9677669168,11411.093833588,13478.0472171649,15417.3056050674,13039.3755463328,13423.6296653834,13187.0957527655,11500.9946412334,11904.9992955088,10915.8643364815,13096.9192904801,11002.3294678446,12851.0228070157,12084.5600915051,13585.9386619065,13579.6116583412,12027.7649534319,11005.2877866635,10453.9163314208,9291.78499037225,11011.8058194915,10342.9948607849,11099.6005744472,11004.8736572783,10898.2687854502,12813.7010008951,12708.0602708735,12460.061153501,14348.5732093183,12033.0408698764,12851.5877213945,12418.3537287882,11856.9151297217,12926.3628454102,13163.5439175351,13279.9137613873,12649.032435356,14004.1848976016,13599.2242960922,9627.59933953486,10522.3597529504,11517.852220567,11876.4303176011,11641.3634024649,12501.5057802534,12055.1089583386,12536.8246338
,80.4,12036.684653044,9822.16756989702,11906.9087061499,10950.8364011433,13020.1394681952,12244.7604549173,13533.2632860654,8262.81801126778,12197.1863039117,12721.4724013574,13025.1309813814,7995.80304395554,12751.3437840276,11801.9000302633,10005.8509331827,11040.8726764715,11539.6874561342,11820.4615462741,12157.2897780641,12237.338943722,13007.2458576438,13228.2715656797,11874.7525958439,10487.4045273677,13091.0173950656,13067.6782563336,10978.3348926802,12537.8613502978,13025.996812428,12929.7708093098,13569.3084634211,13942.6760475428,14227.2019002789,13440.8235038997,9846.20750285451,12673.9536034405,10372.1096262725,12507.7871128768,11270.5884376483,13365.0555420538,15292.6449011711,12933.1170621796,13313.5204645978,13077.6232841659,11405.446090482,11780.2806587457,10795.4795274448,12954.2929536245,10850.1656159905,12721.718613808,11945.5847885108,13453.0848658327,13352.4462153284,11693.8442568964,10770.2145653029,10178.8934298826,9089.77246907212,10726.1166698448,10073.5087067765,10820.7465372183,10692.4147134514,10622.1384867533,12392.5877342736,12447.1644973768,12355.3091071886,14217.9831467834,11927.2768709582,12726.7014791865,12298.8181193349,11753.3146718902,12814.7899722183,13049.3594760297,13170.3511853155,12543.8850738589,13881.4654965711,13472.1753917637,9523.59936982779,10419.6083373526,11404.5223335043,11770.5452849692,11541.6488698398,12396.1534108941,11951.0496294338,12432.4284410645
,80.5,11652.8152153721,9530.87405004338,11583.0268704453,10705.0306856448,12735.8418519544,12012.6060424115,13296.3970210943,8152.60213477864,12025.7846286273,12571.7337361474,12909.7752335101,7702.31438503044,12329.6692595911,11450.3932922507,9754.81768702265,10795.2641945544,11311.7998475376,11608.1085202249,11956.7684401684,12060.9965185401,12838.956540186,13075.1849107252,11764.6754408983,10141.7523148575,12950.9151230917,12933.6018873988,10864.0535349032,12391.5102702946,12893.0386623449,12814.7889614496,13447.4013850199,13823.4410378628,14092.2553620356,13319.3520012838,9721.78379169513,12527.5381220987,10233.0127694429,12331.1529971055,11114.5842207382,13242.5013524456,15157.3379875962,12817.4762445126,13194.4828668094,12958.7401666465,11283.924180845,11626.0135296853,10650.5984057144,12788.8538458574,10672.1639730895,12572.923081489,11780.159112116,13302.9615427747,13081.8893287172,11318.566030255,10500.6038297459,9868.20280779802,8858.57040941448,10402.2486817713,9767.9338436408,10505.7584416608,10342.538921562,10310.876939226,11926.5951700072,12146.3983492561,12241.6474344034,14076.0443784832,11812.9705382416,12590.5376742261,12169.4634779181,11640.9964268882,12693.8060084703,12925.4126894033,13051.4010583909,12429.5611842678,13749.5552131198,13336.6465586565,9411.42055962166,10308.864441019,11282.9754199643,11656.0360099521,11432.7090292404,12282.079267106,11838.0619242768,12320.1943889704
,80.6,11225.1553719298,9204.66533526351,11218.2354454276,10425.8668644865,12415.8433005921,11750.2337987552,13032.0138091104,8037.42285409698,11839.3216451242,12409.2885445427,12784.9831280545,7414.46315522073,11861.7577278453,11055.3677965937,9471.0900437263,10516.6667580249,11053.7019513342,11369.2717995492,11733.5567917124,11866.991035586,12657.5412094138,12910.8039664,11646.675191845,9761.54057768803,12787.6423162129,12786.4636562067,10733.7235852705,12222.566174096,12746.213473876,12690.0662482466,13314.976287275,13694.3948684228,13945.8489958171,13186.7311171916,9583.22951631988,12368.6290435787,10081.3041859304,12139.4828100261,10944.0453164343,13110.1312226587,15010.2139974688,12692.6480464892,13064.4936163981,12829.3885435929,11132.050004603,11438.2894637396,10478.6400124371,12598.9332302072,10465.0806358199,12402.3269155787,11586.6167487629,13133.9015309398,12765.7365809829,10904.0949595584,10200.7895123696,9523.39788624902,8601.75083721456,10044.930196696,9429.47340485793,10156.9585437363,9957.2646706174,9969.24247285486,11417.9229051573,11803.306025132,12117.8301635648,13921.7627360954,11689.8100383937,12442.3553958236,12029.1033041394,11519.5371351797,12560.9445739555,12791.7918238352,12922.9274975478,12306.3831579865,13607.680411478,13192.8215861178,9291.33816183006,10189.9652564346,11153.2137297692,11532.6234304761,11314.1537943716,12158.6778713581,11715.5227649761,12199.3275863991
,80.7,10756.3636208074,8849.29341287051,10817.3709920526,10117.7821145617,12065.2571080237,11462.33569906,12746.7493690762,7919.84716191433,11640.1169113428,12236.3144812882,12650.2166289231,7140.86706450851,11351.6866046094,10622.3399116993,9159.59706740634,10210.3771798082,10770.53353555,11109.6321080418,11492.1681445366,11658.1734515957,12463.5023950556,12736.7373112446,11518.4119472611,9348.72870283415,12600.8492462117,12626.3557429688,10587.1174541979,12030.9777654808,12585.6861313415,12556.1767249507,13172.54729616,13555.3842967319,13788.8509698384,13042.5267118474,9432.49449262822,12199.3724983182,9918.439376582,11936.3891829811,10762.1495095021,12967.7823285567,14851.2016960022,12558.0280473297,12923.9797632949,12690.6283884028,10947.3973819137,11215.9204037641,10278.5452102059,12384.5622422321,10227.7080679411,12210.1162271875,11365.6025755098,12945.1606505631,12407.2931052042,10454.9455790743,9876.83345279824,9149.4406233439,8324.77227826924,9661.63339940089,9064.7680361686,9780.94249230461,9539.74961567236,9602.36675303826,10871.8020647502,11418.5532715454,11982.206308146,13753.4600986495,11556.6048029544,12281.0719264592,11877.2555102415,11388.8686162644,12417.1968770681,12646.8179474477,12783.8166360129,12173.2267057369,13453.8444859724,13040.0612818655,9164.70675722196,10062.938939832,11015.2478645779,11400.3800477527,11185.7683337907,12025.1110089798,11584.5248918825,12068.2481651634
,80.8,10249.0628902015,8469.04987089123,10385.3230598513,9784.06847811753,11689.6479603676,11153.8603423125,12444.1307381389,7799.73237348078,11430.5689454386,12052.5463409934,12503.7132213024,6886.1626658348,10803.9075145197,10156.4785697788,8824.83420339508,9881.18942555353,10466.3002951383,10832.685737554,11236.5207823622,11437.0774275677,12259.575512578,12551.915324386,11378.2594802323,8905.60674747329,12391.9802349904,12452.9418284984,10424.5776872172,11815.6863389871,12409.8004034126,12411.510529694,13018.8073616353,13403.6893311723,13618.3842381585,12884.794033213,9272.08835289576,12020.0867077461,9746.65950921837,11724.2690271169,10571.0427349773,12814.4214078217,14678.1384494015,12411.4517485005,12772.9357818668,12539.6362182822,10729.2181848057,10958.8517537851,10050.8102386481,12145.0233691044,9960.69500118701,11995.7161515966,11118.4671044002,12736.6959295121,12009.4683359425,9977.05891079798,9534.38530009951,8752.21665671561,8032.90516267625,9258.6711076662,8680.27642610501,9383.39543704977,9094.8573928491,9217.58139299118,10292.3802201531,10994.0109830516,11831.6743032035,13569.6416864942,11411.6582601401,12105.5449856316,11712.7062450539,11248.4555601639,12260.1614432632,12489.7687237761,12631.8963679249,12029.2891816621,13284.3628653536,12876.5850867758,9030.93671957007,9925.9737979331,10867.9862747291,11257.6792146563,11046.7116333938,11879.7093262405,11443.4839415576,11927.084145217
,80.9,9709.18805686224,8071.22596854343,9929.86964907983,9431.36145846748,11296.640153831,10831.4408331266,12130.5030129568,7678.35578064279,11213.5727003408,11859.4959905475,12342.5464839272,6654.91222311175,10225.4175318786,9666.11185983609,8474.55373924021,9536.95699944965,10148.3751627503,10544.4397384751,10972.7196231833,11208.4971544522,12047.8270289687,12357.6372973437,11225.2909775363,8438.30868494324,12162.0489816081,12265.7661717076,10246.5544553456,11578.7357332701,12219.162352457,12255.7365833198,12852.9044107985,13238.9534408491,13434.2305268874,12711.4669830778,9104.92970944274,11831.8635691776,9568.96007356769,11505.6416198224,10373.4798417911,12649.130402131,14489.3302335656,12251.7186028882,12608.145140883,12374.776727355,10479.4619457936,10670.4263813925,9798.07431815873,11883.914129256,9666.79999774589,11762.5591983584,10849.7904210737,12510.732574457,11578.0175007084,9477.27524628696,9182.61787446024,8340.1131373885,7734.2720507279,8846.4925626366,8286.06737407024,8974.01878178435,8631.64930619434,8823.01107141901,9689.77401960551,10531.6425725235,11663.5999031575,13370.1695101496,11254.1686674702,11915.0367737715,11534.8795218125,11096.7189784383,12089.6494945095,12319.0400369905,12465.9009574342,11873.0064106891,13097.1011710015,12700.7185103968,8891.83845817773,9777.8935957389,10711.0563255358,11104.6267060355,10897.2025133284,11721.4816424561,11291.8271641565,11773.611153338
,81,9145.5199963947,7664.03190165044,9459.58651822215,9065.65732949842,10892.9508198462,10499.9356379345,11809.7316286979,7553.55740213119,10990.4368701694,11654.8918362456,12164.2582463586,6445.91112990949,9625.21812149708,9160.19997677675,8116.32610207742,9183.86676090378,9822.4974743157,10249.3281041608,10703.3835584506,10973.8309182171,11828.7761653477,12150.8564822073,11057.0206606677,7953.37905675761,11912.4059052593,12064.2399155723,10054.1125892494,11321.7484602287,12010.802323008,12086.6991470096,12672.4821414903,13057.6738291035,13233.2407146597,12520.2556240322,8933.41574572181,11634.1321464508,9386.33068153393,11280.7688063665,10170.6710842058,12469.604518041,14280.9874530797,12075.9588113523,12426.0807370061,12193.4674071155,10201.5886589969,10354.1302784069,9523.51163347599,11602.8183408721,9348.68286455263,11511.7907305233,10561.2769533999,12267.3642641379,11116.0628411777,8962.04164336465,8828.02197575369,7919.58235426094,7434.79593151644,8431.62155736731,7889.34208841352,8559.10758800854,8157.6776749753,8425.11033251973,9070.80328441976,10034.7325608328,11474.0583857316,13150.7940131673,11080.4166454624,11707.3628282342,11342.0112219111,10931.6481922325,11903.0382433215,12131.4659775344,12282.1027569459,11699.6895699309,12886.9778922521,12509.2989233532,8744.87933922485,9615.02675034577,10541.4702299206,10938.3742350586,10734.45318156,11546.3573685394,11125.3760560924,11603.9224554141
,81.1,8562.78920944026,7253.12023603916,8979.24880756683,8691.37556480292,10482.3113993618,10163.7523125975,11485.0127007139,7422.46899921218,10757.6117098324,11434.1191450484,11961.7226895294,6254.44112782854,9008.4492619065,8645.19644205139,7754.38108419178,8826.12475429777,9492.7574633657,9950.98451600776,10429.9620153879,10732.3275878728,11596.4439113101,11925.1958475165,10866.9678794814,7454.0382085983,11640.2405124705,11844.2773601317,9846.3013974839,11045.2471514964,11781.8406019864,11900.6949601771,12473.4923634279,12854.1172548659,13008.5646583224,12303.9466490842,8756.10612873117,11422.5825716762,9196.93067513522,11046.6471662434,9960.86827185751,12271.337322575,14047.1115393597,11879.3873763633,12222.9286409343,11990.8409790134,9896.16694011328,10011.6040198071,9227.97266846068,11301.0795890456,9008.7949985246,11243.3649904108,10254.1134138875,12004.9049185587,10627.6813930325,8438.16210279601,8473.15467815277,7496.89081369678,7138.108782644,8019.44686359827,7496.02512924555,8144.83166116144,7679.59898100613,8028.23986621433,8446.0228779816,9507.1117962604,11256.702807564,12906.6278917228,10885.2607223626,11477.6958426795,11129.2864536556,10748.2497292376,11696.4433812396,11921.2090327138,12074.7009756529,11503.9759009376,12646.958734523,12296.3312880398,8587.00436147716,9432.07467324976,10354.34074459,10753.9893635661,10553.9007924667,11348.932165947,10941.8599285147,11414.9265912966
,81.2,7975.34830912043,6847.88623679469,8499.13559600888,8315.64460031674,10071.8216573909,9827.24819817253,11155.9642442881,7282.36913804359,10514.1748482141,11192.9983464586,11731.1235685221,6075.07973733874,8389.2092031783,8132.25064882591,7396.25904194473,8469.83371437178,9164.20132646436,9651.71646789312,10153.6035651341,10483.9178962459,11348.4092978738,11676.1553915803,10652.3464584746,6952.52756189631,11346.3631943301,11604.3422603288,9623.10458027944,10750.7022340012,11529.4471174628,11694.028792742,12252.6582196606,12625.1428086221,12756.5015829862,12059.102186142,8572.88003957071,11193.8815986367,8999.72810620306,10798.7682442441,9741.78266630563,12050.6176010197,13782.9947282641,11658.0985234587,11992.975652077,11762.0354355028,9568.53169545152,9648.52281781988,8916.343319807,10979.8175732811,8653.12897650797,10957.5772629991,9932.10666654037,11723.0482671399,10119.7361049256,7917.87123587707,8122.71302159657,7079.59734958707,6848.12819770232,7615.19087371893,7111.20075575801,7736.69451879211,7207.86490461764,7638.37877259715,7827.36615950265,8957.41725212778,11008.3133654891,12633.8877103554,10665.4181533227,11222.5264066816,10892.8232676616,10543.2108848547,11464.1253881035,11684.6995079585,11839.7634778523,11283.5268288134,12372.6197181848,12057.7880028252,8414.70247746936,9224.78050289241,10145.4107337395,10548.0712349522,10352.2333428553,11126.1338227635,10736.7820058982,11203.1133543794
