,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
,73.6,18232.8004708238,15574.45416098,17856.4138661605,15843.6899454033,18603.4400092421,17360.638928362,18917.3715191154,10939.2444842293,16926.1080052076,17342.3130345283,17116.5645364282,13037.6710008961,19222.7848913406,18026.5336575849,15223.3762477511,16037.1166398253,16597.3790904123,16643.1274891901,16869.7541012915,16863.8519059432,17742.3874487562,17930.9301909967,15590.1593121707,15940.964159198,17730.7450790328,17771.9243451662,15256.7090303234,17456.9461980212,17488.294467856,17119.945877472,18014.2556344439,18305.7655475606,19038.0168555183,17784.205769424,13977.1017250132,17417.648363202,14560.8360149792,17402.6045405277,15688.2806055751,17744.9158092808,20119.1932162322,16954.4732624901,17583.9302775898,17359.574771419,16180.0088896311,16743.123639227,15535.159519087,18161.1715137503,15851.7901090855,17405.237365422,16477.9635518639,18234.4402966181,18911.2994991574,17918.0553611303,16164.9510048581,15726.5793420203,14007.1798112287,16423.1594422988,15680.1525178637,16515.7250943064,16374.1450159968,16012.7791594821,19431.4875109428,18386.1284382431,16169.4727363872,19032.2036762327,15806.7691200307,17268.8251240059,16759.8036945928,15612.529678272,17028.1755370403,17422.2558950627,17393.9598183087,16541.7139954925,18201.0430259285,18087.5680082069,13223.810204347,13975.2855266172,15381.2728190341,15676.0567276822,15319.3235453818,16372.9104766605,15934.7789590623,16475.0466510329
,73.7,18172.2152314049,15517.6711155601,17793.2500286514,15790.1008058237,18541.1866322449,17302.1937738143,18853.4074094256,10907.581580173,16863.7012221879,17280.7557481287,17055.7994873978,12998.1773750102,19156.8585644596,17964.7111430176,15170.1577782766,15982.520744447,16540.9096590776,16586.6775174494,16811.4846902686,16805.3430949965,17679.6674731562,17868.561544516,15535.7474856202,15883.8613784968,17671.742020183,17709.264636805,15200.7771655052,17396.6587800218,17429.6553656675,17057.4474324603,17947.8146563649,18240.9366655531,18967.3926563072,17721.5585238171,13927.9180944006,17357.4695319172,14508.2052618834,17344.2193999179,15633.4177078966,17682.7545754356,20049.5316841267,16896.3407440928,17522.3473393868,17296.6325925731,16122.5315038689,16685.6094893464,15479.121127658,18098.7553042477,15798.8772653235,17345.0593384229,16422.9738811041,18171.0358473882,18852.6506557838,17855.8978151802,16111.3020888874,15672.9468971599,13958.4230225629,16368.6750067878,15626.7096176747,16459.8900314051,16318.5037638004,15958.5030483535,19363.6227558788,18327.694834795,16117.2546116266,18967.275284841,15752.4627282372,17209.6803577122,16698.0779464406,15557.2912392251,16966.6880809871,17357.3281259136,17331.9065025768,16483.0951087845,18145.33769678,18025.6533358372,13174.885223327,13927.9327508728,15328.0188066316,15619.2958764257,15263.8467113197,16314.7320548455,15877.5715122135,16414.7953624607
,73.8,18112.0360504743,15460.7272731469,17730.1256097339,15736.6170415128,18477.9444693868,17243.0395808849,18789.4511992144,10875.8585012447,16801.4853709871,17219.2859623157,16995.3924912113,12959.3521866484,19090.6451571512,17903.2134352685,15115.5702923341,15927.741294398,16483.4724506904,16529.7857337119,16752.3654991911,16747.0388573231,17616.2955438015,17805.6028410282,15482.1496674612,15826.5986313315,17612.2968169258,17646.2828613428,15144.331984638,17336.5987400443,17371.3886752841,16994.2580003442,17881.8571991135,18177.0484132261,18896.7021483574,17658.8440707689,13878.2822763722,17296.7979020977,14456.068769636,17285.483681262,15578.7341126523,17619.7224326166,19980.1423064346,16838.1334272085,17461.2626532062,17233.2079273097,16064.7818189453,16628.1480070826,15423.7016753467,18035.8874478149,15745.8427644624,17284.7548475683,16367.7478908352,18107.9071151382,18793.9681554748,17793.2029136977,16057.9071787127,15618.6704996471,13909.4770280566,16314.4565651255,15573.9795952743,16403.9997106036,16262.5190578309,15904.926232983,19295.1460343578,18269.2927499928,16065.0943605354,18901.7158000014,15698.3620246432,17150.0957912897,16636.7686424726,15502.0306765865,16905.4583729516,17292.3076341069,17269.9234414272,16423.5721535235,18089.061495738,17963.8289754151,13125.8861396851,13880.5050832603,15274.001681883,15562.2199444586,15208.1159988319,16255.8697268663,15820.4774176122,16354.7810059041
,73.9,18053.219002765,15404.9020924801,17667.8261246649,15683.6720703333,18415.9593071994,17184.7967165626,18725.3978204432,10844.5465079672,16739.8147498163,17158.3063030837,16936.2213156567,12921.0060839504,19024.6177213684,17841.9064300925,15061.4536338411,15872.8939158126,16426.4385795966,16472.7548863175,16694.1375647927,16689.2673464329,17553.1274969993,17743.5458965274,15430.1037350163,15769.6172435472,17553.3304915192,17584.1224325908,15088.8583929356,17276.7997922299,17313.8153655605,16931.9723270391,17816.5912143015,18113.5075393844,18826.224400368,17596.6272461382,13828.4430159645,17236.0695096942,14404.0737188384,17226.7164024942,15524.5217435453,17556.428554869,19911.006834787,16779.6208689406,17399.3442805236,17170.6010817905,16007.7040296109,16570.7869184602,15368.9476674235,17972.9329417493,15692.5300727412,17224.892861786,16312.5382824575,18044.8499685763,18735.544339136,17730.5177615104,16005.0210464403,15564.9240612243,13860.7635900521,16260.5702961978,15521.4086331614,16348.8484514123,16206.9024371971,15852.0392427233,19226.8213396844,18211.4469104849,16012.761422594,18836.5008166341,15644.7109282889,17090.2504068996,16575.3926234677,15446.3364751804,16844.175957235,17227.5429462272,17208.7273705954,16365.327391089,18032.5026974266,17902.2629126018,13077.3738079429,13833.2836218931,15220.3443039368,15504.8574475555,15152.3241876765,16197.5633406946,15762.9969003841,16294.0841135129
,74,17994.9756840755,15348.6503992411,17605.3574202071,15630.3440815132,18354.1330696157,17126.0193860381,18661.2176728012,10813.2504010757,16678.1642992804,17096.6466894036,16876.4189739704,12883.0283308792,18957.6624669187,17780.0110145287,15007.2756968277,15818.3701152736,16369.3669826069,16415.8526558805,16636.4829901598,16631.6188756313,17488.794276688,17681.0583859892,15377.0480959027,15711.8783659129,17494.0726183829,17520.7449967506,15033.2523815049,17216.6946264477,17256.1147430325,16869.844364431,17750.8931116477,18049.4461757213,18754.983173957,17534.0345098497,13778.1816191192,17175.0783887226,14352.0753600217,17167.8002709963,15470.1837257837,17493.3451437188,19841.4934705885,16720.2677812217,17337.6028094822,17107.3928985692,15950.0218140304,16513.4009090987,15314.5060906547,17910.8147755511,15638.5657649005,17165.0586802203,16257.211477694,17981.9190488835,18677.5656627838,17667.5706586229,15951.0073214467,15511.4033224163,13811.5280606115,16206.127204419,15468.8143594885,16293.2742433974,16151.192552677,15799.0098149421,19158.9144808117,18152.9322383639,15959.5043125135,18770.4570726665,15590.3203236604,17029.957757106,16513.2799159467,15391.1369711262,16783.3948687225,17162.6782988477,17147.1747440788,16306.8207651663,17975.1851407151,17839.9168933896,13028.0652547594,13785.2503433168,15165.9410627845,15447.0200010006,15095.9987266353,16139.5865497332,15704.8643891449,16233.4833922915
,74.1,17937.4160770131,15292.4828987119,17544.1188649629,15576.9212728918,18293.1292525959,17067.8653651822,18596.8985716806,10782.1144274589,16617.3541140551,17035.2103464838,16817.5860662724,12845.3481943502,18891.0111780967,17719.1046220601,14953.3011065306,15764.4381022833,16313.7971870627,16360.3586310207,16580.1895094248,16574.8071799001,17427.5307594109,17617.3338005815,15323.4471641823,15654.7880390468,17435.3665507675,17456.7637902177,14977.4696092078,17157.8630877795,17198.1206248958,16809.1781688007,17686.3882474802,17986.5984118389,18685.1414900845,17471.6738668336,13728.2618602137,17113.5331451492,14300.1272803338,17108.828414909,15417.3751126801,17430.8131569485,19773.0165696713,16661.7481562854,17277.2584621629,17044.426884474,15892.6947618581,16456.0036371151,15260.0867574084,17849.1704360681,15584.8842907171,17105.0857181983,16202.5739552787,17919.3552556942,18619.9258161474,17605.4994712017,15897.6605094208,15457.4196819988,13762.2520655175,16151.979344969,15416.4006222669,16237.3988999515,16096.0324559591,15746.3123941515,19092.8294505664,18094.5724918657,15906.5531670172,18704.6829470545,15535.8144938348,16969.9507482184,16451.2022192768,15335.7463000627,16722.4282636958,17098.4191105277,17086.1698807002,16248.8663584165,17917.0232002624,17778.3652897806,12978.5319941041,13737.2121894217,15111.7383115169,15389.4702020864,15039.657539812,16081.9557464034,15646.351302337,16174.1502297325
,74.2,17879.5980065112,15236.0853533881,17483.5011189609,15523.3862725802,18232.4557070473,17009.5033137936,18533.0324550618,10751.435715048,16556.6752730496,16974.2765537452,16758.4966597173,12808.6680764653,18824.1734217421,17657.6643823028,14898.831450666,15710.6952469528,16257.6800282007,16304.9518645695,16524.0660692156,16518.0144426488,17366.3556837527,17554.4454727201,15269.5054472138,15597.4776583653,17376.1274907487,17393.4241588881,14921.6026495295,17099.2730619206,17140.0398517357,16748.3091083933,17621.6501634498,17923.582519513,18615.8387562182,17408.1428151846,13677.9058062548,17051.3857610669,14248.2428804986,17049.9106474612,15364.812014354,17367.5258842305,19704.2781127006,16602.8146189985,17216.481901152,16981.9951195188,15835.8270868415,16398.3690980376,15205.376608093,17786.4854990091,15530.9344252817,17045.2331256685,16147.5589239428,17856.9774796649,18562.701379816,17542.9628229647,15843.8258482218,15402.8346976982,13712.7016249971,16097.3252527644,15363.5709624006,16181.6379813439,16040.9252675758,15693.4268757151,19027.481472532,18036.6188808012,15853.0973845143,18638.9742484488,15480.4742800804,16909.3508024537,16389.0874167933,15279.8925739577,16661.2189059432,17034.4741298076,17025.002893548,16191.1239186834,17859.0295373653,17716.2451880053,12928.9521055946,13688.6593994335,15058.0764512197,15332.8021960348,14983.263384604,16024.3398953549,15588.1233161151,16115.2221157055
,74.3,17822.4822954867,15179.8723419135,17423.1693920641,15469.531839946,18172.1160998137,16951.7181272782,18470.0530833949,10721.3851412128,16497.3524162476,16913.7742123064,16700.1940248435,12772.9402133505,18758.6779619592,17596.498993101,14845.5039201657,15657.5521404292,16202.1094998176,16250.1113117997,16469.3589461171,16461.3314721859,17306.5045814563,17491.9246606939,15216.0887360728,15541.9416631044,17317.0173928175,17330.9535792366,14866.3510771509,17041.1336789037,17081.9477690647,16688.351496828,17557.3979390216,17860.1857060775,18547.5222393998,17344.0353247981,13627.8933800527,16989.5402539129,14196.1197809283,16991.6789530763,15312.4278540828,17305.4615044305,19636.0386749271,16544.8416879756,17155.8403161917,16920.1080025852,15779.085198813,16341.04532925,15150.4649442583,17725.1651955092,15477.4332662176,16986.1429492757,16093.1567870673,17795.3550075584,18505.8512851908,17481.5511784768,15789.6369353998,15349.6463703268,13663.2274180332,16043.0730967345,15310.4070775508,16125.726664258,15986.5565371709,15639.5336772969,18962.5938089767,17978.5416088193,15799.7921085251,18574.7152598156,15425.202277133,16849.3502121741,16326.8561084851,15224.0255797726,16599.8575199622,16971.6495595596,16964.1370829685,16134.0763549828,17801.5228712206,17654.2679383028,12880.2074337421,13640.2048110294,15005.4491840282,15276.4810074847,14927.4382125819,15966.941317713,15528.9492598893,16055.6036461794
,74.4,17765.3356558882,15123.2531512402,17362.4498826908,15416.2575629224,18110.5801610711,16893.3092650579,18407.2822824386,10691.3744526196,16438.065338569,16853.2839913377,16641.3340664231,12737.1302857919,18693.5115988048,17535.7299183735,14791.7722024866,15604.8201518438,16146.8441213983,16195.7889692507,16414.5601969627,16404.9764397172,17246.7975856781,17429.5899598277,15162.3625855202,15486.8935660278,17257.1690217968,17268.0600977223,14810.4203610163,16982.4528980138,17023.3740686314,16627.5820229591,17493.1604166056,17797.1268969867,18479.8046867637,17278.7091294348,13577.8968170591,16927.8688377989,14143.6348927492,16933.329167361,15260.185436297,17243.3913736726,19568.1575189279,16487.0272397031,17095.15543738,16857.4880934051,15721.9239320309,16284.0479073734,15095.8844789755,17663.6896408976,15423.9591407587,16926.6005973748,16038.3955990224,17733.9401801305,18449.0513548992,17419.6077336722,15735.1034129088,15296.0050916352,13613.3158990485,15989.1329137034,15257.2726470213,16068.6685290041,15932.2072641163,15584.2223676859,18898.0600691663,17920.807153396,15747.049025957,18510.5157506572,15369.9441576148,16789.1914977521,16265.3964483812,15168.4362428731,16538.169843564,16908.4312992844,16903.0350100919,16075.8472430531,17744.1939308321,17591.9008734617,12831.735639921,13591.9531382302,14952.1735189882,15220.4219096339,14871.9554145151,15908.8076545869,15471.2138356269,15996.7815776008
,74.5,17708.8061280733,15067.1886754117,17302.0182541927,15363.5272536294,18048.7921030706,16835.0714117762,18344.7264785759,10661.7916638026,16378.9045844736,16793.0624449901,16583.4949408199,12702.5740071555,18629.3009392409,17474.9464837391,14738.1036471191,15552.115778289,16091.5360065785,16141.6244966915,16359.7087975099,16348.7425240145,17188.6222583337,17367.4547802432,15109.7439116772,15433.4721239427,17197.541389988,17206.0998926426,14755.203079608,16924.0406231954,16964.57780453,16567.0332880057,17428.4605753524,17734.5433240674,18413.1123256875,17213.7715183398,13528.1324230205,16866.8045509063,14091.4241450801,16875.1436742786,15208.336723376,17181.2306177789,19501.0206294775,16429.8769670347,17035.2099956573,16796.3071121211,15665.1419907579,16227.4022224359,15041.333227204,17602.0475105704,15371.1604788744,16866.866054442,15983.2331460095,17672.4190422286,18391.5432708236,17357.5293369799,15681.4655624161,15243.2099017657,13564.1996605414,15935.5476195587,15204.2433415206,16011.6368188532,15877.984322225,15528.8475447306,18831.3574359406,17863.8137739707,15694.7655410079,18447.3926932785,15315.437805376,16729.2066064474,16204.71057063,15111.8945013432,16476.3604189568,16845.8236938926,16842.243837567,16018.0905478564,17687.488895298,17530.6382675399,12783.8305251059,13544.5655090681,14899.3502619039,15164.8920043995,14816.5401642069,15849.9914151976,15413.5108103633,15938.6681761914
,74.6,17652.8959715755,15011.4554142782,17240.4682059943,15310.7784473187,17985.5447466518,16775.8219874463,18281.8337130678,10631.6131406174,16319.5475866869,16732.5378762148,16524.0318809157,12668.7145069266,18565.1565770632,17413.5278906962,14684.6359751534,15499.2246099045,16035.0763067205,16086.8204577763,16303.7342289798,16292.0384811185,17129.0224309374,17306.4493464909,15057.5259555888,15379.5729382298,17137.4324413238,17144.1464936364,14699.9764798255,16864.4991446671,16906.0899397119,16505.3410707545,17362.8782203337,17670.8833373614,18344.9614806899,17149.0332769002,13477.9610138211,16806.2728590293,14039.2580008852,16817.2441751803,15155.5426782141,17118.4051970148,19433.0544856537,16373.1363235381,16975.1705594503,16735.6758965666,15608.0997434231,16170.1781107714,14986.7123155518,17539.7889600425,15318.2369648753,16806.4367895458,15927.9030704606,17611.4404942207,18334.0246387299,17294.557643923,15626.7668622676,15191.0060484799,13515.0476900159,15881.1045135508,15151.0228699962,15954.1737796614,15823.3871353646,15473.1520614632,18763.8854799169,17805.5197799659,15642.0051580097,18384.5117134467,15261.429704038,16669.4058487036,16144.2428287142,15055.4074149401,16414.7763110815,16782.6892040955,16780.7363247962,15959.5724187246,17631.4432855661,17468.451141549,12736.4584054693,13497.0218553061,14846.3606624386,15108.8548511147,14760.8610480753,15790.5588111295,15355.9499167021,15879.9608070027
,74.7,17598.9255401956,14956.1619307218,17178.733709568,15258.2739838066,17922.0029607356,16717.185785805,18218.8803809773,10601.4239107625,16260.9424506124,16671.7465104861,16465.1385727813,12634.7835385371,18501.2433651246,17352.0803474672,14631.4870064919,15446.2460776843,15979.2170221372,16032.5041517459,16247.7401753401,16235.1539237538,17070.0686886049,17244.956135863,15004.6255322533,15326.0691537126,17077.8012096556,17081.4819166209,14645.6397002599,16804.6233447393,16847.5143334969,16443.962778897,17297.8555651618,17607.7366735045,18276.1597423245,17084.9510581416,13428.3320897916,16746.5862359535,13987.043252114,16759.6465990414,15102.6736390471,17057.0683593636,19365.0548826023,16317.0928550662,16915.1872551178,16675.4040678183,15551.0121031672,16113.2275125189,14932.7234354516,17478.4389452976,15265.0093994349,16746.3046161014,15873.0479284865,17550.2650891773,18275.9110307076,17231.3875439202,15572.4811546283,15139.9505327641,13466.002167622,15826.846627904,15097.970011398,15896.5330349825,15768.5914353858,15417.9354912775,18695.7978980694,17747.4189708765,15589.4331521163,18321.8521994429,15208.4381095427,16609.9389537702,16083.7089488185,14999.0967391212,16353.4856782806,16719.3559220127,16719.0151795439,15901.2107154152,17575.297589663,17406.7714061962,12688.9197663349,13450.0682157475,14792.5770785794,15052.1384329388,14705.4949803881,15731.2374855919,15297.1023134619,15820.6037251396
,74.8,17547.4943690323,14900.4774692943,17116.6039303035,15206.0247355282,17858.5078625401,16657.5415337032,18154.5261583742,10570.8787393028,16200.6862197637,16609.6445944815,16405.1917038423,12600.871134914,18435.727096006,17290.1223853478,14578.2144281544,15393.0656098847,15922.7673267833,15977.3963897053,16190.792382466,16177.8000277527,17010.85906244,17183.319849757,14951.3401166518,15270.8570723318,17018.2058803031,17018.3744428426,14591.020241014,16743.4757418813,16788.9042957541,16382.1587177197,17232.1829373111,17544.5155573876,18206.8076521925,17021.600884275,13377.985641055,16686.7877565664,13934.8659239983,16701.8526937157,15049.8480385021,16994.8625052899,19296.1891100845,16259.9234578632,16854.978048092,16615.2252081904,15493.8068506589,16055.6557112042,14878.5709543095,17416.2927362952,15211.9055911457,16685.3143440434,15817.5688380962,17488.6275047012,18217.3616146314,17168.0934085674,15518.4291612066,15087.8933319887,13417.1395512895,15771.839274907,15045.0177318907,15839.1239837083,15713.115392048,15363.3231022321,18627.6502398214,17689.1529842889,15536.0813094239,18257.8906153366,15154.9484348999,16549.9313051408,16023.4380056529,14943.072079267,16292.6034439561,16654.8788634534,16657.7687799966,15842.6134970098,17518.9104447627,17344.6268397495,12640.6260049714,13402.9853244784,14738.2282751328,14994.930303694,14650.4769010009,15672.0407648273,15238.8492698342,15761.6393900096
,74.9,17500.1880316952,14844.8222302487,17055.2803291386,15153.3690553964,17795.7309917255,16598.3917643593,18089.8953974319,10539.998099697,16140.253015099,16547.2694681514,16344.5423826463,12567.8259018151,18370.0135285576,17228.1729290523,14525.5501288198,15339.8172124628,15866.2537386627,15922.19116832,16134.3989590603,16119.8655045841,16951.2450911393,17122.3558748843,14897.9627647015,15215.3716193798,16959.0301840949,16956.1174880046,14536.9379601842,16682.830277361,16730.4900881928,16321.0960400927,17167.02472342,17480.9323416736,18136.6634762134,16959.394193807,13327.9505104656,16627.1548253096,13883.8008399688,16644.3681910764,14997.2650159542,16933.0475688905,19227.3502407872,16203.0470641269,16795.9219071592,16555.8809362372,15436.5169099008,15998.0623719548,14823.8721663509,17354.3036627885,15159.1371373815,16624.9004409314,15762.7488250804,17427.2514168378,18158.8031399853,17104.8321440929,15464.807995932,15035.940046115,13369.0086704603,15716.2176748033,14992.3240327322,15782.5938312226,15657.4659403367,15309.8069874792,18559.5810702389,17629.7436791531,15482.5800020946,18193.5306525891,15101.3173039095,16490.2319341256,15962.3249973061,14886.8268552256,16232.0274232602,16591.3041977997,16596.7989704514,15784.7309131434,17462.0785139009,17282.6485443536,12591.7822567393,13355.7716967558,14684.4493904677,14937.935616028,14595.683060676,15613.7193143769,15179.9356573689,15703.4899843627
,75,17455.9116881188,14789.2740141404,16994.3402410295,15100.2384196618,17733.4818728893,16539.4353997967,18025.603878747,10508.5841704601,16080.6837833345,16485.8097495077,16283.4556477427,12534.8516208344,18303.9800800743,17166.7861260346,14473.1474827931,15287.1713621845,15809.9658393588,15867.1208860051,16077.6828255176,16062.3936484335,16891.3063351615,17061.2798310576,14844.3171197002,15159.1830110008,16900.126450535,16893.9306505135,14482.6225657405,16622.1360436629,16672.8918274309,16259.9348890672,17103.2739221222,17417.3562460045,18066.2874126984,16897.710514222,13277.9052889002,16567.2715456979,13833.1085292443,16587.094573156,14944.8225242792,16871.4575428505,19158.4393173718,16146.458329484,16736.0162829775,16496.0888309091,15379.0609773832,15940.1088209382,14769.2156102542,17292.1641883853,15106.6426890305,16565.1893913773,15708.5797575706,17366.6360874508,18100.9442748976,17042.418377511,15410.8585792562,14983.41512701,13320.5000391134,15660.8313599547,14940.1154142848,15726.5231126362,15601.9530344086,15257.2423414768,18492.8003458894,17569.6515124255,15429.9530323211,18128.5873631225,15047.7643748394,16430.8586334726,15901.5191819394,14831.7621065424,16171.4936289038,16527.8621063312,16536.3030329916,15726.1332388918,17404.6880682894,17220.4617676751,12543.2805055517,13308.2394008002,14631.1383817732,14881.1458347009,14541.4502337175,15556.4060575505,15122.136985797,15644.9735505108
,75.1,17413.9486091399,14734.1307924509,16934.5645486987,15047.5558963021,17672.0654085984,16481.1993553645,17960.8609772757,10477.7518043667,16021.5558980232,16424.7354525505,16223.7622923307,12501.9357543881,18238.6993545179,17106.538110381,14420.9775905182,15234.4841267858,15754.3923197159,15812.0651530263,16021.6434873288,16005.4063310992,16831.9061070696,16999.0745396236,14791.273123901,15103.7878924093,16842.0345913964,16832.7243859387,14428.5483282128,16562.3799886267,16615.6178118711,16200.1447509627,17040.122785397,17355.0805273266,17997.4114982943,16835.8598859035,13228.5547993528,16508.0423503515,13782.9679127683,16529.9998181972,14893.177453121,16810.3024687676,19090.346232197,16089.0552173353,16674.6636413668,16436.0939397987,15322.0664433868,15883.1058166472,14714.7002942942,17230.6568377376,15054.3722137475,16506.2195089618,15654.5847076368,17305.6281363306,18043.2434629437,16980.8228245478,15358.1418731223,14931.1421593954,13273.1844866301,15606.8355896804,14888.8025244872,15671.5376243746,15546.4750895685,15204.9447973171,18426.5424710237,17510.5709750581,15377.7710133741,18063.9112753783,14994.2072144272,16371.7268837695,15841.1155704536,14777.2606168446,16111.2709042108,16464.9852522875,16476.9064306076,15668.4680850824,17347.1147201468,17159.1891349285,12494.6457980932,13261.5472860439,14578.4737137803,14825.115905085,14488.0076576639,15500.0573217842,15065.4771332398,15586.2354410175
,75.2,17372.3449379256,14678.9133736424,16874.7638097392,14994.6569037969,17611.3645809403,16422.4414958659,17896.1593790617,10446.6309302218,15961.7403724289,16363.3055820956,16164.025890188,12469.090291917,18173.5131766668,17046.6668096251,14369.0712084046,15182.2138575203,15698.6410916562,15756.9172576236,15965.6119099924,15949.1181677927,16772.7110044343,16937.2934268179,14739.2036337035,15048.3433989785,16783.8278313938,16771.9174823411,14374.1157207586,16502.8542886074,16558.7200689735,16140.8051698816,16977.114902115,17292.5040661407,17929.2511756007,16774.1157441166,13178.9342889907,16448.864910343,13733.5811575817,16472.7193211585,14841.6144436619,16748.3214759314,19022.4708014165,16031.2757872751,16613.5297255884,16376.0172515069,15265.2442995866,15826.0430186552,14659.9381141004,17169.3599364705,15002.8512695126,16447.2506432036,15600.2960726791,17244.8382094868,17985.7834504136,16919.1134887794,15305.6063600702,14877.6863731277,13226.2263338579,15552.9790227041,14837.6543963064,15616.989526167,15491.1747574707,15152.6941884721,18360.4118597947,17451.6844783704,15326.1454444941,17999.255029994,14940.86122054,16312.9014356596,15781.447468534,14723.2564261924,16052.0235122384,16403.0033458595,16418.4659240419,15610.8242395849,17289.5515085644,17097.6451872977,12446.508802515,13214.8225504046,14526.7104025531,14769.971381439,14435.2634495883,15444.6399272939,15010.1822395097,15527.893993106
,75.3,17327.8481077593,14624.4743551538,16815.5659889142,14941.9800240654,17551.2739311836,16364.8038692365,17832.9980275942,10415.5006204552,15903.498593422,16303.8675014379,16105.3916098369,12437.0295195546,18109.2005718035,16987.8376516336,14316.9680836746,15130.4609904872,15644.1003144491,15702.6577090522,15910.2844288283,15894.1219879092,16713.3899146037,16876.1695580775,14686.8494685333,14994.0386344498,16726.0625559512,16711.6056249229,14320.2880634926,16445.0621978809,16502.4360394651,16082.4614774572,16914.7535871883,17230.7124806392,17861.5467470966,16712.633803251,13130.2775759088,16390.3231272415,13684.4264572132,16416.0082372646,14790.4581479739,16687.0577605101,18955.4454592179,15974.4254597401,16553.0131604208,16316.6215303984,15208.6566618882,15769.5452638965,14605.2925236744,17107.6752609315,14951.01407621,16389.2060110485,15546.5500264936,17184.3763641747,17929.1578592666,16857.3757431189,15253.3328899605,14825.2044283331,13179.1617275345,15499.7673764682,14786.7894978581,15562.4073335222,15436.7531278101,15100.5553626393,18294.2947837492,17393.271469835,15275.4317448531,17936.008674831,14888.6485054001,16254.9418698756,15721.6753531948,14669.3608215348,15992.4275158314,16341.9177078333,16359.775551615,15553.8912839976,17232.2955171257,17036.6434322852,12399.1729614292,13168.9501287145,14475.7083053581,14715.4590213779,14382.7648880433,15389.8474770923,14955.4567532019,15470.5859679288
,75.4,17277.7067700484,14570.5649886658,16755.5938485011,14889.4687287933,17492.2041862614,16307.4984892408,17770.129014859,10384.5438292122,15846.218559266,16245.3263817967,16048.1618194758,12404.7506079398,18045.3624943057,16928.6888597038,14264.625700515,15078.4261299819,15589.6088221279,15648.5893104823,15854.2668762024,15839.9832199736,16654.4778530807,16814.3096983377,14635.0274018828,14939.9146441225,16668.7977798086,16650.794367126,14266.6595615805,16388.0847068286,16446.4690727454,16024.383338028,16852.3676227725,17169.5822076558,17794.5248127129,16650.9493975467,13081.7728574802,16331.6803832359,13634.9473675857,16359.7525693325,14739.0774208902,16625.8670409418,18888.4099164377,15918.2834905174,16492.8556907171,16256.884667735,15152.7833630792,15712.9221486491,14550.966807991,17045.8321409887,14898.6642685527,16331.4197081971,15492.5854842024,17123.7000252623,17872.7444920998,16795.418444363,15201.262973981,14773.48113947,13132.3402382286,15446.9767210799,14735.6310104892,15507.8688430407,15382.8943197766,15048.1976476506,18228.0095996336,17335.9396298145,15224.7477643997,17873.451894314,14836.8543605952,16197.4600145998,15662.8785765665,14616.0444354937,15933.603823373,16280.6316742425,16301.252813535,15497.0995333468,17175.9900930679,16976.2297668887,12352.9303264432,13123.042280649,14425.2842406358,14661.0227661177,14330.626548379,15335.2754135963,14901.4663718161,15412.7645588263
,75.5,17223.1554872931,14516.6018030969,16695.5148376953,14836.9448300685,17433.621909246,16250.3926702276,17707.217874453,10354.0841849475,15788.5350484688,16186.5336947221,15990.9513989808,12372.336239928,17981.8935834152,16869.65566058,14212.3409834586,15025.6084757846,15535.077935362,15594.4667218835,15798.9373089387,15785.5772542916,16595.9557498196,16753.5391147208,14584.8783820985,14886.3011893337,16611.4337739838,16589.8751124136,14212.9640396928,16331.1317038549,16390.3899802342,15967.2249927062,16789.6729434832,17109.2198632335,17727.779324845,16589.3191536476,13033.5575954571,16273.0834023663,13585.4803733643,16303.5422595303,14687.7723584934,16564.6437281427,18821.3294812782,15861.8775272188,16433.7663743561,16197.5680813035,15096.9425970919,15656.2620332495,14496.5505054788,16984.4244265693,14846.0021102472,16273.6488319666,15438.6526451548,17062.4488741646,17815.8161858668,16734.0672451038,15150.0020795766,14721.9250421531,13086.1150815054,15394.1722231927,14684.8690748914,15452.85856135,15329.1667386334,14994.7302382516,18161.5979396401,17278.2675423271,15173.2206495117,17810.9941225923,14784.4413041613,16140.0650463991,15603.7151313263,14562.5363748759,15875.0352726542,16218.9098408674,16242.613980131,15441.578032219,17120.2951365589,16916.3039528122,12306.580243126,13077.0142408109,14374.882286295,14606.3396610152,14279.1441826737,15280.8358294766,14846.7423813003,15355.4532839597
