,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11
,75,17465.7573160032,17851.9336981468,18965.8572562535,17828.0480473543,18141.3846579612,18980.8379000004,18809.026595547,19200.844713924,19549.3390393922,17719.7433273699,19122.0839821433,14921.3933063635,18305.5467181068,20772.4185911493,18510.3560650521,18619.3896239754,19223.2031802736,19617.9934855495,19409.1720325892,20277.7028325598,19575.0195132488,20909.3056880051,20821.9024965818,19639.6813532429,18053.8978262638,19716.8044644611,19170.9574775666,19012.3787196455,19660.7836996784,19753.3997154453,19518.8790549066,19762.066585164,20131.505174954,19573.0841232569,20457.9458014883,19278.8824187512,19339.4796571193,20714.7367106374,19049.7114122173,20266.0726083277,22087.9259403343,21552.2301875356,21792.3191010673,21134.7980468846,21517.8920888437,21628.6338414574,21225.5754561329,19316.7061540875,17755.9390917353,20122.4900678894,19055.0875167904,18762.1211077481,20925.4722957848,21174.9694533227,21498.0023788993,21340.1791345945,21641.798863192,19853.5407770527,19376.8713133513,22947.5265787912,17044.7840569046,19524.6591745297,20802.4765451232,20663.4017506226,22211.4321502991,23192.6554367847,23624.2738708095,22997.470928055,22735.6960243339,22505.9573545356,20592.7322367471,19628.7496252537,20278.4236268367,19415.2713379721,20132.7521865224,19919.8950985684,20029.2992137296,21293.4039237877,19371.0475025602,20736.4724423867,20557.9679027065,19491.1209570993,22677.5850586683,24089.6464521918,19273.7519185623,19973.2887512882,20873.8890622275,21365.146667752,21921.1608435906,23388.4880027799,21451.8231386142,22942.1244694163,20331.1325817691
,75.1,17405.0203312789,17789.3541202136,18899.0156920221,17765.9869238494,18077.8817858292,18915.4905891758,18746.3459511009,19132.2367408111,19480.3880804899,17657.650390025,19053.8506910513,14880.8565171567,18244.4547459322,20698.5421998896,18445.1672177191,18555.3265648497,19156.5331156259,19550.2369692138,19342.2798156492,20205.770103592,19505.9967545658,20835.6226886246,20747.6423960144,19582.3865972205,17992.1729145581,19648.5389111331,19104.1992494933,18946.6818444345,19591.876095775,19683.8225983292,19450.7059976794,19692.7192657302,20064.4810000768,19504.5883138916,20386.4219200836,19212.9153031152,19273.4886518587,20642.5050271015,18983.5782280462,20194.5292065471,22010.6734861394,21476.8392978717,21715.8880427193,21059.1985288819,21441.2918026208,21552.9144157926,21151.5516680409,19250.9007917967,17696.4053153272,20051.789556152,18986.0205283102,18696.7275369218,20850.5049445359,21099.2747621396,21422.4563318597,21263.8319986325,21565.1355595841,19782.1305384953,19310.623300877,22873.5907470043,16987.8899786644,19455.3021930306,20729.5631094781,20590.6913836943,22132.4856608081,23110.0361362082,23540.639413379,22916.4294591915,22654.8807028547,22426.8557913043,20520.5924938798,19560.6348140144,20203.7657529522,19345.0263203781,20060.0997187308,19847.7187010651,19959.0954513468,21217.5557650395,19302.2626563838,20662.6395498633,20484.3088899659,19422.0603409026,22605.6248387923,24011.328566106,19204.8748438853,19901.5557541408,20798.9430717173,21287.7372773128,21841.8476999177,23304.759948155,21376.2876752307,22857.9573614395,20259.7905987448
,75.2,17345.4552987132,17726.1016335552,18832.890786891,17703.7215577068,18014.2952587062,18850.0456519252,18683.3333054983,19063.9692565224,19410.996899725,17595.3041357196,18986.6387905757,14840.2810779698,18183.5274972567,20625.5709330921,18380.0642065254,18491.7345458267,19089.809819983,19482.2131371099,19275.6814484922,20134.1029378244,19437.5753859644,20761.5717781446,20673.9365230771,19526.0595549922,17930.3839905479,19579.6769749064,19037.304655601,18881.1257867316,19522.8757230461,19614.3179924516,19382.6510744064,19623.5598836076,19997.5867936308,19436.0033376501,20315.983701549,19147.5634336667,19207.8621437177,20571.0714374448,18917.5878784263,20123.6769758287,21933.8333966355,21401.6232729667,21639.8273788325,20983.7223224202,21364.5105761795,21477.0482905452,21077.5445649377,19185.8644846617,17637.5873862163,19980.6991943832,18918.9101662478,18630.958377209,20776.0466702526,21023.7324755232,21348.1189028912,21188.0057974502,21488.5568182895,19713.2767276698,19244.4870171742,22800.4946622479,16931.4896685808,19387.0349328409,20657.4453603231,20518.9741179061,22054.3967473628,23028.5936643683,23457.6940801951,22835.7225428516,22574.6088068256,22347.7764730047,20448.1316360114,19493.8397095034,20129.7834773167,19274.5807729608,19988.3084603196,19776.0534634844,19889.3144836854,21142.0042350233,19233.9728248366,20590.1686880585,20409.9717063663,19354.6659950835,22534.5066821774,23932.9447559476,19135.7767827363,19830.1105450102,20724.8187619373,21210.9391577285,21762.8835406558,23221.0418512068,21301.1701928803,22773.9448888784,20189.2323698044
,75.3,17286.4354752971,17663.70462288,18766.3294322421,17641.9347227515,17950.3258770785,18784.2756252984,18620.9834461652,18994.4350661294,19341.3529404179,17534.1998129732,18919.5247933957,14800.4108612025,18124.0083525746,20553.4465873568,18315.4223986104,18427.6657535605,19022.7359381882,19413.4505333715,19208.9416594639,20062.609848286,19370.3273635262,20687.8598869109,20600.9363323642,19471.0361611535,17868.3474510684,19511.7319373249,18970.8925470737,18815.284197237,19454.7059010333,19544.9059574911,19315.0769817064,19554.7539007692,19930.6293790563,19367.6610713528,20246.5773212255,19082.8728757434,19142.842270438,20499.897298829,18852.5599077052,20053.0887394031,21857.8490891756,21326.1789170585,21564.411914214,20908.6298221015,21288.0380170662,21401.1960847495,21003.204377345,19121.6864125018,17579.0646034913,19910.349238326,18850.947963234,18565.4156562526,20702.6973942809,20948.3634736264,21274.3713070108,21111.7995006777,21412.1075232396,19645.9104249211,19179.1741933931,22727.2914520427,16875.1164445395,19318.6785268105,20585.5660887626,20447.6801053511,21976.5274187217,22947.6580239399,23375.4647352487,22755.2044702108,22494.1784412506,22269.177856236,20375.7402397456,19427.4172518101,20056.698058239,19204.4398802107,19917.3002753554,19704.9384842148,19819.6062054973,21066.01231871,19166.2688109272,20519.229312578,20335.7163243626,19287.4945456375,22463.847236994,23854.916301405,19067.1742326614,19759.7051628882,20651.2435254839,21134.0299627425,21684.3928606952,23137.6267944857,21226.4828186349,22690.1339954902,20118.4157196793
,75.4,17228.3186731878,17602.5820651965,18701.1607367561,17580.9212400757,17887.3625155688,18719.8248652431,18558.9456813651,18926.3823201046,19273.2533607993,17474.4944316237,18852.9788364051,14760.3429810246,18065.0943785148,20482.1567494977,18251.7915277353,18363.9553178229,18956.7507678317,19345.2968363378,19142.6286482731,19992.1811897167,19304.2024665707,20615.3406028981,20528.1657349475,19416.9652724998,17807.3760258544,19444.2483145812,18904.9835050246,18750.1304231451,19387.5914425744,19475.941711193,19247.4684237428,19486.6385919192,19863.6897501428,19300.3732172556,20178.6527788829,19018.3510258662,19078.1009067605,20429.7928118777,18788.244243308,19983.3665062958,21782.2920563855,21251.3098468121,21490.1648083248,20834.0998903697,21212.1200795744,21326.1827830756,20929.9028296061,19058.1358741721,17520.3090979807,19840.7223195022,18783.9375398905,18500.5932021359,20629.9481954645,20872.9368319746,21201.2429811685,21036.6334170161,21335.5020979635,19577.6622874043,19114.3887475975,22654.7310581463,16819.7987809552,19251.1953621735,20514.6951035005,20376.6735476326,21899.2745057398,22866.8605718176,23293.5858833314,22674.5886534306,22414.4144333692,22191.2604771889,20303.8442353632,19362.5700353248,19983.6309574281,19135.461581852,19845.6534468186,19635.0384581216,19749.9632457677,20990.3984523081,19098.6576172883,20448.0941509454,20262.6700764039,19220.6089496133,22394.4299759678,23777.3162260396,18999.7495562495,19689.7034351584,20578.2172868184,21057.1890309869,21605.8218764892,23053.683096642,21152.3252622028,22607.0082073944,20048.3540928722
,75.5,17169.9392125276,17542.3895606986,18635.3307421512,17520.1393613041,17824.9068519749,18655.3968766879,18496.9981553641,18858.8282767035,19205.7240050283,17415.9887107297,18786.9225462087,14719.8577995716,18006.7358757394,20411.3073214765,18188.1825968858,18300.3387920659,18890.9520078684,19277.0493033654,19076.8203349398,19921.9333851037,19238.6427108034,20542.7833846123,20455.3579189598,19364.3485176339,17746.5279305461,19376.9427528814,18838.960297484,18684.3341472305,19320.8380130833,19407.2794652489,19179.5036745323,19417.7954585348,19795.9402020428,19233.4999886033,20111.5324807213,18953.4605666647,19013.3391748221,20360.7130529539,18724.2376657342,19914.2668107771,21705.9546492128,21176.1208093757,21415.9900446406,20759.6222717692,21136.7823199984,21251.1019755189,20856.8955227738,18994.1980082264,17462.4181608614,19771.2954521474,18717.090444291,18435.5595604547,20556.7070760334,20798.2380851892,21127.8697862522,20962.4483991645,21258.2900786407,19509.41588453,19050.5441321953,22581.7624795335,16764.99417905,19184.2417078344,20443.9330514057,20305.7835707784,21821.9417491932,22785.6174758064,23211.8109295577,22593.2940027501,22334.370923429,22113.6401314128,20232.103969624,19298.1687729497,19911.3861641433,19067.0559456961,19774.4678022753,19565.6619377753,19679.7628565461,20914.8572602351,19032.0903070238,20376.7269355684,20190.5854820222,19154.1689362558,22325.2593448237,23699.7476795934,18933.1770558435,19620.0615764478,20505.0265413263,20980.5908094368,21526.9002144178,22969.487270532,21077.3382827625,22523.866870403,19977.9170672245
,75.6,17113.2281962113,17480.8782068491,18570.8018453855,17458.3289242904,17762.5512115079,18592.4373406149,18434.3787619785,18792.8908415862,19137.7340597443,17357.2511196064,18721.029354589,14678.1833140388,17949.1385995138,20341.1001920186,18125.3907761357,18237.3469017197,18825.8881160093,19209.5906388187,19011.3248007619,19852.3797943038,19172.8838713483,20470.7635645839,20383.3553431604,19314.8161424221,17685.6524864135,19309.7966490765,18771.8502642935,18618.6310903352,19254.5399435257,19339.0215122867,19112.212829717,19348.0687851989,19728.4627428402,19166.4360163137,20044.4379902205,18888.4032900543,18949.0727056391,20292.590590992,18661.0398059751,19845.7687483258,21629.7648910146,21101.3992555102,21342.2281609305,20686.4846381824,21062.3065281518,21176.3073174482,20783.9858332204,18930.2614737033,17404.2700700074,19701.9957007794,18652.9023222982,18370.5839389102,20484.003281679,20724.1853433942,21054.492903353,20888.8595354731,21181.78358927,19441.109388356,18986.5622453265,22507.8673416701,16710.3340607724,19117.2905858165,20373.4263660888,20235.1254841321,21745.4610983213,22704.3931762977,23130.4212766596,22511.5644511665,22255.0308845803,22035.4523358155,20160.935727256,19234.7264550327,19839.6863375038,18998.8221820547,19703.3942465326,19497.3461943796,19609.1544779304,20839.5259285579,18965.451667956,20304.9910704242,20119.0369609771,19088.4925883022,22255.8521308713,23622.4079470549,18867.1334627495,19551.1207126685,20432.2449829049,20903.9277681029,21448.495673186,22885.4518861329,21002.8879567378,22441.2889622121,19908.1571114136
,75.7,17055.5503873445,17419.8425038701,18505.1549326777,17396.5872391197,17700.48206971,18529.3532463933,18371.585297536,18726.0845743848,19070.0313016743,17298.0331294073,18653.9997335539,14635.7644980332,17891.452709707,20269.754653533,18062.8629055743,18173.5599632929,18760.7499783664,19142.2941246295,18945.088102273,19782.784153698,19106.3091448717,20398.5528809162,20310.7249794795,19267.9415910647,17624.7638084314,19242.3299251476,18704.7315105847,18552.4249110947,19187.4960333746,19269.7964585409,19044.6233531505,19277.4100971835,19659.9523163295,19099.6185095282,19975.8587931688,18821.9107759315,18884.1317385689,20223.4602596847,18597.4413698747,19776.6843889729,21552.7053059498,21026.2347423574,21267.5382704109,20613.0166828901,20987.6761308518,21101.7778010302,20710.6835760895,18865.3908740007,17346.0217627973,19631.9747469317,18586.8489940941,18305.3041714613,20410.8754199709,20649.4613772574,20979.8218451902,20814.5662900702,21105.011977559,19371.2890165668,18922.7807120593,22432.7605441805,16655.0645980564,19049.4189847821,20301.8172157819,20163.6176354488,21668.0293549098,22621.5802584642,23048.1590415896,22429.4000304849,22175.3386544166,21956.4419048612,20089.8449217032,19170.5880853064,19766.9306542113,18931.0968032023,19631.0420724311,19427.7681403548,19537.7099367481,20763.9357967514,18898.3581853077,20232.410281445,20047.51363782,19021.9018425451,22185.4568432947,23544.1563433558,18801.4469325768,19481.690757211,20358.311844941,20826.5534979549,21369.7932571026,22801.1677364324,20927.8130327223,22358.0919936919,19837.6839650272
,75.8,16997.8720387707,17358.579004723,18439.2511822331,17334.8313881573,17638.519433727,18466.7446339563,18308.5665275931,18660.0101904497,19002.4087942473,17237.533657996,18587.4855493428,14592.5778904449,17832.9850886542,20197.9825694589,18000.2810270923,18110.2284698317,18696.199881022,19075.539809248,18878.8841292095,19713.4423779955,19038.8380978755,20326.16680025,20237.5937595702,19226.2883274351,17564.0966632067,19174.4346047228,18637.7683241879,18486.8842934244,19119.4649449552,19200.5789551198,18976.6144866177,19206.9006786494,19591.4226819092,19032.1832077553,19905.8858556103,18754.5416750117,18819.2509398148,20154.5259847987,18534.0141533541,19707.7879790189,21475.5222651377,20951.4698035747,21192.7904342345,20539.3321539329,20912.5811549463,21027.5725151639,20636.9571325485,18799.5370564647,17288.0053342856,19562.6022073546,18521.6673844696,18240.5079264737,20337.5142121959,20575.0164874678,20904.8380448832,20740.7932032263,21028.8437424612,19300.5284947508,18858.5446781448,22357.9124372182,16599.891297441,18981.8428854431,20230.2514259796,20092.4742346556,21591.0842291685,22538.5419961602,22965.5956389847,22347.5749974452,22095.8207780898,21877.0807711453,20018.382557455,19106.7813839375,19692.7616793133,18862.7180757573,19558.161895522,19358.4554860377,19466.2709362309,20688.9636235606,18831.0086251772,20158.7036649316,19976.0062328838,18954.8948256943,22114.9676088868,23465.4813194642,18736.1212466616,19411.8410337767,20284.5296343825,20749.817632826,21290.7693965875,22717.790385416,20852.5159251955,22275.2021451979,19767.2402970663
,75.9,16939.4689290378,17296.6626464079,18372.3691793844,17273.3989178115,17576.4130795399,18404.3487695256,18245.2386687351,18593.6738376263,18934.064378455,17176.8789239082,18520.9531304586,14549.6576385354,17774.4595788771,20125.480529617,17937.0558039333,18046.8470728526,18630.8963685164,19008.0239752857,18811.933848473,19643.6657809267,18970.7933265607,20253.6937341116,20164.1378469171,19193.6984683347,17502.6588846455,19106.1574970166,18571.4028698848,18420.5770175845,19051.415831037,19131.2529674464,18908.9741366531,19136.4935907509,19522.0376899606,18964.0084523572,19834.1989272596,18688.2990901932,18754.914433724,20085.3353805764,18470.4611282654,19638.5253742771,21398.615424843,20876.4005807767,21117.0897962494,20465.3233158186,20836.8073114079,20952.4946904068,20562.4352135551,18733.5071993249,17230.5624815449,19493.1490065107,18456.599269102,18175.0592209599,20263.6614859418,20500.7361513948,20829.4305532292,20666.452616659,20952.7201833957,19231.0147111718,18793.1721338148,22281.937774452,16544.4076795277,18914.3194261907,20158.4771294071,20021.4385189897,21513.9822143122,22455.0635761632,22882.6152961024,22265.6931491305,22016.198654462,21796.8063059963,19947.0053424968,19042.5061355082,19618.3299834142,18792.9904841704,19486.0197067268,19289.1517094708,19394.9238194741,20614.587213431,18763.4933473445,20085.1180903281,19904.2911228625,18886.8766549183,22044.0449826048,23386.4807788024,18670.1055630806,19341.9321168512,20210.7445302196,20672.8593385302,21211.3422319676,22634.9013104086,20776.8466130989,22191.8116406498,19696.1090392478
,76,16881.0378333336,17235.9164191708,18305.6962269818,17213.2723616745,17514.6110177448,18342.5265317742,18182.5142959589,18526.3095128054,18866.2540094938,17115.7933746786,18454.2839441248,14506.9636906543,17716.6916952086,20052.6521236961,17874.1310778544,17983.2006508788,18565.8829295713,18940.5198864926,18744.7892414069,19574.2627623191,18902.6824535971,20181.1306271026,20091.5036106238,19168.1733461322,17441.791803652,19038.092269507,18505.9017500632,18355.2558155661,18983.4651063285,19062.4824921319,18842.1924475556,19067.5425273313,19453.0558335964,18896.3273497675,19762.2690445368,18621.9273043367,18691.0205474316,20016.1101427556,18406.9629339145,19569.5408803807,21322.7315544799,20801.6871565085,21042.1034091825,20391.5152074593,20761.2945782196,20877.5349434211,20487.9439964163,18668.5056808727,17172.3497696872,19424.1731894985,18391.4653476539,18110.2479511749,20190.1727306063,20425.5620880041,20753.278631716,20592.0727756941,20876.4147698689,19162.5468706199,18727.3069269387,22206.5922842333,16488.8075000246,18846.9167401261,20086.9646015388,19950.8738147066,21436.438798902,22371.7847510368,22799.5617513644,22183.8436101135,21936.6962422672,21716.541325778,19875.5947730345,18979.1539346352,19543.0663808336,18723.6045471735,19413.5427106927,19219.6696411114,19323.7845586752,20540.4290963027,18695.271888469,20011.4773366323,19831.6600979288,18818.8902638123,21972.4785101496,23307.6841817829,18604.1263240838,19272.0069747708,20136.8934184632,20596.1988974818,21132.5147876256,22552.426404511,20701.5829414266,22108.8547887875,19625.6568665349
,76.1,16822.3892300157,17175.8335623433,18238.0363543088,17153.5380754241,17451.8817464267,18279.0818824021,18119.5188159483,18457.9262134978,18798.6333834055,17054.4311458113,18387.3473948431,14463.9631917598,17658.2601487274,19978.9600499952,17809.7921355137,17918.7201911402,18499.3537905225,18871.7420173786,18677.1084985892,19503.8606197066,18834.1439362181,20107.59801073,20018.4294328775,19146.2822179661,17380.4671719387,18968.8790638661,18441.1091083233,18289.8249607353,18913.9575707006,18992.8915249744,18774.6756670288,18998.9557496937,19382.732785171,18828.4294836888,19689.7066675141,18554.9566866769,18626.3221391101,19946.1011549539,18342.8850029174,19499.9015119813,21246.2978882107,20726.5372784073,20966.4709016233,20316.7979495176,20684.2468846721,20802.1023976202,20413.0335774583,18603.2985437446,17113.3749488826,19355.0393165271,18323.7186881632,18044.6226191518,20115.5299453166,20349.6861160984,20676.1356711262,20516.2321535147,20799.3790328848,19093.0500589691,18659.8604981755,22131.6524774479,16432.5521975396,18779.1300090746,20014.7010239255,19880.1541527614,21357.9189727132,22288.0238056671,22715.4500153604,22101.9765579989,21856.097683732,21635.392601539,19803.5346333505,18915.1505138591,19466.4591329483,18654.2359270696,19340.5462011047,19148.8843033326,19252.4829829915,20465.4576178881,18626.8812626424,19937.6644090659,19758.345976958,18749.6684637583,21900.8711987366,23228.4461436092,18538.0341398589,19201.1367007991,20062.5467615328,20519.3176799017,21053.2009779313,22469.4383269257,20625.4395158427,22025.466601699,19554.5003836952
,76.2,16764.2714415903,17116.2902046572,18171.4763468073,17094.7422845724,17389.5062859824,18215.7515750263,18057.2230723877,18390.271708972,18731.3966019303,16993.9738828782,18321.5529854519,14420.3157051297,17600.2854181684,19905.7565694486,17744.850710399,17854.7781914084,18432.6981827188,18802.4815980295,18610.3954388093,19433.1058175045,18766.4700850931,20034.5959375855,19945.5882651795,19126.4605940276,17319.5640440978,18900.3752542197,18376.4088427877,18225.2818997745,18845.3682155994,18924.3253685858,18707.5275243002,18930.9829992889,19312.4159102885,18760.927076625,19618.5644523744,18488.7817033618,18562.2659380823,19876.4585226696,18279.3024841373,19430.7320459207,21170.7567060008,20651.8218119061,20891.7107408053,20242.2447731297,20607.127996982,20726.0201137968,20338.1006891274,18538.9332670256,17053.776139419,19286.5382051265,18256.4757489832,17979.5647695665,20040.4233347532,20274.2008812964,20599.616345086,20440.7724444127,20722.4893143869,19022.8905692753,18592.0477713556,22057.6433741041,16376.1216739163,18711.8681381776,19942.954418447,19809.9709491575,21280.271523178,22205.4592824386,22632.3721633551,22019.5755969141,21775.541000158,21554.3017471375,19731.4132241988,18851.160461129,19389.8701188335,18584.427103773,19268.0196257183,19079.4943979764,19182.129167729,20390.8421652355,18559.2886890139,19863.8034126425,19685.449771592,18680.9423508172,21829.7134273272,23149.9181533251,18471.8231284874,19130.4311570932,19989.1962735222,20442.87284359,20974.7224082561,22387.3159034513,20549.6909659039,21942.8946172174,19483.6336552289
,76.3,16705.7648892305,17056.029144189,18105.0787224424,17035.9008294331,17326.9122724548,18151.5861893014,17993.7455830345,18322.4090394298,18664.1577183102,16934.0998083377,18255.3215786169,14375.4445179575,17542.8600646006,19831.9908024663,17679.1197703984,17789.9760087402,18364.6388871664,18732.4588189367,18542.5816891264,19361.964032553,18699.1831456828,19961.8174060264,19873.4055222503,19102.3387844305,17258.5425638853,18831.0407723932,18310.5168735881,18159.4554051889,18776.3914204694,18854.4900826094,18640.1457225317,18861.8821270231,19241.4164589906,18693.7467781642,19547.5912000681,18422.6361287567,18497.6385845231,19806.5446294242,18214.5414165477,19360.6592182166,21093.9743405165,20576.4007130323,20815.9075624037,20167.20489233,20529.5499543096,20648.7262786185,20263.1554384961,18475.0833393887,16992.8717926743,19216.7252058634,18188.5837602539,17913.0772567787,19964.0537082778,20197.5906684295,20521.5951239316,20364.4569773745,20643.9998152786,18951.9631258931,18523.7033740873,21982.5768017687,16319.0432929906,18644.0854416527,19870.3525067871,19738.3817374608,21200.8192578511,22122.1501093058,22547.8463393726,21935.1616908616,21694.0899008987,21472.1435008943,19658.699659167,18786.9857721164,19312.8478586229,18514.1010780105,19194.9703969722,19009.3845638445,19111.0959984988,20314.8343810153,18490.5264169767,19789.7707215464,19611.9042426233,18611.7961828901,21757.8874092981,23070.7735238512,18404.806612086,19059.3674173723,19915.4471984515,20365.0724208713,20896.5229466573,22303.6876217071,20473.207320829,21859.7508013254,19412.3127997701
,76.4,16647.7864312221,16994.8873154182,18037.7229449825,16976.1284398584,17263.6780169349,18086.2949987236,17930.0766147238,18254.24987044,18596.5388997823,16873.9412545463,18188.9681320366,14329.5072346961,17485.5985041284,19757.7536704924,17612.6129133763,17724.1774202652,18295.5666829817,18661.9846821639,18474.681874068,19290.5018463162,18631.8240907861,19889.1904770517,19802.1418888338,19064.7010648654,17196.9008074544,18759.9556149746,18242.7627393842,18093.2928749079,18706.3315285738,18784.50291024,18572.0646028174,18791.7707818064,19169.9888290741,18626.2204754006,19477.2587915365,18353.9718637305,18432.079784374,19735.9417442587,18149.1225006001,19290.028035437,21016.2132313091,20500.444472787,20740.2552546516,20092.0951507494,20451.3733096342,20571.697877761,20188.0643691412,18411.2687427978,16931.0910114873,19145.5328476917,18119.5016628321,17846.5938972018,19887.2271608102,20119.7381794098,20441.7909349485,20287.7968227735,20564.8610162879,18880.6421810964,18454.6744250913,21908.372285413,16260.7644138297,18575.2480320398,19796.5249762431,19665.7083741382,21119.8982632649,22037.6490501386,22462.3621265638,21850.0062747779,21611.6872413688,21388.9950310924,19585.0663440079,18722.9424068714,19235.7680649989,18444.0169599791,19121.4383136643,18938.0142942187,19039.3647216361,20237.6465393508,18421.8515238271,19714.8530088581,19537.4913071794,18543.7352960859,21685.6983277077,22991.1157071079,18337.736463856,18987.6791088109,19841.9169643602,20287.8281874523,20818.9650963657,22220.3129013997,20396.4437221986,21777.0118605426,19341.1926813145
,76.5,16590.494862066,16932.1313466095,17969.9314219638,16914.1257953044,17199.1140837309,18020.0577330436,17865.4635953079,18186.4771439487,18527.2725099602,16813.78507995,18122.99906985,14282.234980746,17427.8312374239,19683.1392035238,17545.1780282251,17657.3913051663,18225.229061509,18590.4958746184,18406.2110657001,19217.6316761386,18564.19335719,19816.7364979079,19730.2792429273,19016.5918746156,17134.2216561658,18687.8489985327,18173.3485581799,18025.71596105,18634.8121858628,18713.0731282742,18503.2208549184,18719.7371880529,19097.0094857954,18558.0783986414,19405.0255881851,18284.565270938,18365.7681698729,19663.9704002322,18082.9752719033,19218.1131022131,20937.465820353,20423.841590172,20663.1981538448,20016.2430802631,20371.5706385482,20494.0229913583,20111.3388509274,18346.5536831009,16868.6973490297,19073.2344035715,18049.2436965246,17778.7948184863,19809.0949821455,20041.2379164642,20361.2472563939,20209.8245459173,20485.5497815039,18806.9824563243,18384.426466084,21833.6302385634,16201.1358317603,18505.7748964237,19721.3737740397,19591.680213471,21038.605949511,21951.7424520946,22375.5658873722,21764.4104534658,21528.9555283384,21303.927151138,19510.4850471607,18658.4849006348,19158.2577936802,18373.1480884071,19047.1036392493,18866.5952649457,18967.041252456,20160.0234954417,18353.2113217808,19638.6379313885,19463.2708434215,18474.622612248,21613.4189946975,22910.5305858942,18269.9412103697,18915.1218244993,19768.4801452782,20209.7864969809,20741.3872602891,22136.3251667798,20319.1230215227,21694.2609743665,19268.4888712039
,76.6,16533.0561701612,16868.9507717919,17901.5878985997,16851.6382647381,17134.8460430877,17954.1877974366,17800.3705376182,18118.5769213233,18457.5767972492,16753.5517399223,18056.6253221531,14233.5454188816,17370.8512808081,19608.293854645,17477.2834899663,17590.1690774262,18155.2096673439,18519.0725375766,18337.3117168302,19144.8725960624,18497.1036459419,19744.9600489157,19658.8337866051,18959.6500761373,17071.6993191646,18615.9820044352,18102.8358139449,17957.8833207742,18564.1716660749,18642.108034608,18434.820254961,18646.5535069092,19023.8770922565,18489.4761919723,19331.5328982308,18213.9190633244,18299.633737441,19591.5002548113,18016.5628666442,19145.8256370277,20858.4547109101,20346.9559683946,20585.4122134942,19939.8015446795,20291.4604632691,20416.1975605314,20033.6777514052,18281.7830756222,16805.8610745181,19000.2095842111,17979.1937734159,17710.7676392626,19729.9254609225,19961.8938824835,20279.958784531,20131.8219332683,20405.6147800214,18732.7452652367,18313.8071634004,21758.696031309,16141.1785192718,18436.6019528366,19645.7093690088,19516.0515913285,20956.8648887206,21864.7067539972,22288.1331372653,21677.3714605432,21446.0069402851,21218.3969811245,19435.589026124,18594.6313873351,19081.0374182357,18301.7860322496,18972.6903284283,18795.3978469971,18894.4157697513,20082.6799540534,18284.7256260992,19561.15074866,19388.9783649332,18405.9703236066,21540.8372812751,22829.4235952949,18201.6479951657,18842.4252140659,19694.8061243037,20131.5187793627,20663.606101071,22052.0192553209,20241.5822960641,21611.5891811405,19195.9203278665
,76.7,16475.7177632157,16804.0018464359,17831.1197412672,16787.0948245679,17068.8639208197,17887.623213628,17733.6408043204,18049.6399223095,18386.8315024821,16692.6720629306,17989.9617526788,14183.7372207673,17313.7600842431,19532.6211656657,17408.4692101971,17521.1652276934,18083.5449657831,18446.8526404438,18267.0388910985,19071.8328209917,18429.5840336949,19672.9688321288,19587.810121321,18895.449537187,17007.8165769797,18542.6304806452,18030.9164063847,17888.1170262123,18491.7292060819,18570.5408534224,18365.5202036038,18571.7826782203,18949.7624979418,18419.9424667701,19254.9988266177,18141.2752569866,18232.3981570105,19517.9352496925,17948.4690188533,19071.9361674754,20778.0579479419,20268.5266414379,20505.9213467222,19862.2926879335,20209.5994784086,20338.7050825996,19954.5600157995,18215.8901765672,16742.556456073,18926.6781254619,17907.8865519974,17640.8618966409,19650.0110594141,19880.6848703349,20196.4278522576,20051.877043733,20324.5126994645,18657.438496116,18241.652969517,21683.8067806206,16080.3349404053,18366.398539197,19568.1015223966,19438.0344496532,20872.2448651985,21774.67657074,22197.096151743,21588.9142479591,21361.3425093825,21131.4916477179,19359.3451015667,18531.3632903131,19002.9935139429,18230.2755132678,18896.7085966332,18722.2551356489,18819.4417183457,20003.8675197989,18215.2553893588,19482.0983180958,19313.6736407261,18336.1434422458,21467.7051613951,22747.3230396124,18132.4292180193,18768.6030732898,19620.4405264211,20052.7160162282,20584.7408888836,21966.3529264515,20163.0593179183,21528.4742253746,19122.1699144242
