,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11
,80.6,10909.8360661049,11062.7931058675,11856.3566552422,11754.4005524783,12016.0176520129,13112.4358322682,13534.5410455611,13560.6766286948,14050.9778691693,13211.3181596112,14629.3571172802,7978.19066491046,11517.2583560304,12561.7219231945,11484.6835033599,11852.0454277577,12616.7708944812,13050.3657903515,13345.2502694335,14314.8805584255,14280.6956286641,15736.5033320666,16105.9857856936,11962.0911411621,13205.1321995841,14202.6677901148,13676.3007741852,13864.714316774,14298.0270469813,14320.8328608319,14193.3308079767,14070.6965759609,13335.1842072591,14112.8284860418,14185.2043597007,13519.4145152425,14205.5971984004,13890.7262664927,13273.1343315253,14280.3717448792,15303.173406415,15176.310903007,15137.0705071357,14865.1743473222,12967.493159799,15283.8877309254,14043.5716169077,14010.079532026,12928.3942305404,14655.2495537505,13470.0009815029,13056.0919561852,14200.3157962819,14432.101387521,14408.9569013915,14940.7298544504,15237.0426811059,12439.12166867,13465.662359391,18015.3938596314,11710.5909256701,14304.1549710594,13811.5501955639,12900.4396108196,14266.7915142178,14678.7624871668,14921.36476333,14754.8895839933,15569.5945628526,14718.0991515975,13789.7015079712,14974.8494679337,14336.2180777682,14111.2691148595,14189.3514084197,14463.6301940627,14265.2556082108,15425.1019847145,14013.6264774711,14373.4276543361,14903.3499803113,14205.792231793,17181.4789935801,17547.6003926766,13778.1173774231,13734.4648667273,15214.1331659972,14998.198539985,15952.0094086058,16921.8138769893,14827.6768597344,17279.6895187437,14181.6995432318
,80.7,10400.9933262273,10581.2204181128,11373.6881881174,11361.4284311018,11634.6217076425,12773.86390474,13266.8353400096,13274.7573008251,13786.86477713,13005.7890276865,14420.6197067379,7727.79772485253,10977.0114737107,11979.7359055504,11021.6578753693,11429.7283221372,12222.5627184758,12675.3571929636,13020.2785923636,14017.4305801235,14031.4784350999,15505.359289946,15893.8292842261,11338.9644280879,12913.626246329,13869.2013538954,13363.3629579107,13591.1654207622,13997.1200435571,14027.5088773996,13905.6433416077,13744.3268258179,12861.4867308003,13808.0909617053,13803.8639618526,13199.5981011329,13963.759758329,13524.6269969844,12975.0229837716,13990.2973468454,14965.6692167354,14862.7522112743,14795.6631206709,14563.0140990645,12426.1788798295,14970.6374575935,13643.2964450505,13756.0224706848,12628.4853365742,14343.0080917393,13126.1670098886,12683.2533918175,13748.7148303827,14007.6591170305,13939.9999658473,14555.5358157527,14864.4321330388,11983.9764732943,13089.5961897565,17782.0355968027,11443.039705183,14069.425603895,13419.0568178409,12431.4232229903,13807.6715517895,14183.8188505602,14412.1095372398,14286.6920043268,15205.7032550858,14189.2356511025,13406.3533631598,14740.1473573588,13988.4328303376,13830.525096344,13849.4892710067,14180.4677799891,13948.0070469193,15119.6007206435,13716.5151072431,13986.0757345291,14603.8658607544,13921.2403900179,16873.685214919,17194.2982005442,13521.2889023596,13425.4046071975,14961.9207109346,14692.4090380995,15681.5594536679,16623.8084038567,14489.7069803523,17031.8753601729,13868.3852105598
,80.8,9862.6693098617,10075.9480821854,10871.3628844347,10955.0789432242,11241.8358068915,12429.6498747687,12994.5950942084,12983.6964158098,13515.1231871326,12788.5634923545,14194.7549544324,7503.05640534207,10408.9498718712,11373.3863830634,10544.1929779753,10997.9199637519,11821.3436794649,12296.8590792183,12693.0577127342,13714.8695896694,13772.7885904331,15256.971587155,15661.8783696817,10694.4916446447,12590.5796256864,13502.0249682826,13021.6246302985,13291.0827759313,13667.41722306,13711.5981035693,13597.8801763591,13395.2848060012,12356.6234094818,13482.4491272954,13392.1080700069,12851.215967407,13711.0223548222,13153.1046897913,12672.3003698962,13693.3057805576,14622.2157037707,14542.4243754438,14449.9145667357,14253.85462033,11884.7669791782,14647.9655929817,13240.8092156109,13492.7490471642,12298.9712429634,14003.1299112734,12751.5970062558,12277.0142161892,13260.3482892053,13554.6478668565,13438.4862389109,14145.5079231091,14468.5706095697,11526.8220145301,12679.7645709872,17523.0246338139,11173.243131842,13822.9570651655,13024.494189201,11961.2170122766,13348.3234725224,13690.3123124404,13903.6982878717,13818.5392059027,14835.9380016592,13617.7982547909,13017.5388389124,14486.4317997777,13617.3252067313,13527.9355664324,13484.6243361848,13875.0327118663,13609.7073845966,14792.3935748138,13398.4758190243,13571.7924642903,14281.6350416849,13610.5765126028,16525.2422853831,16796.2286060786,13255.9575600024,13113.5038037066,14696.9218069172,14380.262650699,15397.0940927515,16312.292809796,14146.7403067651,16762.3927737276,13548.0248705062
,80.9,9305.51337928006,9558.00892803609,10358.2079223662,10541.0959996078,10841.1936357625,12079.9663319963,12714.8985030915,12685.2388474878,13232.0731769219,12555.6059839485,13947.7584362132,7298.78443224085,9825.04510627299,10755.2645938146,10060.3076591447,10562.3003796083,11415.5096356418,11914.8100712919,12360.6614463264,13403.395027146,13500.4766941075,14986.8167555446,15405.1288514472,10039.6066407329,12240.2429554455,13104.8414388979,12654.8504267948,12965.9406808614,13310.7928744374,13372.9384034895,13268.749702295,13024.6874601493,11826.7225281857,13137.3468419774,12956.2012390639,12478.9824721927,13445.3562855889,12777.9224312101,12364.2208604952,13384.8228346887,14268.7907064238,14210.5471012474,14095.4509546975,13931.4764740996,11348.0651417937,14312.4312813426,12838.1575380478,13220.7611495103,11942.4050655689,13636.7283541974,12348.3277964922,11840.5803621211,12739.9430397432,13076.3364552119,12908.0982405147,13713.780813158,14050.9183180774,11073.5632223064,12241.286398439,17231.4382215797,10895.8802422655,13558.7316407122,12627.6632118594,11492.4566151101,12890.6005137753,13199.5526490565,13398.5411153213,13351.2835095265,14456.2351289071,13010.4118626933,12626.9472590788,14207.4616233103,13222.2392042031,13202.5442236956,13095.4172405248,13546.4733033995,13252.0731719246,14443.4077170268,13060.1524134937,13134.6810076451,13937.2458199185,13276.181087073,16125.5009597953,16342.0208523299,12977.1871499269,12795.2397697812,14413.3521886598,14057.7157513151,15092.609459497,15981.4473552846,13797.5257299736,16465.8340640116,13221.1432043105
,81,8739.77521474766,9037.24274977939,9843.87681521273,10126.947412319,10440.6292990356,11729.676780699,12428.0504180491,12377.9417038266,12933.9700823044,12303.3183443718,13673.8000707339,7109.26532304572,9236.6714946184,10136.9725066854,9578.13228399066,10129.2162948959,11011.0693105324,11532.9639159777,12024.1770945546,13080.2442556508,13210.2196441403,14688.7410693973,15118.4921745124,9387.19214914087,11867.2564554284,12682.9291063773,12266.7843619851,12618.1948974574,12931.1975219216,13014.7036648411,12920.088032655,12635.975744738,11280.7508697012,12773.0457023396,12502.9854865346,12088.2209069613,13165.0659831424,12400.1663732176,12048.883181982,13062.3529229547,13902.8580271992,13862.963373526,13729.3364042003,13591.8787122092,10822.3229184136,13958.440367134,12436.0135368501,12939.6746810546,11565.6663653251,13247.5718758581,11924.1203790414,11382.4398927035,12197.3297556608,12578.7811754643,12357.4273242818,13263.3551605005,13613.6695007868,10627.5659994458,11783.0083408639,16902.4841347352,10608.3225442296,13273.3061450479,12230.4531948043,11030.9440750059,12435.5658921725,12711.0198240597,12896.5211588549,12882.9249692409,14061.0039980293,12378.8814983079,12237.0316533736,13900.9003716805,12808.1632203576,12857.0826798004,12686.6132294783,13195.898302068,12876.3120620499,14072.5762275556,12703.1274317234,12680.8707133973,13572.1558835873,12921.3589787823,15671.6066437334,15829.2138463784,12680.9099335037,12467.5399575503,14106.022856084,13720.2690169174,14761.57601584,15624.9245405621,13438.3543534289,16136.8592161745,12888.4690587536
,81.1,8175.93397929459,8521.34683595361,9333.89013616293,9716.00333477973,10042.4513388598,11377.0623910043,12129.5265944034,12057.1949552296,12613.9079583855,12024.9567922112,13367.8695553825,6925.26383611421,8656.1047239248,9527.5705035704,9102.27105767111,9700.59335878314,10607.5976033189,11148.7588381993,11678.5018574496,12738.5440651444,12895.071203991,14356.4331732916,14795.1255879952,8751.03472617285,11475.0929863,12239.7933803596,11859.6790585491,12248.8273995329,12529.3587742335,12636.0023010242,12550.5784031528,12228.670075094,10724.6593527487,12387.8867502734,12034.1254031332,11681.5814832981,12864.2751889765,12014.9763867287,11720.9494867878,12718.5861020517,13517.2266568087,13492.0662029161,13344.0325626653,13226.7234237348,10307.8483734114,13578.3795099056,12029.0595671222,12644.2060637117,11174.1547288887,12837.2236672645,11484.411720258,10909.1514379076,11639.2999125007,12067.1922550521,11792.7184377299,12794.3744957959,13155.168064162,10188.7020607345,11309.9439127963,16528.0948162723,10305.6271042392,12961.5272018188,11829.7793062398,10577.8048302713,11979.9028814003,12222.3128803726,12394.7843559166,12409.3464437909,13642.0859260371,11731.5162099383,11844.7491711436,13564.7366565972,12378.7901814496,12491.2705095005,12261.0370248638,12822.8337207213,12481.3292951136,13675.5754426836,12326.8146944683,12211.4971206727,13183.8611848609,12546.8710015217,15164.5403519017,15259.4192609973,12362.0855754715,12124.8809274824,13768.1006897515,13359.6716203524,14396.1582103422,15234.2655534094,13062.9398302152,15768.5755903852,12545.1404342931
,81.2,7637.98901145193,8028.32437995113,8842.27338458905,9315.10551229967,9649.89655400403,11020.4240240825,11814.8642589157,11719.8133157698,12269.5955252315,11720.2852310009,13030.8552383377,6743.25095510854,8105.96632827005,8947.52194628919,8644.11583874864,9282.32752352302,10206.0895012929,10761.6893146427,11320.4966805792,12374.7811313327,12553.0895111993,13989.5391215507,14437.0386068141,8153.2439162606,11071.4305994966,11783.7500816648,11439.375017797,11860.8409541616,12107.3312916254,12237.5427516548,12160.7364679928,11805.3052738342,10169.904569179,11984.9808939861,11558.5229168543,11266.5886426153,12540.5277571369,11621.2524879123,11378.1872455937,12350.3868503445,13106.5158735357,13092.831432869,12934.1973942943,12831.9521159047,9808.4606712792,13169.5859186509,11615.8121111266,12332.4420693311,10773.0555550551,12408.4122845102,11034.8011102623,10428.8646268923,11075.221703089,11547.2880847928,11222.2197591863,12309.9473838084,12677.5114080764,9758.04816118797,10831.2003567085,16107.671569254,9986.40746053686,12619.9448011865,11423.4579868373,10132.8050044683,11521.7172340707,11732.3063959628,11891.4065535667,11927.2195580762,13195.2192366973,11081.1062353835,11448.7737852661,13197.9397743713,11936.6956533482,12105.1028336806,11821.0555539336,12427.4012986727,12067.9463020791,13252.1016439081,11931.0982481261,11731.1524106547,12772.8958170479,12154.600874105,14607.5521944717,14638.7797245293,12016.8830638902,11762.7508467023,13395.3197475124,12971.5241596361,13992.5992913045,14805.2166179704,12666.6390545157,15358.0700747806,12187.8052298535
,81.3,7140.1240248411,7566.32390322265,8374.3102653406,8923.82771321278,9262.46646100833,10654.5849028499,11477.6253442144,11358.1119501412,11892.3158742749,11382.9683760091,12655.3053172814,6556.1302502699,7599.13689627237,8404.69482198248,8207.30613903338,8874.7467166359,9804.26762604052,10366.5273143829,10943.148381641,11980.2539898378,12176.6814074107,13580.2766040867,14036.2289663101,7601.67781186263,10656.1369199124,11314.3540347633,11003.7042943593,11451.1973530447,11662.6820027685,11813.8803662893,11744.7737600783,11361.2308197839,9618.72444004934,11557.8144651869,11074.1579554607,10840.9427477107,12186.8804070701,11211.2603061546,11012.7115179826,11948.6373426341,12661.7835030287,12656.577208569,12490.9509719509,12400.2423214841,9320.88676402228,12723.9861359532,11186.1584414687,11996.0113543152,10362.02443607,11957.7857002739,10574.5949381636,9942.44573048644,10507.220625049,11017.7834082985,10647.9539001926,11805.4991079764,12175.0828539501,9331.77465786572,10347.3069710658,15633.8277566002,9645.78996875963,12241.2879910995,11002.6249262897,9690.08804381517,11052.5996017421,11233.8807474521,11378.8451622766,11429.9852540279,12711.8162018515,10435.206327839,11041.0785693911,12793.5884935989,11477.5700058043,11692.6176795151,11362.1584046551,12003.9057293844,11631.4804193338,12795.6694884535,11512.3679492404,11237.8492634732,12334.9496644461,11740.90278626,13999.5260433299,13967.0816708343,11638.2175510376,11372.7522604873,12980.1580293035,12547.6286651978,13543.463801569,14329.3833952948,12241.202850466,14897.880615347,11808.4198822173
,81.4,6693.82422862195,7142.22043563402,7935.35929439613,8544.87634129476,8883.52826136233,10280.0242606282,11117.3382545662,10970.7805220975,11480.7741691441,11011.1776590255,12238.4627403524,6360.02598137745,7148.43018810592,7907.84548518284,7796.36173342521,8480.41872005258,9404.33804862821,9964.80019638146,10547.1498459478,11554.5021917086,11764.5595930444,13125.8605654709,13589.7730459694,7108.39476746507,10229.7426538621,10833.1482829055,10552.3934020274,11019.5205292516,11196.0717572795,11366.0732242469,11303.6964028907,10896.893118822,9078.75508883647,11104.8310545526,10579.8274354793,10402.7927881693,11800.0884904817,10781.0618467116,10621.6976887997,11512.1637560586,12180.4652249819,12182.5461686118,12013.4555041484,11931.7550395882,8846.65376117383,12239.1981241774,10736.1061677261,11629.4792504759,9944.42339378163,11485.0612508968,10108.225092906,9456.48514909272,9942.81489093592,10482.3393084038,10078.3542259414,11281.1931699072,11647.6346313175,8907.97480173631,9862.78542665433,15105.9070908129,9285.70020030663,11825.3386880945,10565.3335500449,9249.33234040383,10569.9242377964,10725.0981639087,10854.6361076357,10915.1003826544,12190.7080096073,9806.06727714194,10618.9504841398,12352.9992200651,11005.1589292929,11253.5843481962,10885.9870942843,11551.4454214081,11170.1224371099,12303.9604801775,11069.4822575954,10733.6137143586,11868.0678297965,11305.1970627764,13350.5516609858,13256.6425496015,11225.1968139286,10953.1066159261,12520.9459166493,12085.4511472373,13047.1891621641,13805.6260137426,11784.4920160132,14387.3639907405,11403.852875912
,81.5,6308.02285057294,6761.43344727124,7528.10284992654,8178.26252813723,8511.80702195106,9894.36072007616,10732.6623310047,10557.8802850669,11035.7753051498,10606.4404536784,11781.7916186093,6154.79968896009,6760.50319380884,7461.83152157703,7413.18056396389,8099.79609200948,9004.77037400207,9555.59630914301,10131.9351791854,11097.6634010445,11317.9774473585,12629.2623978264,13099.2275375507,6681.86343916357,9794.32825441729,10342.354690461,10087.0106657582,10566.5118455047,10708.2745988958,10893.8950667832,10837.3483372666,10413.0879970286,8555.84485500931,10627.4442397916,10076.2610521736,9952.12848067781,11378.5190662074,10328.0533039595,10204.5861224356,11040.6878573969,11661.6935675555,11671.6660935387,11501.9584151581,11427.8386541388,8384.27416731802,11717.8819079465,10262.5369159816,11228.5600330657,9520.27750836067,10989.3859532894,9635.01896223724,8973.69046062813,9384.67746604212,9943.39685255357,9516.06869149876,10738.3140066342,11096.0163467865,8485.44700217229,9378.28499902734,14524.7745217457,8907.45788915099,11371.7191534639,10108.6488981053,8806.48545517606,10070.5470330084,10204.8831193693,10317.0656297294,10381.7409925138,11633.1368496926,9199.15595810981,10177.5659886527,11875.9382065467,10519.4925128277,10786.203856359,10391.5039290189,11069.0899108707,10683.3234280139,11776.5541010131,10601.095241095,10216.8426384122,11371.018912217,10845.5342671177,12667.9789697835,12517.0710007914,10777.921508994,10502.3514150041,12018.3471278419,11584.8637509659,12505.4508684413,13234.193647433,11295.0717280502,13826.2114014688,10969.4093886704
,81.6,5982.30784407669,6422.59873205563,7150.45399238635,7820.26422662658,8144.12226352676,9494.57364061009,10322.2269572437,10118.0585556225,10558.1021724581,10169.5994083735,11285.3157079465,5942.04767539284,6434.88601412305,7065.54225958575,7055.8793077928,7731.02688785508,8603.11098414306,9137.31363625619,9696.85030274989,10610.5007869052,10838.002116257,12091.5349491615,12565.1663076567,6322.2101139433,9346.75101406757,9838.56381525901,9603.89457692363,10088.8466813809,10197.3636048217,10396.1154817123,10345.3294317171,9910.12968792071,8053.56480654947,10125.7668017937,9563.72421677932,9487.56086732618,10918.9353668945,9849.21331311865,9758.69968804227,10533.4996634216,11106.017102728,11125.0625060107,10957.6659860716,10891.8742531846,7934.7132889792,11162.1670833335,9765.2617321309,10791.6175894656,9086.12417834102,10467.110602251,9151.73476443135,8493.08031895937,8834.95578989384,9401.54633322004,8964.99090547001,10179.100045638,10522.1884122692,8064.11841768637,8895.65330627004,13893.0153408375,8511.74947817064,10877.9866276388,9629.28170362992,8358.01392018716,9554.29688823978,9674.31000668387,9767.598977004,9833.13179736894,11043.8825158872,8620.50489790564,9715.89713866115,11358.2954137587,10015.870454583,10287.018771014,9876.14145957372,10556.0175312682,10173.6263223921,11216.5093148007,10109.0077937357,9690.81823777707,10845.7272565184,10361.9552421146,11953.4731506201,11751.5038846319,10294.4837692312,10020.1336461462,11474.8010726162,11050.3327855127,11923.7220155897,12620.5146227669,10775.8129129625,13217.1269262957,10504.1769511346
,81.7,5711.61048088985,6121.61695484938,6798.95588488227,7468.48710576566,7780.0526078653,9081.36057404535,9889.00961194488,9653.18645778838,10049.8791922493,9702.01270666178,10748.9599013632,5724.48428860432,6166.56555683308,6713.91449713754,6721.88634152949,7373.43860615024,8199.98352006855,8711.73294918217,9244.67857644717,10096.5072002731,10326.7760107966,11514.1092970583,11987.0885770506,6022.74014981541,8885.90716364642,9321.50174371426,9103.09713698589,9587.30483928795,9665.77614723889,9874.70002868047,9830.3620561888,9389.58637401215,7572.8149466643,9600.1661438657,9041.25751398387,9007.01267042649,10422.352226147,9346.30602909072,9286.43540444064,9994.17227794852,10518.180259109,10548.1357012255,10386.5351545957,10329.4760883544,7499.00052077362,10574.9915013984,9245.19404767402,10317.6440260509,8642.58791510514,9920.24591460694,8660.31965971366,8016.9464337284,8296.53126402732,8859.35982324142,8428.04372323908,9606.1970771989,9928.28483030804,7644.62822080668,8413.23365934788,13210.5431040499,8104.63223634242,10348.6616580328,9129.99475896395,7906.7006682349,9024.30015296878,9136.63984981661,9209.87431263113,9272.86147374187,10427.0643373714,8072.53684247849,9233.27225633068,10803.4750569466,9497.24645513942,9759.33144176081,9342.85392597213,10015.5156821362,9643.72157094639,10626.9280323042,9595.96524380337,9156.33165802143,10292.3239993732,9853.09224359282,11216.8284984176,10971.0763681806,9780.42693276239,9511.29558374396,10895.2222861095,10487.0160990938,11306.3929822379,11968.1024074363,10229.3381780813,12561.1078675326,10008.0941392579
,81.8,5490.67521915847,5858.12035163567,6474.43072388212,7126.17678075437,7422.83558217031,8660.55946432845,9440.72824649795,9172.40975368738,9522.36356383244,9213.76983042743,10183.705492915,5509.82619400849,5951.76427468776,6407.50905803915,6413.27086186875,7031.01310452322,7800.86268254116,8285.33870083586,8784.07808210949,9566.08708290841,9795.49802758765,10909.2926338558,11376.9687148114,5782.731458214,8417.20691686428,8796.7872881466,8591.52511404353,9068.61117212445,9121.04874818185,9339.04713650423,9302.33021351339,8860.96968458666,7122.69470253217,9063.09935978751,8517.17638883228,8517.84381193019,9895.11259836148,8827.38127909772,8796.32972919641,9433.40593144822,9909.18373831402,9952.53303280938,9799.92898141854,9752.8116537562,7084.82700583967,9970.12026620113,8713.83632249135,9814.1973102956,8194.99556979607,9355.58425048016,8166.17651407818,7551.67660553235,7776.70456868152,8325.61311540167,7913.03560686817,9030.42276484952,9326.8680019355,7233.91356887506,7939.41227194856,12491.9133950582,7695.61647384433,9792.87079656905,8619.55928942723,7459.73441876562,8489.46137642464,8601.5271827365,8654.25661542371,8712.62039172497,9797.41083424254,7564.30494431134,8739.22335150551,10220.9098675949,8971.52541728739,9211.58268623682,8799.5366426496,9456.26758971042,9102.06073943058,10018.9828603319,9069.96635049093,8623.57080070636,9721.31997740188,9328.13678625551,10472.6048657147,10192.8662249387,9245.37877779828,8985.50431374344,10290.306859452,9905.10794934835,10665.2709621252,11290.6463360723,9667.75718042479,11872.2460676036,9490.91425731746
,81.9,5313.23351268441,5630.6495288738,6177.91755253181,6795.7271877657,7075.07745332427,8237.04786368186,8984.3779647014,8683.76422692418,8985.05801029637,8714.25580240178,9601.06713352685,5306.46053583091,5781.84001836722,6143.53284775863,6131.24052630083,6706.67537692737,7409.60965410653,7863.87673198482,8322.25158571682,9028.99432174913,9254.06217460715,10289.8274013648,10746.1980302913,5595.07990212455,7947.81943295063,8272.48488942302,8077.57552747906,8540.99756971014,8572.0160034908,8796.78454570868,8769.33550628298,8333.89902154446,6709.07229926694,8526.1551219707,8001.73963346296,8028.92696376277,9346.63072777645,8303.34271345072,8298.2216127773,8862.12860637369,9291.40341950967,9349.2304267267,9209.032349504,9173.78421988427,6698.7261135969,9361.40979274452,8182.65676076994,9290.03959648898,7749.3646536815,8784.5705458952,7676.43315300052,7102.80873863718,7282.00170544431,7808.52451945443,7425.96256324414,8462.28024427007,8729.55985553351,6840.06083369723,7480.24488948532,11749.3584447322,7296.14035936669,9222.33831498863,8108.90597308024,7025.6379605201,7961.046259376,8080.2642373364,8112.33390958103,8164.4892774226,9168.47665488537,7099.68732535876,8241.97540930453,9622.77063477914,8448.3814807393,8654.84162284737,8255.79834469575,8888.56556767721,8559.16485800572,9404.78747307041,8541.00678963689,8100.53976987061,9143.84772811469,8795.76071552786,9736.41162789329,9433.09284167059,8701.76532914526,8454.6300540572,9672.65428264247,9317.10782752958,10013.7621371146,10601.0690770878,9101.93552684491,11161.3002559161,8961.28664050758
,82,5172.23832947481,5436.27606454875,5909.67677139337,6480.65941647309,6740.35231147706,7817.40813236297,8528.22747860578,8195.61871702976,8448.15076388381,8212.49611256232,9012.2355551132,5121.15995530047,5649.62490368485,5919.78897478811,5877.19153787624,6403.62962208772,7031.75097605365,7453.8470004194,7866.89263301877,8495.00320486385,8712.96003726737,9665.90847451092,10105.250285548,5450.66235151409,7482.89174008917,7755.13942557951,7568.35035025965,8012.13871298649,8026.78116315073,8256.43705789688,8241.1106651527,7817.19018429663,6336.20215691997,7999.35687788871,7503.76448191656,7548.65745170246,8785.46951158568,7784.79477297653,7801.07508870983,8290.69522087431,8676.81586776681,8749.08071518446,8624.73636856723,8604.36691419703,6347.4801361882,8760.80080636528,7664.45105697074,8755.35624408586,7312.79830818457,8217.10779715831,7199.05393151131,6676.28301822307,6819.28803668082,7314.97518847861,6973.35557026812,7911.35257842561,8147.31475567209,6471.07357057624,7044.04013895052,10995.2338566686,6916.00187034402,8648.46448042844,7608.9006671388,6613.6413632612,7449.97866369769,7582.38680059048,7594.9653346673,7639.51761361684,8553.44977393498,6684.15684510657,7753.86403181481,9020.92523175911,7936.73367083642,8100.32583070884,7721.0374322749,8322.05854302746,8023.96000313549,8793.72249444333,8018.51958702047,7598.19564732956,8571.58190775757,8266.48513257262,9021.82822420452,8705.8707140629,8160.75450724638,7929.44286973801,9052.52481045906,8733.16851855276,9361.69277418255,9911.04207605358,8543.73507910599,10442.6704907748,8431.38246888348
,82.1,5064.54310144738,5276.77365916657,5675.64645550751,6189.36093053474,6427.47483821778,7413.31907966266,8084.72811529326,7721.98837255401,7927.01245414975,7723.59704127974,8434.28870089144,4960.47872617748,5549.81725295254,5736.99003552676,5656.230455226,6130.01426412042,6677.79049244481,7066.8417334813,7431.10601095946,7979.40813341075,8187.5963423627,9055.42109972632,9471.96156572166,5341.34067002309,7037.76661617674,7261.45581138325,7081.28450959362,7499.0456027449,7500.75088378598,7733.43575223262,7732.16041802075,7324.64069802816,6009.61249076787,7497.94345664347,7036.55399842579,7089.64772488175,8231.00741339089,7289.9191429092,7322.55699717777,7738.3095986503,8083.53382442766,8170.17210264478,8064.24036806449,8060.30747796909,6038.16885937709,8184.98165707973,7173.63675804182,8224.03349058413,6899.13748266666,7673.03112057147,6749.27747960283,6284.02929190517,6399.25830253298,6857.08058361078,6563.50330843897,7391.6007152019,7595.38972308663,6135.2730096504,6639.56002055821,10245.9348287535,6569.21778802608,8091.73754224379,7137.24491827775,6237.39572413932,6971.51322098404,7121.59270779337,7116.05673963874,7150.51541741019,7967.68177643176,6322.23943875668,7287.30786666925,8437.82229781458,7454.58057589817,7567.68446864308,7213.03915888804,7773.02073584631,7510.3185013064,8201.6558903577,7515.00242927598,7127.27793185657,8017.9009219519,7752.19923848596,8351.78668642068,8034.48819503836,7642.19807655918,7427.97319389573,8447.43777208841,8167.98396878718,8724.26587532968,9236.54203500635,8006.94923875854,9731.6425050598,7913.96955486128
,82.2,4983.62247360308,5149.9854527991,5476.88764834398,5927.3466646376,6141.273992096,7032.52600620402,7662.50191421476,7271.6829972465,7432.64114930643,7257.8644324949,7880.51370906308,4827.03578039485,5476.00897166034,5592.80322650276,5469.77911939929,5889.42855396236,6354.43587601956,6709.68897558623,7022.96374194836,7491.89135679929,7689.2290331351,8471.05132040142,8860.29164433881,5261.38228245164,6621.60848066986,6801.37673646739,6626.45265075863,7012.04764293591,7003.61906668394,7237.51391103638,7251.64958099467,6865.77833469943,5731.93890446917,7033.00130307405,6609.2655103313,6661.99089978219,7695.20309130156,6829.79887250413,6873.45960552289,7216.42445914714,7523.67159860659,7623.40408071158,7537.54862388281,7551.87575467059,5773.9679818819,7647.86627082186,6721.973101326,7708.0409036777,6516.39311552547,7162.56779632629,6334.1444977301,5930.79639516912,6026.25148409967,6442.12024574897,6201.20391398855,6912.73614564193,7085.43892545337,5839.58731286091,6275.21817131081,9518.65754807726,6261.1835816722,7562.12507450584,6703.26519019151,5902.46355732157,6534.66065769245,6705.72630038739,6684.33826482926,6707.80571072377,7425.25767172077,6016.40245632246,6854.68113508985,7883.96316487466,7009.30990056036,7066.27509099956,6740.59050921471,7251.60086282796,7028.53984423392,7641.65034789824,7041.5243395401,6698.05554567149,7497.17920938618,7266.54653662996,7734.43789638426,7425.77045592635,7154.83930875314,6959.51733861543,7869.74747122969,7633.96697268292,8116.58683061456,8593.75872398497,7504.57529739137,9046.20608409721,7423.33542546702
,82.3,4924.01201896435,5051.94181797191,5313.20192424332,5697.6832144675,5886.16050271101,6682.29288174181,7269.43693667019,6853.86229937516,6975.06423654178,6824.79320932737,7362.71409598839,4720.20332886299,5421.16032568421,5481.63048762012,5316.51347007421,5682.71407167273,6065.81841573259,6388.55651849735,6650.42363916066,7042.4844786293,7227.37158800046,7924.47291718038,8282.77698803652,5202.25407397116,6243.03483806224,6384.72825148096,6213.53485028285,6562.02775775105,6545.70888581554,6778.53617368933,6808.34260447215,6448.76134261286,5500.87124594989,6611.8107204211,6228.5870868806,6272.58797355596,7191.75677105819,6414.68705698814,6463.47039802995,6736.87269867388,7009.55279035944,7120.44906479153,7055.75900828111,7089.00823293822,5554.0044503752,7157.9078497925,6316.66716495495,7217.83361745147,6171.82650644703,6697.23170623019,5962.15902141678,5621.62006992008,5704.57201131125,6076.16715518482,5889.00218757028,6482.70191042329,6625.33682924464,5586.43232601801,5953.80269927558,8823.44056838248,5996.39398512911,7072.49239853721,6315.99119691977,5613.98239078862,6148.30252042747,6341.73873341303,6306.59927711589,6317.1741918504,6934.76926391772,5762.81351494703,6462.28588177753,7372.23559257941,6610.0412824565,6608.19740707538,6313.93676054702,6770.42484737568,6590.06635724413,7126.13605026122,6607.9524959434,6315.57616111176,7017.65952874228,6816.86559893936,7180.74530295894,6888.72381246303,6710.58157482982,6534.93763358343,7333.52993216409,7144.33068817074,7552.63163158814,7996.00040264047,7045.32074318573,8397.43480646564,6967.31082466222
