,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1
,73.3,15715.1225014215,14787.4254005677,16600.758549277,16711.8112965288,16493.977895021,15656.7840707381,15114.2801445316,15496.2641331725,16730.7252878911,16185.7559240716,17382.0361958224,13225.5910220692,15854.2195675264,16947.988772871,15606.5416787137,16131.5238402838,17175.0955760438,16272.7935431171,16601.3137014375,16897.1557370608,15238.4776961955,17103.566388623,17304.6784539531,15440.4917569171,17103.6290327116,17642.9707040853,17303.0865026444,17726.8461877853,16791.9610891641,18472.101913522,15933.4817005775,16679.6153220876,17310.5955865072,16548.977931422,17524.8694917207,16597.1558143606,17319.1671651673,17290.4459681369,17910.5570744209,18099.1788380621,18266.5382064244,18276.2722885383,17523.5500347001,17452.6385853069,16837.8280131047,17546.0468643127,17266.5635654081,16254.9184328728,17310.7975089839,17872.9169927704,17985.6065279966,17674.2910193033,18744.0429596671,16686.7826378527,17864.4374308095,17070.2489677741,17263.3037465743,16515.8517657424,15075.8899157257,16721.7014635248,16710.7613332058,16750.4888415832,15909.8375786466,17038.2477099532,18017.1439095161,17840.1874557591,17644.2083480115,15386.8351012461,17132.5800703694,15084.4222448171,16924.5799639295,16164.448744447,16142.928443536,16212.6310387244,16731.8506045971,17566.6197016543,17587.5415716992,17706.2007783062,17634.2362834903,16970.4061742336,16899.9076714491,16859.973529284,16064.7312427252,15942.2104626354,14804.4356922899
,73.4,15660.6937778047,14737.2987381539,16543.4963162283,16654.9720235013,16437.2548229059,15603.3946122354,15062.3578196411,15442.4852976778,16672.6329543219,16127.5764714769,17322.5547860325,13184.4985668956,15798.2781593989,16889.2221543458,15555.0651936011,16076.2808655698,17118.7121274059,16217.7728944223,16545.5757205826,16839.7416232228,15186.4396609597,17043.7886343597,17242.6002962339,15385.82862485,17049.1505665662,17585.1870135377,17249.5533810802,17671.0139080544,16738.483161649,18417.3989716524,15885.0495292584,16628.8422812381,17259.372809486,16498.4165894217,17465.4151059364,16541.0909559617,17261.1380511626,17232.6746612296,17852.1309262221,18037.9486601628,18205.07357743,18214.2959444287,17464.5800070963,17395.2125807497,16781.2790878098,17484.8202137385,17207.7735454704,16198.3618735565,17253.2687806304,17814.2438563991,17924.7869660158,17615.1252039995,18680.5421122424,16632.5716390644,17806.043770203,17013.013555679,17207.2750462567,16461.3449786958,15025.4944218552,16667.2134317611,16658.8536155728,16698.9931097785,15858.3623554296,16984.7569967655,17957.8853245127,17781.3390733925,17587.2332818075,15339.7474473793,17074.5736790244,15034.6198371328,16866.8078305296,16110.6844391596,16088.034337278,16157.1640587878,16674.9096635371,17507.22540706,17527.6413983842,17645.3338843518,17575.3418921906,16914.7433493664,16843.1491127502,16804.9843691089,16011.4995635758,15889.5849878465,14753.4376835401
,73.5,15606.1911365284,14687.6404744607,16486.8440124676,16598.704312269,16380.7292864313,15550.0607305045,15010.7200725238,15389.4874195038,16615.3499612767,16069.7395632656,17263.369229486,13143.2850223493,15742.5369837833,16831.8967636695,15504.0463284387,16021.9391380511,17063.202866085,16163.4888620762,16489.8946014602,16783.8031638767,15135.0514801517,16985.2123179374,17182.2874767848,15330.7622025929,16994.3955201875,17527.7050201585,17196.0602887019,17615.2747337875,16685.4632045344,18363.2571687439,15836.9154886083,16578.2921547415,17208.485348176,16448.6249760127,17405.6658045462,16484.9861718151,17203.3818310513,17175.2542338449,17793.3111127649,17977.7828289244,18143.3735131114,18152.7196582078,17405.7190284213,17338.595898859,16724.1781268437,17425.7533423403,17151.6380573922,16141.6889725825,17195.5310047367,17756.2049512205,17863.4418210391,17556.6384337795,18617.5420176803,16579.271557193,17747.8891161824,16956.6558471807,17151.8626208716,16407.7214726524,14975.839518161,16613.2189635733,16606.5870378207,16647.7555826113,15806.678506783,16931.9421109215,17899.4840636728,17722.6685039016,17530.430408159,15293.1617407511,17017.7603662268,14984.1771334603,16807.3738625708,16057.044054649,16033.1630286742,16101.9332905881,16617.6725642835,17447.5381515127,17468.0612701485,17584.8583055793,17516.5797322072,16857.9394323146,16786.7838928944,16750.3357752092,15958.2367405459,15837.5734141961,14703.5483678761
,73.6,15551.6233210701,14638.1668592145,16429.7724557827,16542.3590927438,16324.6254739175,15496.1097862292,14959.0183933758,15336.4120303594,16557.4918695375,16012.3775090746,17203.9455210711,13101.4332049516,15687.3501995413,16774.6528706368,15452.3236315914,15967.8863493283,17006.8375891267,16109.293149647,16433.5084032091,16727.3815069193,15082.577787287,16925.9737502268,17122.6308610334,15275.4304277801,16938.9533809769,17469.9473131386,17141.9621378715,17558.9341727319,16632.0896235776,18307.8253157509,15788.6019652137,16526.8971194021,17156.4236016281,16398.3642027942,17345.2935081261,16429.2503024797,17145.117202165,17117.9501945068,17733.6855579669,17917.6861638352,18081.39727194,18091.1841938082,17346.5547120959,17281.2837809434,16666.8101297224,17366.3244252096,17095.6157392342,16084.8386471335,17137.2960574762,17697.8562209976,17802.4604336886,17497.9205253163,18554.2089989999,16525.8983206062,17690.4478494238,16900.0016635557,17096.4218526265,16352.6858896443,14926.0854761889,16559.5810284482,16554.177353023,16596.1155608304,15755.5925908311,16879.5529420691,17841.1180776503,17663.7756099459,17473.2177879865,15246.1019930527,16961.0126129589,14933.9794151985,16747.0146609793,16002.6902794001,15978.7098064392,16046.3756086474,16560.526639141,17387.5225002953,17408.3009802933,17524.3348031086,17457.9654213839,16801.2410548001,16730.7688466543,16695.1165592686,15904.2749225755,15785.3148163838,14653.4436461543
,73.7,15497.4853000948,14589.6608939401,16372.8585573283,16486.2949483107,16268.1129821528,15443.1285382223,14907.6681417101,15283.8479614339,16499.4073468028,15955.7110435827,17144.2623582527,13060.1860618687,15632.1067991566,16718.960640895,15401.2201311532,15914.571517129,16950.5216472164,16055.6435332169,16377.7099656656,16671.5075799941,15030.5629751299,16866.6002995213,17062.2002880536,15220.6371369465,16883.6424487374,17412.1718321824,17087.6076355965,17502.9714449641,16578.3900751628,18252.7945862163,15740.0851223369,16475.5418472843,17104.2260947469,16347.8661523506,17284.9625337039,16373.1537687063,17087.4802641941,17060.6827713774,17673.6962085274,17857.5833100338,18019.6450491205,18030.591451051,17287.7319321514,17224.3284949171,16610.3900064115,17308.1007075912,17037.8510470502,16027.8745861974,17079.9846447609,17639.9534083311,17742.3637538204,17439.1480827486,18489.7931505696,16472.3154160746,17633.2011445651,16844.2998076716,17040.4196747302,16299.6783371868,14875.8759077,16505.979278969,16502.2193959026,16544.4364748083,15703.8869565825,16828.0143727544,17783.1803763291,17604.8262390757,17415.9174547933,15198.3972745742,16904.555234227,14883.6630829175,16685.6620691259,15947.8534921383,15924.5708769346,15991.1794118702,16503.6306798699,17327.3153175455,17348.7455538981,17464.0637881166,17398.4820220175,16744.7331340804,16674.8434737063,16639.4203735147,15850.7664830286,15732.7542042895,14603.3134188394
,73.8,15443.1202510341,14540.8815232009,16315.3215140226,16429.5810013912,16211.6692703993,15390.2020511469,14855.6680518997,15231.4073925689,16440.6149864901,15899.6608769959,17083.3601472695,13019.1191430782,15577.2219401508,16663.2448401692,15350.3536153957,15861.4753295099,16893.7029159197,16001.6094324387,16322.0098462599,16615.9462092496,14979.3315049085,16806.3044174678,17002.4336131341,15165.8834370352,16827.5470068675,17354.5254575726,17032.2260090716,17446.3632273703,16523.5871436432,18197.1802570568,15691.1382305088,16424.5386806917,17050.506633279,16296.6575047388,17225.1322352482,16316.7230294258,17029.6778415689,17004.2857218426,17613.4307582212,17797.1551049174,17957.7496681504,17969.9199472205,17228.3835760516,17166.2749834496,16553.3896163047,17249.2440047198,16979.0264672057,15970.5908411108,17022.3458469045,17581.5270412737,17681.7794334766,17379.2717234026,18425.717806758,16418.6369610481,17575.7645849437,16787.6883218136,16984.3163230009,16247.1967389808,14825.5920252968,16452.3459477532,16450.8565873573,16492.1919067579,15651.937492729,16776.3614283175,17724.8113098143,17546.1826243276,17357.7874219845,15150.3272177976,16848.543024537,14833.5390104975,16625.0012591237,15892.3860595274,15870.4707442355,15935.3361401349,16447.6815897616,17267.4483198031,17288.7106115861,17403.4761671474,17338.3200511448,16687.8171926328,16618.5128885056,16584.427574846,15797.9818059114,15680.2707091365,14553.5125289705
,73.9,15389.5445550258,14492.4046572016,16258.5022610728,16372.5329509057,16155.3343299775,15337.6556455634,14803.0272922975,15179.2282097476,16382.1417008372,15842.9704551843,17022.8888049762,12979.7906946174,15522.2227818798,16608.4067792854,15299.2748566268,15808.9482931491,16837.4973082345,15948.31075186,16266.924788057,16560.4680469339,14928.9824914009,16746.6240992726,16945.3510739617,15111.5693830634,16771.5371544127,17296.5945290059,16976.4887735956,17389.8949387106,16468.4409731847,18141.4529488629,15641.8256251921,16374.0107548665,16997.517835821,16245.7186390478,17165.7691872338,16260.2335384033,16972.2282971104,16946.9929749537,17553.7601040294,17737.0206295087,17897.1832480638,17909.7856431093,17169.452502728,17107.7550332878,16495.4707360537,17191.7306082777,16922.990374233,15914.4154148601,16965.2401660185,17523.288620662,17622.3393776376,17319.87221136,18362.6788703357,16365.2247137768,17518.9742563876,16731.4489093108,16927.9856313698,16195.1292333491,14775.7857070429,16398.5474705812,16399.7766817333,16438.7958594357,15600.3285717243,16724.2485023661,17667.3616074918,17488.3291861432,17299.5778923624,15102.4921044302,16793.7701339231,14783.5156637911,16566.1837482682,15837.2383407588,15816.3562319688,15879.8570118959,16391.1355388496,17207.833517575,17229.02980939,17343.5260467321,17278.4127684725,16630.6494659545,16563.9800929862,16529.8407948064,15745.6515674269,15627.7907812283,14504.5021349901
,74,15336.2058562227,14444.101234097,16201.8013090587,16315.5911799035,16099.3946072471,15285.1176328622,14750.8981395856,15126.7260967715,16323.5964913904,15786.609731376,16962.4825700925,12940.8926480576,15467.4482868995,16552.6807116438,15247.9326790372,15756.4580186132,16781.097708983,15894.9621101425,16212.0862767753,16504.6374010411,14878.6438590276,16686.6952455347,16886.5923703129,15057.8072998235,16715.7138570679,17238.7208127825,16920.8117873463,17333.342329168,16413.4398253189,18085.0837246154,15592.1109581195,16323.1095665371,16944.1800842388,16194.2653762884,17106.3740616117,16204.1433248736,16914.7123994068,16890.2837158111,17494.6892548051,17676.1407588826,17836.8837908625,17849.9962795832,17110.4615607968,17048.5236451795,16438.9396010943,17133.18409238,16865.6908897244,15858.6636656182,16908.871051913,17464.3188569802,17563.6015456799,17260.0639017058,18298.5296228902,16311.6189450661,17461.6567852565,16674.5180410805,16871.3755538292,16142.1660662029,14724.9750354233,16344.4353014064,16349.154269126,16385.3713417143,15548.859529097,16671.9001287795,17609.3248083908,17430.6372454481,17241.4774828998,15054.3400509169,16739.2876957271,14733.3276574651,16508.0333417502,15782.0646707378,15762.6957565326,15824.2144320546,16335.1542143136,17147.666770361,17168.7599755932,17283.3644647571,17218.0363537962,16574.0600870589,16509.067534967,16475.2319917105,15694.3448413742,15575.166164689,14455.1755974983
,74.1,15283.031449032,14396.1690784802,16146.130307426,16259.4159860706,16043.5419885414,15233.8089441878,14698.8177297344,15075.0540668076,16266.3585805699,15730.4140545555,16903.117857576,12903.7446533943,15412.5370883531,16497.7140023857,15197.9129828102,15704.3398272902,16725.9885452695,15841.7713216549,16158.6801800852,16449.2943890655,14828.744855699,16628.0685507733,16831.1929108882,15004.9216380687,16660.653238446,17181.0380858796,16865.725982615,17277.6505289319,16359.277096134,18029.9406340618,15542.6556758506,16272.9113941241,16892.1640586529,16143.7728384337,17048.2410531504,16148.0523233208,16858.1661990978,16834.2565820323,17436.5496374236,17616.4563521264,17777.722583909,17790.3911282812,17052.6217342549,16990.6891794361,16383.2310188918,17074.9796878333,16807.706785834,15803.396341164,16852.8636339923,17406.0974275061,17505.2070768564,17200.5754591479,18235.7560949212,16258.1090956475,17404.7450374084,16618.5223600716,16815.4197284844,16090.6797281609,14674.3598161517,16290.6940141365,16298.5198900369,16332.806117916,15497.103895503,16619.1780279952,17551.8614881612,17373.2827322047,17183.6924860759,15006.4361719248,16684.4472386176,14682.7859145233,16451.0983719222,15727.2159508514,15708.7362910481,15768.6657859449,16279.6912727793,17088.3152533097,17108.8913463251,17223.7480326884,17157.8442965667,16518.1445531624,16454.3739250005,16421.4448381196,15643.7535051597,15522.9448152684,14406.1635487031
,74.2,15229.4211662149,14347.6567867841,16090.8822780952,16203.5550589182,15988.1215583123,15182.2873914148,14646.9484973019,15023.3474325929,16209.5376280529,15674.4291651326,16844.401008153,12866.8362588327,15358.4941079903,16441.5635871763,15148.2007569523,15651.8876383418,16671.9581270719,15788.6058367818,16105.6446258519,16393.6500942836,14779.2748801673,16569.8364342796,16773.9647600649,14952.4161798485,16605.7892982691,17123.2735862051,16810.6950168294,17221.9791976542,16305.3398692874,17974.9434025826,15493.1729697776,16223.0317950679,16840.4702847003,16093.7395843677,16990.4131470097,16092.7187756,16801.633314346,16778.3661784715,17379.0974309592,17556.8419832391,17718.7536429342,17730.6812268261,16995.208850803,16933.1228881302,16327.8749817114,17016.2426501393,16750.6287739995,15748.5839741405,16796.4261535748,17347.5775223719,17447.0424304635,17141.3025725743,18174.5600553173,16204.6584844105,17347.7394054605,16561.6678164095,16759.5495058654,16037.3194587934,14623.9985540267,16236.9511935594,16247.4687697609,16280.8509056526,15446.0197934876,16566.3305649302,17494.91781594,17316.2155797479,17126.1329577264,14959.0392125648,16629.4717894414,14632.9625374434,16394.6955445321,15672.8401408742,15654.7993316176,15712.9797415813,16224.9917811261,17029.5740441088,17049.6035189885,17164.4949265264,17098.6398855824,16462.2323245298,16399.6248029555,16368.1721204957,15592.9524395366,15470.7727491145,14357.5333274816
,74.3,15176.2542461285,14299.6010710329,16036.6911585919,16148.6841858945,15933.3155589471,15131.2507563486,14596.4754060617,14972.939829023,16153.626489137,15618.8444743067,16787.4800643455,12830.9003703395,15304.6826776554,16385.7294584304,15098.8423404926,15599.5263287908,16619.2175346902,15736.2949608038,16053.3177896002,16338.634588924,14730.9980026596,16512.20911736,16715.5960873902,14900.4527891667,16551.2883998532,17065.3446092152,16756.3133318771,17166.9190539233,16252.3371889159,17921.2032840836,15444.173179269,16173.0951755701,16790.6070420142,16044.5137409632,16931.9783295053,16038.2890241881,16746.1672490423,16722.9612094851,17322.6065101562,17497.9616024083,17661.0765724166,17670.9391706062,16938.6281484551,16876.6117936693,16271.6494036186,16957.5165464553,16695.5436802413,15694.9259691791,16740.7227280178,17289.679660837,17389.3695557345,17083.3699604063,18113.7634500924,16151.7823269868,17290.5036460619,16505.7918139957,16703.8321859151,15983.237158796,14574.0518336785,16184.0513839657,16195.9417313165,16229.4637408004,15395.0913146099,16513.5516125633,17438.5183640917,17259.2740921181,17070.1742512198,14911.705131383,16574.1707411029,14583.0185708933,16339.1158394023,15619.1450678644,15601.1158900545,15657.6959253715,16170.0294496357,16970.3861011308,16991.163021081,17105.6153350435,17039.7214095099,16406.5943474839,16345.4636847879,16314.2488773881,15541.3541717787,15418.6476102989,14309.1778038658
,74.4,15122.037572481,14251.3528879808,15981.4062812324,16093.4569749614,15878.7150910431,15080.4532630974,14547.3741090143,14922.1407002271,16097.54877791,15563.3906303471,16730.5137167077,12794.4098914919,15250.7451249629,16329.0205517812,15049.8893296679,15546.7926415539,16566.4750468075,15683.6640780185,16000.8524280418,16284.0364096916,14682.0374209407,16455.4448522581,16657.0544386125,14848.7936940884,16496.8699494443,17007.7897805638,16701.4797787873,17111.8382261714,16199.2906691474,17867.1946226376,15394.9928724877,16122.675463484,16740.7545615472,15994.6133696364,16873.7794287659,15983.2579086261,16690.736095325,16668.228655677,17265.921774398,17439.1848912683,17602.9447295122,17610.7975358745,16882.036377802,16820.0784734389,16215.6529701529,16896.7398659909,16638.0963025833,15640.1082927306,16685.1509252421,17231.8993609264,17331.0633967679,17024.7084567571,18051.7827746107,16098.3255966298,17232.8016437216,16449.5314375829,16648.5897205274,15928.2677197377,14524.2811154405,16130.9614938901,16144.347300387,16179.1458038962,15344.0002785477,16460.733528837,17381.1146081137,17201.4798216784,17013.651661607,14863.5986633145,16518.0070475946,14533.4048472145,16282.4259636661,15565.4777074691,15547.7603008616,15603.4541582419,16116.1378862825,16911.4165120474,16932.8995809687,17046.4209536717,16980.3289825378,16350.6564216887,16290.2303708909,16259.7234756498,15489.4706387976,15367.1065109674,14260.6618116933
,74.5,15067.4350993371,14202.2868655973,15925.9114392378,16038.3931125934,15823.5586240579,15029.8798304288,14497.973288308,14872.1015783835,16041.4537983294,15508.3343478789,16673.6535955374,12758.8947920125,15196.291066966,16272.852258953,15001.5464861827,15494.0264800699,16513.5802769545,15630.9283270093,15948.3166230617,16229.1662907443,14633.1610498446,16399.2603110923,16601.8662404811,14797.3087423029,16442.2967984947,16950.2280662211,16646.7516519888,17056.3639623262,16145.6613700807,17813.0160076323,15346.1780979932,16072.1568865294,16690.8691003715,15944.4654686415,16816.3426768508,15928.3293700569,16635.6746052244,16613.0052440555,17208.7849888643,17380.1031306875,17544.4267310766,17549.9475184544,16825.8425367604,16763.9011652964,16158.2132113514,16836.8151055014,16583.3278669128,15585.3928026531,16629.3100298563,17175.1277219085,17272.577692718,16966.2079026911,17991.1669677239,16044.7856588912,17175.4323942176,16393.6062239943,16593.3659640366,15872.653145438,14474.9810417188,16077.6664352356,16093.0828915928,16128.6271372552,15292.9502548563,16407.6267490527,17323.9668728377,17143.055217793,16957.1189836354,14815.6918810654,16461.1802234127,14484.6874547035,16225.3602559805,15512.0128358936,15494.6951269547,15549.4456774971,16062.4775804398,16853.6510506148,16875.6367642252,16987.1857423454,16921.7720862905,16294.8158882925,16235.4773635104,16205.1467948554,15437.3547918265,15315.7735092839,14212.5956864154
,74.6,15012.5883402955,14152.2099823796,15869.7170981815,15982.5210148574,15768.0055681378,14978.3395120482,14448.3816902958,14820.8901267044,15984.5266177492,15452.8063569254,16616.5056052427,12723.0957618588,15141.7545370491,16215.7326836999,14952.3977835891,15441.0663601582,16459.4648336079,15577.852378105,15894.6516745072,16173.1086525193,14583.9196720328,16342.1911920813,16543.8946687963,14745.7141890959,16387.0939986036,16893.1726427614,16591.5693047465,16999.9803174423,16090.3857918156,17758.1717619118,15296.6021847813,16020.5902205186,16639.9011881315,15893.3978420511,16757.3802872239,15873.2112516425,16580.145314955,16557.6135421636,17151.5889550026,17319.8677455725,17484.9926364407,17488.3572042878,16768.7461138738,16706.6973951407,16099.6758598456,16776.6452540965,16528.2811307693,15530.3918023422,16573.1504735002,17117.9529892229,17213.6442479022,16907.3134783797,17929.0550124839,15990.720440827,17116.6973613223,16336.2013885266,16536.8703719681,15815.4969325376,14425.406665184,16023.4236817666,16041.5365780885,16077.0112438027,15241.7702460995,16354.1693331571,17265.4873863184,17083.7007905145,16900.2309131395,14767.3916995983,16404.3895939878,14435.8073070826,16168.1916877702,15458.7032896962,15441.3089270741,15495.5581782352,16008.0897482719,16795.2073517941,16817.6780740602,16927.2854108538,16862.8349844288,16238.0387870955,16180.0184495803,16150.2118761288,15385.1545012703,15264.3288661056,14164.6505461788
,74.7,14957.557182627,14102.3415593198,15813.2273110631,15925.7272190799,15712.5646781343,14926.7994687897,14398.2100223226,14769.6453424851,15927.0386420655,15396.6172061938,16558.5066607717,12687.109807597,15086.6899552584,16158.9607622348,14902.7397800009,15388.0265632411,16404.7981905457,15524.6248250737,15840.3615535466,16117.0793241621,14533.6621909564,16285.1035981091,16489.9119914327,14693.5332178249,16330.8268946895,16836.1901687997,16536.744210521,16943.2081375021,16035.2419776151,17702.1145511716,15247.2107197162,15968.224537852,16588.3132697129,15841.6886762812,16698.7578791225,15817.7553353169,16524.8209522765,16502.1918538117,17094.390078805,17259.8524696144,17425.218432717,17426.2629414958,16711.2538925178,16649.1138283906,16040.4861865792,16716.8861900135,16472.6368917685,15475.4921900642,16517.1967061139,17061.3393102647,17154.0298027333,16847.8749588406,17865.3260928246,15936.6407405491,17058.0226394768,16279.2285545532,16480.3492037593,15759.1815247381,14376.1618614186,15968.9206446466,15989.4234435172,16024.5491542692,15190.5709183936,16300.4976117748,17206.5349930201,17024.3919184532,16843.4478704962,14719.3854954288,16347.8258174218,14386.7491549559,16112.6360127242,15405.2489689639,15388.2083626943,15441.5642778297,15952.4009249558,16735.9906077595,16759.3299932879,16866.4882466954,16803.1049346364,16181.2292315003,16124.8048833374,16095.1689670808,15332.5552309712,15212.8145273091,14116.6976776197
,74.8,14902.114145496,14052.1163246209,15756.1565525511,15868.2589837184,15656.7758185158,14874.6740509935,14347.1340151473,14716.7916798791,15868.9189682273,15340.2523920032,16500.5234375382,12651.4179564683,15031.6298967683,16102.0319335688,14852.7989446481,15334.7734720681,16349.1545145602,15470.7411930922,15785.480113556,16060.3112385562,14482.1279537027,16227.3220306321,16437.5269321343,14641.1629383494,16275.2453579804,16779.6722658231,16481.8895997166,16886.2091618249,15979.8624799406,17644.6411859337,15197.3497532181,15915.1819789035,16535.6556929509,15789.3362303822,16640.2492580075,15761.9327158226,16468.6031307326,16446.1380469434,17036.6190850331,17199.4941132622,17364.944870837,17364.4038658071,16653.3063235278,16591.0833020584,15982.2786732208,16657.6980182307,16416.324189033,15419.2338680495,16460.9464666154,17004.5047768792,17094.6873691977,16788.0693795259,17801.6865571148,15881.747922935,16999.4912089985,16221.8977747835,16423.5383959946,15702.751151466,14326.4112430831,15913.3075532058,15937.5778589952,15971.4041827862,15139.080344162,16246.9107559096,17147.5771115318,16964.9481360096,16785.5135881305,14671.3909628071,16291.4916400105,14338.3944993112,16056.785143932,15351.4694965333,15334.894543936,15387.6137049151,15896.6423007404,16677.1441468069,16700.8866490933,16805.6108957002,16743.7091839042,16124.1632856685,16069.5247513201,16040.1258478865,15280.2406761697,15161.1104586721,14068.7776609792
,74.9,14847.7468757157,14002.1143375867,15700.1212409285,15811.3069951306,15601.0368356901,14822.0912516547,14295.8116271111,14664.748368073,15811.6924425341,15284.2171716796,16442.674823342,12616.7909114637,14976.9301707339,16045.4475559631,14803.1157259093,15282.3607669431,16293.8308911255,15416.7898707902,15730.8847111889,16002.9435990227,14430.7182805234,16169.9068028743,16383.8801690488,14588.7641218334,16219.6817105866,16723.4676427608,16428.3145308186,16829.2657216193,15924.9576564631,17587.5318651057,15148.3383261114,15862.8190955268,16482.1412076944,15737.5507829931,16581.7697536011,15706.8497783897,16413.0882418627,16388.9667128146,16979.2401458487,17139.4055056058,17304.8791657974,17302.6918461082,16595.3510640906,16533.8032161914,15924.2633554628,16600.7007880508,16361.0384880547,15364.2019466919,16404.0279248573,16947.4371330508,17035.6034454008,16729.3297299317,17739.5057067876,15827.6219463209,16941.070747784,16165.002969255,16366.6591947886,15647.7534491828,14276.9158424069,15857.6803810797,15885.1790323292,15917.3874131557,15087.8298414128,16193.9621056134,17089.1036383148,16906.4947240913,16728.6207933521,14624.5788676623,16235.7308611128,14289.8386570477,16000.8423026237,15297.1999230065,15281.7228856598,15332.5907164353,15840.1913848211,16618.5522735339,16642.5144571506,16745.1531573029,16684.5907465008,16067.556416662,16014.6805463089,15985.8283849779,15228.3876515989,15109.5881096873,14020.2383775958
,75,14794.1092547548,13952.9890391916,15644.1729802907,15753.8417541922,15545.6090477388,14769.1978173782,14245.0202530335,14611.9871489308,15754.6160441568,15227.4005295727,16385.1086477813,12581.7480067059,14922.8977308788,15989.0296885337,14752.6210443074,15230.292410584,16238.2585145668,15362.822865803,15676.078133153,15945.3940304678,14378.794900881,16111.8036762647,16326.6723079664,14536.2688213078,16164.4472449451,16667.4898389685,16374.7768994185,16772.7682069266,15870.7029454687,17530.2222346793,15099.2356321265,15810.5144423588,16428.2965823921,15685.31162886,16522.1463025329,15651.3558799909,16357.4732599283,16331.7944246475,16922.6288918944,17080.5281949763,17245.9872102171,17241.7259824552,16537.2530228616,16476.9310797415,15866.9645195976,16543.0452842096,16303.2966668692,15309.0559925717,16347.1791857977,16889.6767899614,16976.2672356292,16670.66430551,17677.0341725982,15773.0442213391,16882.2601453176,16107.4078922316,16309.0153245571,15594.9133475784,14227.4974313806,15802.086240012,15831.8784805925,15863.209848745,15036.4905039792,16141.2911131903,17030.4030852264,16848.2162371755,16671.6100381049,14577.3457840188,16180.9523379042,14241.3857475032,15945.1371713886,15242.7276009737,15228.2789226125,15277.1607465136,15783.1133286561,16559.943055263,16583.3420840285,16684.8252249255,16624.8012373416,16010.8855172011,15959.3918154201,15931.0807758785,15176.3318283174,15058.0424537071,13970.9999499035
,75.1,14740.8519366459,13905.0149945576,15588.935566647,15696.8847673013,15490.5116952226,14716.2675063817,14194.3930264048,14560.2621034443,15697.6506286873,15171.7115991314,16327.5112370573,12546.8767452553,14869.2704552794,15933.4989266065,14702.680559897,15178.3374321738,16183.4785588441,15309.2993102823,15621.3333548704,15889.4217932803,14327.3909074865,16054.1124910027,16269.9559322589,14483.6287214177,16109.9152746866,16611.0026933278,16322.2206946128,16717.6830457438,15817.7857291547,17472.6483668176,15050.858198212,15759.0601504045,16375.2827262539,15633.1618518042,16463.7113543573,15596.2047482865,16301.9337020076,16274.5803926397,16866.1870075219,17022.2814344039,17187.9823751574,17181.775184555,16480.2347373122,16420.338537553,15810.490079695,16485.686975268,16246.0506931744,15254.0502043381,16290.9370147765,16832.3036782773,16916.9824625712,16612.5619815576,17615.2268479909,15719.1897477033,16825.2426715183,16050.7295130729,16252.2417838174,15542.8252707773,14178.7027243492,15747.1066218127,15778.8039850414,15809.7623231357,14985.4315452189,16089.2038803618,16973.3973114678,16791.5167667559,16615.6853577789,14530.6125201994,16125.8871726525,14194.4541569429,15889.4710911219,15188.4813785674,15175.4742974655,15221.9480590853,15726.5283407099,16501.4815195044,16525.5707570501,16625.4619240189,16565.6738467285,15954.8863656831,15905.1032896201,15876.4749726395,15123.9609252381,15007.082573855,13921.8756595799
,75.2,14688.4064820575,13857.50465927,15534.527970479,15641.2323900417,15435.2042805626,14664.2701119607,14144.4933146564,14509.6210554395,15641.6736897172,15116.7681538228,16270.5646337496,12512.974762869,14816.2943225634,15878.4315032589,14653.4451791263,15127.6143302693,16128.7339084587,15256.4732943865,15567.0855166729,15833.5024708541,14276.6420713073,15996.230064971,16210.4676851144,14431.2493611047,16056.9656725625,16555.1712191472,16269.5450818374,16663.3813325785,15764.5865155371,17416.2519815716,15002.2882810723,15708.7809436972,16322.7350833963,15580.7452565873,16404.5800165154,15541.154068235,16246.3383207155,16217.7521483841,16809.769623706,16964.4176968359,17130.6582778336,17122.6638198873,16423.4768464638,16364.4368351648,15753.6808943781,16428.7879878735,16190.1540908088,15199.0074079488,16234.6438236761,16774.9762962278,16858.5518716829,16554.9155167126,17554.765636704,15665.9456602579,16768.7992215491,15994.7070779824,16195.554255097,15490.7932989349,14129.6639426836,15691.8501649491,15726.9629687278,15756.8504874044,14933.8151967015,16037.1615090927,16916.6583300215,16734.7902826686,16560.1616853005,14483.5464581833,16070.0888054231,14147.130225325,15833.307960243,15135.0949401903,15122.8732266186,15167.2630696238,15670.9642223295,16443.9122588306,16468.1741439696,16567.27011657,16507.1172941899,15899.6710536611,15850.7861035503,15821.5204361958,15072.0805563519,14956.6663805923,13872.6479543171
