,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1
,80.3,10754.2140934861,10075.1277397142,11293.8383297535,11558.6338349882,11581.0404925637,11111.427291366,10913.3418432653,11227.2747590774,12155.0285482231,11903.8382485939,13199.2800201795,7782.19588506967,10856.5517722582,11493.8840719116,10870.5114102015,11298.9696141611,12185.0950264825,11586.7820604775,11903.2480864647,12250.8781179978,11185.5569956379,12629.1221861325,13125.8249146312,10389.4886971971,12530.76912294,13067.4878915292,12504.2823550049,12817.8258480572,12270.6990638967,12659.4985753088,10873.3146187031,11507.7649440183,11886.8403534165,11097.5276534804,11442.3655483481,10944.0515604554,11747.3922245742,11671.2079181187,12018.8347164845,13586.5576092903,13881.7855314673,13596.5901103074,13149.4783046042,12870.6370435757,12606.4999855746,13167.4410474189,12946.5235675785,12234.1373258125,12840.7515034361,12725.4672451507,12490.5039253881,12398.2872647856,13560.6698822609,11395.1412979204,12843.3214202162,12345.4094669879,12221.0695489585,11863.6412739485,10954.2153451321,11540.9943202928,11763.4240159549,11654.5173073804,10933.6971407183,12083.940918039,11712.8233682193,11458.662617506,11490.3441816618,10084.7381208024,11221.4852764205,11061.8506497008,12404.6179669366,11934.2902491609,11893.0264905193,12172.0674444823,12475.4332103423,13041.4344458468,13052.2213368506,13164.4119173748,12931.4079648362,11351.2243466091,11329.6162061402,11361.6871736768,10900.6272169203,11074.7715448837,11341.2612868405
,80.4,10476.4703860951,9824.02287829409,11024.5217687558,11314.3188415564,11363.9975533957,10921.3946982226,10754.4503846693,11068.5646808897,11993.926029063,11774.2717674838,13088.0340031698,7475.58239040745,10577.0559801132,11194.8153079997,10628.2503524124,11063.0386670272,11952.1211820927,11381.1992372481,11707.6041871181,12075.4200282585,11046.4103523033,12492.7362288639,13012.7956280171,10087.948043753,12393.0032633148,12931.4489453878,12342.566041655,12652.5930010557,12130.963501354,12409.1287761625,10661.8124603129,11289.6045065688,11641.2754090627,10853.1862399415,11067.0909570293,10618.6796275492,11426.8450381513,11344.482500776,11658.7000369347,13453.2956760914,13763.7553103622,13453.9366699667,13023.2752981144,12713.8862907362,12492.4978525964,13047.4657807661,12826.60363301,12130.793918888,12716.7631305185,12495.8609151354,12220.7225509319,12156.8611259361,13367.5575191915,11101.7283707048,12672.7742102,12194.7278489783,12051.403508811,11710.0233953517,10832.5527711219,11357.6267635503,11565.3873492447,11434.408041469,10714.4808411753,11864.7104969531,11319.3631307559,11045.0118881176,11106.8947865117,9738.34947054235,10875.3667725227,10929.5434616877,12266.681362411,11808.822427618,11768.0738058889,12066.0596898207,12359.3902203088,12917.098227216,12927.5566313218,13040.9025757294,12791.3749345957,11061.8812545151,11040.0558177981,11068.7848441281,10637.2079546825,10851.6356568624,11251.9286927298
,80.5,10163.3848809747,9539.55735473461,10716.9993133299,11034.9405081442,11113.2731136928,10704.9233501309,10573.9610664893,10890.351981773,11816.496875159,11633.8479058773,12966.868720271,7163.22582992453,10262.1545584104,10854.848707852,10353.4035747806,10794.0964757419,11686.2995118322,11148.2534330971,11487.3097461427,11880.0074165525,10893.1608004416,12344.8439685368,12889.5262403566,9751.29984038609,12230.4643169852,12772.938963645,12150.0300081173,12454.8001877473,11965.6093048531,12119.6499763793,10418.0936410169,11033.0396588489,11356.5782810225,10572.8583293033,10649.5036512576,10253.8566222402,11063.8012869855,10974.8955518364,11253.343167482,13308.1833166139,13634.5562931521,13298.094960095,12885.3149246073,12542.7198037619,12367.9686952262,12916.008867037,12694.1427231949,12017.9108605588,12574.599038543,12239.080704974,11920.1619018755,11889.4100274044,13155.2079297671,10777.2527890596,12466.078219071,12011.9316953365,11844.4662007021,11523.1534001332,10685.6528721605,11141.0301935324,11328.6150946156,11174.6630668094,10456.8632047248,11601.7391279699,10879.1795523566,10586.8721242613,10678.5252709427,9356.74468044331,10487.0487163712,10786.2802483851,12115.6472100279,11671.3415625515,11631.9700292683,11951.5541124696,12230.1828540094,12778.6118383523,12789.059843855,12903.2478554868,12632.7342352513,10740.1676514301,10716.6434720817,10740.3587585133,10340.2098310116,10599.3341520381,11154.7910845097
,80.6,9814.39178053832,9221.65693948225,10371.5239250078,10719.9976493093,10830.574478895,10462.2279160344,10372.2390986857,10692.394692846,11622.9150451371,11480.684972206,12833.2720121446,6854.13269380825,9910.80053028751,10474.7914360881,10046.9521259006,10492.9182511605,11389.5745212755,10889.2390453799,11243.8894218371,11666.5744721921,10726.448895343,12184.8256426576,12753.6579396967,9375.65214778188,12041.8110263972,12589.6884358706,11924.6488412854,12223.0138490936,11772.5039795373,11785.9475524664,10137.7791429257,10735.0620659342,11028.0756749888,10251.795343704,10189.2091506737,9847.90334232862,10658.196182887,10564.4934532617,10804.9708679215,13151.1770670013,13493.9428315309,13129.1562458497,12734.7657418075,12357.8269809573,12231.5619597758,12770.8538057294,12547.6020579826,11894.9447762444,12412.0703024193,11958.9190451238,11594.4785132332,11599.8426419536,12926.391760425,10427.9140386582,12220.3917500858,11795.4009069509,11597.1721754114,11301.3359911535,10510.548355353,10885.8613393279,11049.9202642052,10873.061077036,10159.2677190611,11293.2561585229,10398.5428291003,10088.8190022691,10209.3786366238,8945.68389636227,10058.865195193,10633.7472952243,11951.4688531512,11521.8449127736,11484.8826363791,11827.3475181364,12086.8453726356,12625.2321231662,12634.5101504267,12750.4281251761,12453.9243673297,10392.3113497027,10365.0613269687,10381.2745644181,10013.2323002089,10321.2101482009,11049.4864235477
,80.7,9429.95097933888,8873.0462648597,9992.23068415823,10373.4228051533,10519.5128411539,10196.4775917874,10152.6329844477,10478.9110782659,11416.784097426,11317.9177857318,12687.5283398145,6558.34411109792,9523.74795583386,10058.4295385293,9712.46585606565,10163.6304931974,11066.6293758336,10608.8480873262,10982.0686535623,11438.3087775281,10549.435129649,12015.360143178,12605.4329287511,8963.76503122748,11826.3704899282,12382.954130911,11667.8160554828,11958.1499760065,11552.8211735634,11408.0856863898,9820.72064298203,10397.8354025012,10657.4332354331,9890.84397127016,9691.95850145456,9407.41838823651,10212.4192987801,10117.336398144,10317.6298686754,12983.0712833394,13341.1356943766,12948.7672695391,12572.8676932189,12161.5966489407,12082.859967598,12612.6267953729,12388.4940907146,11761.6254480776,12229.5869558162,11660.552751174,11250.5809163309,11294.0479056729,12684.7194009167,10058.4762038056,11937.904741017,11545.787659013,11310.7478467142,11045.1024013541,10308.8073258857,10591.1719297684,10729.8612862335,10529.2807529255,9821.86156888677,10940.3856435258,9883.09391408222,9555.68849900611,9704.92405191899,8511.143140803,9597.90072575731,10473.7955528308,11776.7228981264,11362.6844856696,11327.6203643488,11693.6072590416,11929.4520956734,12456.9691053198,12463.6318045266,12580.7142845414,12255.2047394408,10025.4722143667,9992.91455292782,10000.2327301336,9664.89749287057,10025.1452011495,10935.4663854932
,80.8,9015.2868127022,8499.22778746092,9587.03746809197,10002.9136565993,10186.6089166901,9913.92626505996,9919.83709676221,10254.4298265576,11202.5456924129,11147.1652425133,12529.4056221558,6285.20464506135,9105.94016370151,9613.46956635365,9357.30775865848,9813.72139047374,10724.9014122511,10313.9827996929,10707.6098529902,11200.8112811156,10365.7674428395,11836.9878241964,12445.471839451,8523.74263415837,11587.3800278531,12154.518384347,11383.2453655382,11664.1396085939,11308.8364461976,10988.3499316794,9468.66363201076,10024.49144121,10248.3547838961,9493.07808267315,9168.32008462518,8941.19918248691,9733.16065322476,9640.98084971262,9800.59622935709,12804.1597901349,13176.337120296,12757.9006628002,12400.5666961521,11957.2124497718,11922.8250906432,12439.2195913355,12213.4850932585,11617.852712169,12029.201877714,11351.5204061356,10897.2147768452,10980.43039924,12434.8226361874,9679.88282311968,11623.1324764705,11267.6245101962,10987.9715988463,10757.9488001604,10081.6285335347,10257.1002098948,10369.5721402797,10145.7329689227,9447.8735446101,10547.1467646341,9345.59954866301,9000.19242605597,9177.32989562146,8065.56024599575,9114.21527685095,10305.1637806212,11591.5121102795,11193.5186855193,11161.1467565402,11549.0515062927,11757.152381782,12273.0352664455,12277.0063149339,12394.9631941506,12038.0615656727,9649.68055293043,9608.34798410865,9604.14046275904,9300.83805114443,9716.20651643178,10812.5344770716
,80.9,8577.05805394883,8106.95013740016,9162.30390744349,9614.3502585017,9836.21900533203,9618.85849283094,9677.18085329741,10022.8523957637,10982.0898829437,10968.6198755244,12357.8085207598,6040.90073136576,8663.49061261783,9147.58970268362,8987.92829149467,9449.54310276712,10370.224029383,10009.2459684534,10424.9535409929,10956.542435254,10176.2060798465,11649.3290468927,12270.7788639778,8063.34392376371,11326.9688300685,11907.0402343262,11075.2756484043,11344.4750282462,11043.9023616057,10527.3643433411,9081.88934722053,9617.49606702889,9803.1542100773,9062.62498898227,8627.45115921969,8459.05570822882,9228.00340148383,9144.9630291908,9263.48592446851,12613.4919092526,12997.4420634465,12556.2527590769,12217.1078499379,11744.9305125055,11749.8709032441,12250.7357078878,12023.2363952737,11462.1651531588,11812.039132554,11037.4373756844,10540.7615508579,10664.1250062066,12177.4883323617,9298.58289116521,11280.6123335296,10964.7740553793,10633.664799312,10442.8381117833,9831.36774479498,9885.35335936693,9972.639803184,9726.42291833788,9041.99110349281,10119.2055458833,8797.35544245031,8433.51245123591,8636.09533976287,7618.3197624512,8618.27541466249,10125.977283172,11396.4842022808,11015.4699320848,10985.9528374051,11392.311215747,11568.9747946608,12072.3261138132,12073.2622801813,12192.6302045147,11803.7220150825,9271.76074194186,9219.52115282925,9201.48037774878,8929.29690818156,9400.89499723105,10680.3158075728
,81,8118.22958403007,7700.72437479747,8723.00576875098,9212.41174954643,9474.79853467542,9315.30453385463,9429.07150451073,9786.67235892636,10755.6323019634,10779.5699696576,12169.0313225364,5825.1866928472,8200.37280397865,8666.62581359105,8608.50397120501,9075.97581037356,10008.1013266225,9698.51057877635,10138.1933714836,10707.0957931053,9981.24241486428,11449.2538157991,12079.3094243405,7587.83175903134,11048.1020824867,11641.8996635429,10746.773966506,11003.4552756703,10761.0208624098,10029.9337293821,8665.63160342264,9182.58353410459,9327.96160867707,8604.72111102404,8078.7371718729,7967.82629228407,8702.8121605427,8635.95071137101,8713.9407638407,12407.1485447588,12801.4221055446,12339.9695500356,12019.6513482689,11523.1912904637,11561.4061493068,12044.6330288782,11816.1525332591,11292.6352530843,11578.8729217523,10721.296809756,10184.3768401155,10346.9684989502,11912.2094892062,8919.30609533974,10915.409636417,10641.2275862962,10254.125760086,10105.4313562479,9563.26512273064,9479.8683631021,9543.83031002695,9276.27835210089,8609.25308429335,9662.21620899294,8248.43791946136,7866.11434199322,8092.34617312679,7178.00356947969,8118.26808431555,9935.66154561197,11189.973771657,10828.0586431839,10799.6488873113,11219.6382874713,11363.7818284435,11853.9806750581,11850.5489056235,11970.43959504,11551.9249881093,8897.57012233043,8833.06153409134,8799.60622870008,8557.55021177538,9084.85532362366,10536.2412577202
,81.1,7647.02529250772,7287.6817891836,8277.3586435305,8805.13708185691,9107.80978936006,9009.01221360127,9178.83343563897,9548.49935543419,10523.1060959014,10579.5673670852,11960.4372338252,5635.45606432848,7725.14749486668,8179.84712558033,8226.33025094402,8699.61222731979,9644.41641289083,9386.91295430344,9850.47624827738,10453.5373959298,9780.5793830866,11233.7669102785,11867.4389282645,7110.70360869367,10753.0664752307,11361.3552692717,10402.3903006185,10645.5792751274,10464.0033132394,9504.13839324488,8227.07443667828,8727.45084616691,8832.0328933923,8128.99021098684,7537.88656917767,7480.57737941716,8168.71839512721,8124.30133242352,8163.99339089225,12181.7392223506,12583.6708244169,12106.5097040482,11805.5152199139,11289.986944725,11354.9482378407,11819.7529070152,11591.095999497,11107.5228802191,11331.2945728366,10404.204920452,9829.96934239756,10029.797246466,11636.0419262008,8545.3265289706,10533.9365521902,10301.9818510245,9856.0602688967,9752.3758776193,9282.13324706383,9047.53354826776,9090.28742390822,8802.35748022217,8156.76256776126,9184.11525975891,7708.41856117546,7309.55659484945,7556.46971729523,6753.68290883077,7626.16523710345,9730.36686915472,10970.8594228377,10629.0650800921,10600.1061307483,11028.7954909991,11139.5684480635,11616.1969188619,11607.7690507184,11725.2414660571,11281.2199507059,8529.77482332255,8453.04057984468,8404.79131022534,8192.39389710938,8772.20492442996,10378.1216437291
,81.2,7173.03353129872,6874.93251200993,7830.43212850362,8396.21873392874,8737.60334345584,8700.55167129963,8924.91137072288,9305.76840685586,10279.1976904484,10362.7175338279,11727.3933826977,5464.42915775652,7246.76628423843,7694.66314862238,7845.12977622532,8323.61193819446,9279.25756396952,9073.23434550852,9558.80894933437,10192.1417379969,9569.40953999867,10997.1918780584,11629.8951289186,6640.2221954146,10443.9399897232,11064.4951587283,10044.0047879152,10272.7843760736,10152.7432218115,8953.73118262387,7768.86746207465,8254.23993463857,8319.4782337573,7639.6086851635,7012.16839826049,7003.19146686414,7633.76198667311,7617.36049116206,7622.1926051861,11931.631347691,12338.9388064173,11849.1189386467,11568.2024580804,11038.4322397568,11125.0634725524,11570.8287051178,11342.8261676168,10902.4940277643,11066.8546106976,10083.4591650625,9474.28662984243,9708.36074211655,11342.1807995977,8176.73065802828,10136.0764723347,9947.15664449175,9441.50504211147,9384.14385007862,8987.45740868799,8589.94029101438,8614.80681337211,8308.43964490154,7688.60471047168,8688.73771516717,7185.32357734393,6773.19707977935,7035.3078562831,6350.62080509395,7146.03908825876,9503.04548062395,10731.9290427109,10412.6629727333,10381.6644010438,10814.4645201751,10891.4168201875,11353.7637951819,11339.5454314923,11452.1516887813,10987.8124211707,8166.70766811638,8078.22619264438,8015.99331174607,7832.3173232867,8459.46924892471,10202.5528704573
,81.3,6705.06217402362,6469.18180855324,7388.05781649907,7989.70838998485,8367.73976795576,8391.42327801923,8667.687613797,9057.36287305044,10020.1475146205,10124.8211600313,11466.0270069924,5303.62116640032,6774.08793922331,7218.2673058234,7468.54584763909,7950.82659195818,8914.47843252501,8757.81247493971,9262.36591694556,9919.9989951689,9343.93055076644,10736.232848228,11363.4158497049,6184.36131148689,10120.7032406049,10750.4867271542,9673.54897472816,9887.09783486774,9829.36597295287,8389.18000158247,7299.46770338463,7771.41272065395,7799.48269559224,7145.68938036155,6510.73128248159,6542.74907479366,7107.64430283634,7123.63044032714,7098.24782332195,11653.3056962954,12063.1450706108,11563.3334759447,11303.2588869872,10764.0432248213,10867.6846350245,11296.2852918232,11070.9586168901,10674.8373434658,10784.8134893429,9755.98163030673,9114.68794773534,9377.94700672081,11025.0844363986,7812.35199767595,9725.38597726587,9578.61059933734,9016.1060000057,9004.72835181804,8681.81815561638,8114.96409751784,8125.1931148065,7802.83594126148,7212.90042140916,8183.92797139282,6685.18414066289,6265.59090553987,6537.20252434359,5972.75670096513,6685.96645024135,9251.89852520665,10471.6294012615,10176.6769444469,10140.1611669216,10573.0754824151,10616.3006479557,11063.1960603909,11041.8212302839,11147.2211925015,10668.1506876846,7806.96274095938,7710.59884670052,7636.36519053855,7481.54828627309,8148.44667129175,10006.5084367639
,81.4,6255.35711890612,6079.50933648871,6959.10622332433,7591.45337358998,8003.5265203013,8083.23817403804,8406.42620746393,8800.83964920153,9741.90293851978,9862.21170677443,11172.0758823064,5145.56813651238,6319.21743144745,6760.84558058714,7102.39369651579,7584.87667228106,8551.54893309879,8441.42583677788,8959.6501276842,9633.54756193092,9100.24004813982,10447.265302723,11066.5426545565,5755.23122963308,9784.68588949085,10417.9720447086,9292.84076510711,9491.28076503882,9494.28076003387,7824.90861452793,6831.73277220466,7290.46528596589,7285.43203547631,6659.94106356665,6045.56807953431,6108.06171637742,6602.35110615505,6652.12695646846,6603.11097571153,11342.2379267554,11752.6916660108,11244.8065999396,11007.1557805384,10462.5969189326,10579.9390025023,10991.6635194196,10772.4007248362,10421.0259860013,10482.7401357706,9418.27652093778,8747.98578116381,9034.26309379031,10679.8524671412,7451.82712929752,9303.54351126661,9197.61406760639,8584.14779084298,8618.74146322847,8367.13478404892,7632.18879482667,7630.79844096732,7295.42281444886,6739.11551074151,7678.42101378635,6215.63446653753,5796.41025451617,6071.63281809011,5624.40023992353,6251.15194656163,8974.51599822287,10184.0136824077,9915.05371205295,9869.98240372291,10300.2229230592,10311.0093535575,10741.0531477169,10711.8115118907,10806.5787749158,10318.9038056899,7449.17085823825,7347.87160333182,7265.13359495035,7138.75023461384,7835.95089653672,9785.66001570505
,81.5,5835.63786206376,5713.00302186701,6550.14580759904,7206.01516051227,7646.30581430103,7776.35381408686,8139.66550883089,8533.84752877599,9440.80617909723,9572.74300490507,10842.9763626464,4986.32084499728,5892.95890416501,6330.55689798033,6750.5819253681,7227.96993566386,8190.80204167699,8124.14273422906,8649.03061001046,9330.17728188351,8835.45708116089,10127.6599194745,10734.2918586971,5361.76324169048,9434.96237633637,10065.5884449629,8903.66530752157,9087.73431533776,9148.01990710354,7272.4694039639,6374.28228794008,6819.38481756744,6786.71982765153,6191.89657163651,5623.55782828713,5705.06786826586,6128.67816398683,6210.89801962301,6145.72968441019,10997.3728002528,11405.565200673,10893.0114308974,10678.1576321578,10132.2065308781,10259.4626955882,10654.4335504199,10443.2326879681,10137.9853389242,10158.1793719708,9066.52785889145,8372.30471983346,8675.38223452788,10304.1749452423,7095.48084845638,8873.87429932624,8804.58372360734,8148.83089729133,8225.60340311567,8041.67250591515,7148.5572813495,7139.3112144958,6795.88941072411,6276.00365150819,7180.93396891986,5782.62832875085,5373.4705578771,5644.93314051044,5309.09289433412,5845.94413843135,8667.61965928131,9866.80160681824,9623.76308671693,9569.16634008639,9994.67720244483,9972.87131884519,10384.8442805764,10347.8398709707,10430.0069519783,9938.7366352899,7091.57424819667,6988.90295641512,6900.77902354633,6802.62606560054,7519.36985623426,9538.00566340909
,81.6,5455.69351811369,5376.36731759522,6166.2832061692,6835.79424831341,7297.76684759151,7469.38626567205,7864.65596821487,8253.63959421197,9114.13003903125,9253.22734596892,10477.3746076914,4822.81236592524,5504.80804338839,5934.03887250174,6415.901088204,6881.74754409791,7831.2898060763,7804.11651563549,8327.99468026185,9006.5096677931,8546.48691808206,9776.27038049026,10366.5665749423,5010.40508550562,9071.48017121579,9692.12466387649,8506.9177777262,8677.72050586552,8790.51180369854,6744.54649949338,5938.13054773217,6367.51642148028,6313.81091454337,5751.81775663816,5248.36744760996,5338.09640026938,5693.67470855141,5804.99559781841,5731.44646195746,10617.633359369,11021.7587272833,10507.1284326159,10315.6273387539,9771.60919324612,9905.72210986405,10282.6943034322,10080.9866966741,9822.79874600619,9808.22938056625,8698.4124605319,7985.74036002004,8300.21588681298,9896.82295377957,6743.70041803925,8437.57319899547,8400.34793143401,7713.28563940373,7826.24361087978,7704.95640347752,6671.90826795863,6656.86388798285,6311.80669919499,5831.18843948965,6698.96437286293,5389.72530727339,5000.71198751531,5261.89193684445,5027.69599172384,5472.11194714493,8331.36264053703,9517.03905041852,9301.47510991187,9234.40174620549,9653.65700491667,9599.38465204131,9992.31287676189,9948.28454116656,10018.3493790493,9528.68221409756,6734.44459057708,6633.46819752307,6541.82171989927,6470.74551525824,7196.09706958399,9260.23836756525
,81.7,5120.09410209805,5072.88148171131,5810.57583884459,6482.54487136147,6958.8110713738,7162.49464638931,7580.8727960567,7959.60486484744,8762.53750553464,8904.62560207012,10074.5352110125,4654.87986132777,5160.93328581753,5575.12755482774,6101.04222428226,6546.99001299756,7473.82802070572,7481.7408406448,7996.85309338828,8661.95421276389,8234.24917752966,9393.93525976994,9964.43253112949,4705.35441119581,8691.9598248815,9296.05356748941,8103.04397914325,8261.78242800881,8422.25873304467,6253.41289764414,5534.24738088214,5945.16010177253,5877.56522916257,5350.34631869547,4924.38341084993,5010.27092764886,5304.59689956633,5439.22302581032,5365.7734841301,10204.6148136111,10602.0659319412,10088.8743112794,9920.76398379057,9382.73982015731,9520.06717801768,9877.64020841933,9686.16692960838,9475.29602589798,9432.15369929317,8314.38221112006,7590.31039144147,7910.06076531443,9460.58723057934,6399.06193100934,7997.74407673402,7987.19294330269,7282.15190740928,7424.08837735023,7358.31026484439,6213.44465044704,6195.00537095574,5856.0121859594,5416.33379987038,6242.53216354959,5039.74928536396,4681.00945471944,4926.33406344165,4781.74527132903,5133.67762886063,7969.2961138874,9137.34043119361,8948.12021518362,8867.81497911656,9278.78661811451,9193.546362038,9565.98954263855,9516.0493348053,9574.52605061489,9090.44586173803,6380.14032508899,6283.368894319,6190.64950555715,6145.40430478183,6867.62720660535,8952.88801210419
,81.8,4832.60231743044,4804.17312622922,5482.98676837533,6144.69527192097,6626.75009520842,6852.34814211429,7284.55993524763,7648.43949156439,8384.09244733557,8527.16551973679,9635.43028328374,4484.76109802949,4865.26393620159,5256.00091634896,5805.94802237833,6222.18998429769,7114.48230655793,7154.16243416569,7652.04588130434,8294.23471590035,7897.57522416569,8980.21517635241,9527.89424433504,4448.76662631329,8293.87965494301,8874.60920761982,7690.25381481005,7838.70033113747,8039.64302682191,5804.74767438244,5168.22431538502,5555.79950960799,5484.0742012145,4993.22827219263,4650.57059935862,4722.38776245151,4964.90145027959,5114.77149097368,5049.89387601079,9755.65892537791,10145.400879105,9637.27549050943,9492.72775810796,8964.43844100492,9102.39536446502,9437.85616837596,9257.02635438426,9093.65734976022,9026.52206728957,7913.76527501358,7186.26988206343,7505.36072351701,8994.48104003348,6061.79409177299,7552.46970815035,7562.79925494929,6854.60213677844,7017.84064536439,6999.97033160531,5777.57711471903,5760.5248285225,5435.74309618823,5037.22727672335,5816.76660464981,4732.31463285543,4411.94826784744,4635.91269524985,4569.33092263516,4828.57461734256,7580.7535947343,8724.61224192214,8561.24254133968,8469.98773595432,8871.8239459456,8756.94347147176,9107.39899902409,9051.62239304091,9098.25973012659,8624.99507930096,6028.13565697786,5936.05396244864,5845.08028506738,5824.03503094611,6530.43555237767,8616.59509162791
,81.9,4591.97531060254,4569.60474266217,5183.78543010492,5822.71173651996,6301.24209928689,6539.02190038733,6976.27099556076,7321.04268781284,7982.32357610748,8124.41157538347,9164.69143470344,4316.80260330089,4616.68284383562,4975.88833871135,5530.88270355988,5908.14754384863,6754.92351850039,6821.97747397807,7295.36863395113,7905.46903480402,7539.96424042109,8539.13824383276,9059.6017148631,4236.82310002024,7880.46875765625,8431.94969778412,7273.11670663546,7412.35759979973,7646.19168693127,5404.73352700995,4844.6483507345,5203.52697991397,5136.79331838928,4682.86278617357,4423.13987762795,4472.41388612704,4674.11320220341,4831.57023593282,4782.00128101701,9277.55156068646,9657.84421828506,9158.19380409022,9036.42505538255,8523.44479118264,8656.74243268415,8969.16549328537,8798.31476611624,8681.97917532206,8595.9699807583,7500.75542082238,6778.85451051194,7092.20947146995,8506.47844624638,5736.34318402366,7107.26293978592,7131.53597530901,6435.20943281428,6610.29120842541,6632.51649578138,5371.41385779226,5359.16191819981,5057.0012989801,4698.67829118909,5427.19864771098,4466.11232649846,4189.37319748934,4389.03699354133,4389.62241732555,4557.47396121688,7172.78948884824,8285.44156448589,8146.7096671376,8047.48695900523,8438.36569538395,8295.41290067001,8622.35975681523,8561.74473650451,8597.84674747946,8139.24816872841,5682.96532584511,5597.12118014437,5509.59783021442,5510.33384355646,6189.13738134468,8254.01048120157
,82,4396.06275768399,4369.36946634744,4913.66509233769,5517.55613236767,5983.17710213006,6223.37552427572,6655.85715525064,6979.53527602166,7562.40606309289,7702.67614736882,8670.80212740242,4156.23937597368,4414.13705693309,4735.00869614935,5278.38960709092,5606.89823628498,6396.60952206652,6485.71214789285,6927.77083822788,7498.95693393702,7165.68486307676,8078.15401627255,8569.7929913042,4067.98771885134,7455.90835035218,7973.40691278043,6855.52215211481,6985.55012322663,7244.26475801135,5057.01316450912,4566.80830520021,4892.29437549291,4839.73967221132,4422.583359878,4239.95623195599,4260.99196012017,4430.85938071717,4589.21721517855,4560.34331504749,8775.17710809784,9144.91270114175,8656.39579706837,8556.44168028784,8064.61916630164,8190.24301286221,8478.45793897856,8317.40602000477,8246.47825072772,8144.18953088287,7081.22705725265,6373.91177778964,6675.62544472244,8002.96330038998,5426.77487791886,6664.91976065084,6698.19866540043,6028.26331679521,6207.82542118281,6260.92509291522,5001.64871916888,4996.26446762374,4724.02464034522,4404.58506238001,5077.9162672186,4239.57560427486,4008.94044612463,4183.27055375456,4240.76653934938,4320.98995189067,6753.69739814475,7825.83862256607,7710.31255263644,7604.62150296359,7982.6511528655,7815.02720721207,8117.05430115955,8052.60953461803,8079.50166185819,7640.16161082218,5350.21183182958,5271.19299201836,5188.84395874997,5208.28328818122,5847.72950005109,7868.33375262229
,82.1,4240.01998630807,4201.08902186816,4672.3962739708,5229.74633089702,5674.38742150534,5908.55474081409,6327.90823664443,6628.50694786367,7131.99541372607,7270.3486969688,8162.01994235159,4008.48367095307,4253.08631137287,4530.9805693834,5048.46765053304,5319.65342454934,6043.0867177106,6149.90399524601,6554.83900866429,7081.11193727647,6781.85055282678,7606.16989260407,8066.58089227026,3936.40888935961,7023.91061582681,7503.82733608285,6442.21906853431,6563.21450875353,6839.02347989139,4762.17515613723,4333.99991461913,4623.13766151098,4592.96765349629,4210.23516978101,4095.45831806297,4085.47507285083,4232.4541107889,4386.13639475039,4381.42755575637,8256.96715218539,8613.99984799027,8140.16999828716,8060.1132121223,7596.27657100907,7710.4372597348,7974.56583116609,7823.00763391273,7793.58717190141,7677.63067733391,6662.49909000525,5979.18961391198,6262.97907562424,7492.60495519621,5138.10030717202,6230.65743619109,6267.51045419668,5638.11571934738,5814.76626150504,5890.37775215237,4672.09228458744,4677.04272256659,4440.55532131526,4156.93264561606,4772.01768064998,4051.1821611796,3866.00204423432,4014.99634777667,4120.15544994731,4118.4168454919,6331.32569293542,7353.46875238714,7257.90025240427,7151.47598382826,7514.30143268317,7326.44156277702,7601.57769416655,7533.70317324779,7551.37839962495,7135.22698278112,5034.37631661287,4962.52124029217,4887.79455365376,4922.80029115915,5511.79261639382,7467.34975129343
,82.2,4118.82118883818,4062.99796089781,4461.03593312892,4963.06417270012,5379.2143555646,5599.19645574817,5997.25624456398,6273.46219319325,6698.21494717305,6833.30753980646,7646.46168757701,3878.28345600197,4127.24917196812,4362.76716462245,4842.7709858543,5050.98746837422,5700.63132854764,5820.52379206082,6183.35095274992,6659.77872372548,6394.27920538371,7130.18944581218,7557.40728659333,3836.23797163059,6593.37598057213,7032.77090098307,6041.08253515105,6153.24529971207,6438.01588424641,4519.92584877779,4144.82883717928,4395.57786535002,4393.52175889195,4041.3649147175,3984.35104575938,3943.38581561504,4074.27374508749,4219.99817132314,4240.26701124157,7731.51017077672,8075.04965852322,7619.62224348888,7557.11894141831,7127.11948284154,7225.04267444696,7466.21860415511,7323.09617207001,7329.91874572806,7203.36769599823,6251.31202744801,5601.59193195508,5862.47459812021,6984.92192221327,4874.95150363117,5812.44884915011,5847.01046008563,5269.74255279568,5437.22224716853,5527.10026179236,4384.58946560943,4401.50911844243,4204.36553206628,3952.53846549481,4509.64999950484,3898.38883609965,3755.14615184254,3880.69336876295,4025.1934740474,3949.15099848967,5915.63525238164,6877.00520656874,6798.74748641448,6693.11898041999,7038.78124507672,6835.40651752159,7082.92218018566,7012.45784031608,7022.44737996325,6634.29787972784,4741.51044602244,4677.36011525062,4611.7551807281,4659.30727856061,5188.42785110263,7053.86691844139
