,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
,80.1,14107.7837449971,13863.1901175795,14677.1101711105,14743.7940739495,15096.5985227079,16707.9873487079,16604.4875171169,16211.6044823576,15699.7671385226,15559.8962556238,16663.441710875,9861.25361337672,15030.1925704976,15067.6049820013,14705.1314324797,16508.2764338928,15863.6040191113,17031.1035078232,17182.3739413795,17265.4939302573,18368.2473641052,18367.7420459539,19007.7349767265,15027.2060471197,14400.4225578895,15601.9917912642,15328.8291174878,17002.1971781514,16092.698769793,17702.4243622744,17460.3577885852,16956.5497242633,17406.7286173349,16896.853223592,17499.4665606358,15228.915491658,16546.1127167155,15288.7126889906,17834.0763280295,18083.0476579187,18095.9911817666,18913.6514591722,17968.4877255199,18983.3170393643,17918.0809465644,15314.6610027757,16450.3017370332,15425.5276563135,16657.1206657359,16437.9697420114,19516.0869280373,20380.9518816154,19762.810175318,19859.0340776414,19526.7320466105,16119.6129068449,16904.610093315,16471.3819883135,16229.1581676079,18201.9341135552,22168.7451768254,19978.2837276261,19855.9130711469,20365.821219209,21334.4423582905
,80.2,13733.5855911714,13527.7755872402,14341.6705862986,14451.2412139639,14823.5228933103,16424.1980372509,16355.096305728,15980.7064217726,15487.76637925,15398.538118662,16524.8033604363,9504.17421424806,14620.6865632941,14688.2424947513,14366.0179093413,16141.3880533653,15568.5962770735,16734.80707536,16916.8249929621,17019.08300139,18123.1023975479,18166.6049577132,18842.5492692091,14591.4454471458,14254.9546786914,15448.1641583327,15171.9272590067,16831.2660592778,15943.1273877832,17492.6818149476,17229.4833133145,16695.4797232451,17158.6526771195,16689.5433836866,17367.5500388517,15047.2144429756,16353.3643026155,15062.4323756023,17574.6781290766,17853.0574098253,17811.1793309335,18607.6266996842,17596.4730889262,18669.5376536371,17636.6882980284,15176.0656231691,16298.0874139658,15283.826357364,16495.9703545805,16260.0385349406,19346.5156483801,20205.1423571529,19562.9614627099,19675.4362198425,19356.0365362005,15918.0731044867,16745.0920694371,16245.9449404303,15954.1974969168,17999.4756360806,21990.423647067,19819.591647322,19679.1109848782,20176.4771883717,21145.6210559153
,80.3,13313.5438678784,13144.8534888857,13958.2850719731,14116.0952812636,14510.7975237001,16103.1146331772,16076.9299711539,15725.2600744564,15256.0079008812,15223.3708314273,16373.5721891071,9147.88979931317,14162.0298024087,14256.218415945,13979.5960135681,15724.6624788282,15233.4451844355,16401.3117319999,16621.9888222098,16748.4478299735,17855.6634684397,17948.9501451517,18663.5322439184,14108.2877473974,14073.5798722412,15260.528907333,14983.607193406,16627.7095736736,15755.399004809,17242.4562655441,16953.2418788612,16384.8722617493,16863.1873546343,16447.6360388631,17230.273548572,14846.4393054342,16138.4363336472,14808.4641201672,17287.3225611521,17602.3172683767,17498.8841498558,18270.9194374383,17187.4674680741,18329.3317358647,17328.5225505468,15011.6922858909,16127.5317796699,15121.751901553,16314.8759784031,16047.0228567918,19161.0411040621,20012.266974807,19332.7520093259,19475.6909291182,19169.3388169662,15694.9238941071,16571.1768232982,15994.3542105182,15646.828019351,17777.8911818401,21794.0666756906,19646.2509975807,19486.8835460184,19970.6113843624,20939.5813164826
,80.4,12847.8524851619,12716.9855725721,13528.892912164,13740.5933541659,14160.778849288,15747.3165236143,15773.0723743595,15449.2267814556,15007.167563666,15035.9098898909,16210.1669657922,8803.86769238869,13654.0037421375,13773.1695080395,13550.3321948134,15262.206834235,14861.4500639077,16034.4244683828,16302.7206259819,16456.8010489988,17570.0247408011,17715.9195439999,18470.0848916203,13577.518414094,13856.1380313238,15035.1080354435,14760.0933761405,16388.2180193846,15526.2375215106,16948.347858847,16629.9363794599,16023.3256689693,16519.7078633379,16170.069488541,17087.3074921032,14629.3389528047,15904.4269050282,14531.7415006199,16976.259141727,17333.6605316665,17164.1961359069,17909.462818113,16750.6116009856,17969.9804972019,16998.9044735919,14818.2738590504,15937.1629812324,14936.62360565,16111.9503618376,15797.0977501183,18959.3270372662,19802.568807287,19070.1696678421,19260.1338016197,18967.0913651453,15453.2083310002,16383.2288700846,15721.0395326722,15313.5307979938,17538.0770241813,21578.2752497767,19458.0240343399,19278.7323677178,19748.0527662677,20715.8908096805
,80.5,12334.4730813373,12241.7107962557,13053.876894326,13325.2326640875,13774.9576759819,15358.0873774457,15445.0341990835,15153.8153697076,14741.8592435234,14834.4563647073,16030.2861412789,8479.34327134733,13094.7199543162,13239.0561354943,13080.4946862678,14756.2271072093,14454.7593624668,15637.7233017995,15961.7024977418,16146.4514620003,17266.1905742231,17465.4555477725,18258.3936331813,12996.0186182204,13596.6077209764,14769.2663775966,14498.0850036082,16110.2433048943,15255.601253392,16606.4343333925,16256.6719288604,15609.5995206515,16125.9621231741,15854.4541126513,16935.3272471061,14396.2470506761,15652.2433878816,14235.3328827937,16644.3642217259,17047.6082076292,16810.3214328509,17527.5233543693,16291.9513601774,17592.8753402843,16650.3364401779,14592.6708303587,15724.3159689932,14725.9234616364,15883.3867936158,15507.853165003,18737.464073733,19572.1624331372,18772.7428086316,19024.4262995058,18743.9069150985,15194.6050637152,16179.0318469134,15428.2632272593,14959.2119863885,17279.0460824734,21337.4196945899,19250.3980682315,19050.8363390006,19504.2439772962,20470.8546335886
,80.6,11781.7723489815,11729.6085834029,12543.6801528936,12881.9989251701,13362.6409733761,14946.662757002,15102.6427891084,14846.8940748736,14466.3363407163,14620.8832594567,15835.2969180347,8182.53016539243,12494.4351295986,12665.7708365736,12583.1767245675,14220.3260102861,14024.611002857,15221.5547045085,15608.2000846238,15824.5490924257,16951.2200267118,17201.1972262024,18029.9136162397,12374.528829754,13298.1362594017,14466.2126676606,14201.7222299368,15797.3429785476,14950.4713352293,16222.4329606444,15839.6431384726,15152.827322508,15689.7944752664,15506.1500457742,16772.4962478023,14150.348862602,15387.0253390821,13928.5254131631,16300.4299828286,16748.8003210612,16445.5817850314,17133.8593603526,15823.9063999893,17206.0957213935,16291.1477899123,14338.0220024416,15490.7521214978,14491.8204558099,15631.0201371372,15182.9757079386,18495.9283259539,19319.7211530658,18443.8821514133,18768.565470969,18501.0137562068,14926.010667256,15959.4540150703,15124.2296888466,14595.4003984135,17004.2762777097,21068.2865625906,19022.0827914611,18803.1083723439,19239.5697204657,20203.5353972722
,80.7,11193.4133080995,11187.5177890863,12005.4142096089,12417.8836281533,12930.6740149418,14518.4021199213,14749.0501482427,14529.9704851625,14181.4591321027,14392.8336045867,15622.6607513397,7913.94857875602,11857.3602543683,12060.2692433585,12066.1677715182,13663.0149989957,13578.1233918019,14791.694025816,15244.2699290965,15492.3842920667,16623.653269641,16920.838956732,17780.5245579953,11716.7309389027,12962.1512538858,14127.5977151508,13872.8250336407,15450.8265716586,14611.4988496826,15799.3149130466,15383.703988084,14656.9886684755,15215.3841610778,15128.1410494075,16581.0633319879,13887.4920305208,15109.354944847,13614.252274243,15945.7646078214,16435.7096153988,16072.0433921351,16730.0802488969,15350.2875566946,16808.7384391044,15922.6026285292,14054.2573279965,15234.9589773906,14234.428919289,15353.614601855,14825.1916785424,18229.9263028716,19039.677022363,18083.9033210829,18486.4804035122,18233.8803103783,14646.838744263,15720.9939136415,14810.9507242872,14225.3082670143,16712.8012907085,20765.1781493676,18768.3440832891,18530.8327527818,18948.1790164407,19909.6091531312
,80.8,10574.7792693326,10623.5586041808,11448.3082829697,11941.1967459308,12487.6465614618,14081.0514059659,14388.4758278211,14206.1307724721,13886.6446126902,14148.190960456,15387.7819303734,7671.82757205173,11189.9365866073,11431.9910788486,11538.5013143008,13093.8494890412,13123.1934986489,14355.1306686423,14873.7154843523,15151.1428675907,16282.7453065219,16620.3800519577,17504.9165081307,11027.0537010998,12591.0293061153,13757.1612317644,13514.3322784785,15073.1250782458,14242.7360643453,15342.7136937923,14896.1327637353,14129.6972717412,14709.0785336751,14722.9534262337,16359.5024055063,13609.4614111951,14817.9477030873,13294.924665851,15580.4104513564,16105.9254324842,15689.6033245015,16317.2249232518,14874.6906297386,16397.7908785333,15543.9241731033,13743.9443107426,14955.6657048772,13952.9253120477,15050.300227117,14438.5892415528,17935.4958022347,18728.2371695945,17694.1103586584,18173.1201375554,17938.1849863493,14356.1736711572,15459.4359628694,14489.1671470419,13851.580298861,16400.4853471092,20420.4308268574,18484.363790918,18228.2906554665,18624.973298089,19584.5657886476
,80.9,9937.85369743585,10048.8186799083,10882.6188856684,11460.7107184826,12040.5775587546,13639.8332456908,14021.4259854416,13872.6414121143,13579.3029728981,13881.5271941376,15124.9677509674,7451.63498522023,10505.7147428018,10793.4959027387,11009.2601549247,12521.718880471,12664.778407932,13914.8040934363,14494.8572737905,14797.8168149353,15922.149145537,16293.1079765904,17197.003371254,10319.2177584699,12183.0092027753,13359.8394280444,13131.4735398312,14666.8572986393,13846.8700000464,14857.4279234441,14380.872956761,13576.2375987755,14175.1788386375,14292.8754146395,16102.0734741107,13314.9299549923,14508.922860703,12968.1650588264,15200.4376392479,15752.1893262984,15292.6857014418,15889.9611023386,14393.9748595644,15964.9274117714,15150.3365633,13409.0664928922,14649.6172475466,13646.7001412478,14717.8963113114,14024.3643198226,17603.9769974827,18375.78158552,17271.6340961148,17819.4575360074,17606.3155336089,14049.581745193,15167.9836489264,14154.451167207,13471.2178035494,16059.9930830628,20023.6069089121,18160.8434193981,17886.7847514405,18261.8067055946,19219.6825839691
,81,9298.12685288911,9478.32454724476,10321.8513584657,10987.1424206527,11598.8996307385,13201.8186670203,13649.2501051396,13529.318891996,13256.3739358426,13589.9985225044,14831.3489748253,7248.19030203366,9820.83060540222,10160.116777306,10489.3294578609,11958.0929994186,12211.144019636,13474.6190989252,14106.8374546313,14428.5951821088,15538.4591486802,15934.9844471939,16852.6542582185,9616.08707922998,11748.1351047546,12942.0489010328,12729.1787630719,14235.1678302524,13429.4174313933,14351.7945581324,13847.6535726438,13008.505232387,13623.9498287018,13843.3886232141,15807.78434216,13002.2299002953,14177.6923826616,12630.8940550049,14800.5755053735,15367.9347158822,14877.5140448609,15443.0922658752,13906.7155447913,15505.0578030153,14738.3894983291,13052.9991959069,14313.8888731879,13315.2571164228,14354.8717852029,13586.604106332,17230.1127910357,17976.8537627322,16816.7691449535,17421.1510722945,17234.3390054255,13721.85293604,14840.8965725992,13801.8534357474,13080.7189273577,15685.1145132205,19569.0714922221,17792.6585636851,17501.6760114175,17853.5663462267,18810.8634460165
