,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
,74.9,19321.9174260989,19113.8323959373,20269.0705674844,20042.4283098494,20310.2697423768,22283.6947009581,21807.5949340772,21161.1735942522,20390.6271356391,19339.7410331806,20577.2552193129,15121.157829035,20813.6625778428,21090.362358657,19935.2181506755,22227.2926107699,21017.5836754981,22795.4989224667,22227.9860395877,22172.1064097342,23516.786556326,23429.4228929732,22979.1852981373,21057.1977965038,18721.3657124649,20319.1624337204,19876.8848514465,21658.833934064,20566.5451570655,22896.1968518167,22637.7286543518,22216.3194828603,23094.2272297663,21974.2507177312,21421.4401238635,19713.9705965703,20986.0107286675,19853.2460287215,23401.2054439073,23652.281642291,23516.2189108388,25043.0627992691,24556.9163586663,25231.8070974147,23622.7385914087,19574.8131076953,20913.8741900313,19439.5971763512,21358.6283602355,21528.9664650862,24196.6610343306,25055.299747092,25098.3641314532,24680.149972488,24329.7077082436,20659.0650272926,21398.4948139754,21683.5488187846,21917.5603249951,23497.2193655361,27415.3627207502,24516.7789155454,24783.7073493965,25441.5874799069,26480.0694611804
,75,19254.6554806185,19049.3231117126,20226.1673830856,19972.9692577763,20239.3667934423,22207.2281040451,21730.5113201396,21087.0127802362,20319.4462361129,19272.9419205803,20501.9857081595,15078.8673240358,20739.4050572109,21016.2784271709,19870.1031209945,22152.8912641433,20948.5018247287,22711.5045498466,22151.4976037692,22094.6205714461,23440.5254582403,23342.9982833729,22901.2901080822,20980.5638760686,18659.4523301879,20249.1231345908,19844.9662723786,21584.1362152505,20495.7848366986,22846.6011794578,22563.5463278506,22145.4254765565,23014.6266992976,21897.1385672504,21347.8944275576,19648.1582281866,20916.5660291068,19787.4149700156,23350.0610086126,23568.5524525158,23444.8052860051,24955.144097138,24469.8223791571,25142.3070206863,23540.4467569877,19513.1005512616,20839.5570350817,19374.7072674045,21281.4130026484,21452.2077429022,24110.8924139635,24991.1601218065,25012.7016961721,24590.3057163551,24240.9658362293,20594.6734021668,21322.6119084407,21606.5233828269,21840.1259629737,23410.4127518984,27316.0198679611,24430.8678998834,24694.5786608293,25347.7317761922,26385.5878858713
,75.1,19187.2820793586,18984.3426352069,20175.0357472263,19903.9870405,20167.4965996251,22129.7399972634,21653.8925153759,21011.5716281078,20247.3648591335,19205.2769681177,20426.0108818909,15036.2365637882,20664.3459463064,20941.8777922753,19804.2891880776,22077.6153402998,20879.1590729817,22628.3707328789,22074.6349340578,22016.8947469789,23364.9706795105,23256.5153516724,22822.9020282718,20903.0638745196,18596.9051956185,20179.3657533075,19803.5881162418,21509.6996423215,20424.3221114411,22805.1000686449,22489.3970189215,22074.1867511363,22934.6012367405,21818.9302112745,21272.8056116116,19582.0878808484,20846.2814045939,19720.8942304129,23304.7317269315,23484.4861619274,23377.4477994044,24866.9289712038,24382.0537918996,25052.3500047467,23456.9866912619,19446.0998470928,20765.2250207775,19310.4630448374,21203.6736380196,21375.1405884336,24024.9387692614,24934.3974364706,24925.9134152828,24500.3124008904,24153.920291322,20531.7831323041,21245.8727328046,21529.3077465751,21762.5793871262,23323.4005757846,27216.8358334727,24344.6029868325,24605.0469481461,25253.2038789459,26290.5770560141
,75.2,19120.681839235,18919.9248058265,20117.581348822,19835.170453496,20095.2869422849,22054.3495608545,21577.9050270728,20937.0549882658,20177.4407154053,19138.9315191729,20350.6007359694,14994.1453221223,20589.5527863104,20867.8217073428,19740.6376142585,22003.0564896299,20810.2499761283,22546.8902057041,21999.2996329935,21940.3756756275,23292.5432388875,23170.6170154967,22745.8307838482,20826.3828830902,18534.9822343219,20109.9914784764,19753.520648616,21435.5525339868,20354.4742394819,22771.8720334397,22416.8981222211,22004.078830479,22856.0731106457,21741.1339157943,21198.0143005111,19516.6931856234,20776.071051487,19654.6728757364,23264.734812327,23401.0423425832,23320.9163475744,24779.1406010839,24294.8257672476,24962.4148697624,23375.0181096745,19380.4240953747,20690.6961208017,19246.804521371,21126.531689633,21298.3696973072,23939.1100582962,24884.4099416147,24839.2296614886,24411.7832886144,24067.5623466073,20477.8524453261,21170.1622109771,21452.930286561,21686.4476660212,23236.9417116221,27118.7521696674,24258.9378278102,24516.2302717706,25160.047997183,26196.7345414043
,75.3,19053.407149678,18854.6265378071,20053.6783936283,19765.5560908677,20022.9023640532,21978.4132487852,21502.0927517215,20862.7048442808,20106.2742048316,19073.1814380251,20275.3950531688,14950.8290555788,20515.4820207603,20793.9821317062,19677.6474145876,21928.5522274435,20742.1051770454,22466.6115168457,21925.0129798883,21864.683681883,23225.1599397241,23086.1502796817,22669.7937870152,20750.7159030401,18473.5835225875,20040.6327332977,19695.3901882056,21361.2086061729,20285.3064006349,22743.5933546106,22345.7208792712,21934.9859687623,22778.5005595558,21664.1079343403,21123.4389995738,19451.2896924981,20705.918528711,19588.4643234333,23224.6059140631,23317.8883305908,23273.3656000158,24692.4638143107,24207.8567906705,24873.1763891928,23293.4259699384,19315.3061770257,20617.8557353079,19183.9031815156,21051.3073988637,21222.5291142845,23854.1589888024,24840.0423261995,24753.4407981354,24323.7136832815,23983.1908981105,20431.2676217175,21094.6968107074,21377.021155459,21611.1996584124,23151.2430684165,27021.3296880772,24173.8324526194,24428.1091073418,25067.6583507888,26103.761548561
,75.4,18987.397054429,18790.6468305454,19985.5439485123,19697.0228047486,19952.8108164013,21903.6616009844,21427.6765239026,20790.8895438483,20036.9114504009,19008.902017972,20201.1836532636,14908.5921462431,20442.6432381891,20720.7742842859,19615.4582300015,21855.6700086139,20675.8123530956,22387.8866706657,21852.6821948573,21790.0291819106,23169.1752305597,23003.41582881,22596.2106233647,20676.2678154257,18414.0029164508,19971.2185108062,19631.2108641336,21287.4105269385,20216.9734517318,22704.6905679526,22276.3242105954,21867.2734843453,22701.0877393218,21588.1785080907,21050.306009444,19386.2934406743,20636.4607974165,19522.9234511315,23174.5377301749,23235.9319269415,23234.7152199052,24607.0397386032,24122.4336597351,24785.1913429179,23212.8408009355,19251.3635329745,20545.5823404728,19122.2536089367,20976.9655895096,21147.1197320151,23770.7740396412,24785.7908546818,24669.2698810726,24236.7274957498,23899.7142905445,20392.6225312757,21020.483269136,21302.095886246,21536.5910775508,23067.2574627423,26924.8207874333,24090.3906870125,24340.8217057115,24977.2225395786,26011.6326539941
,75.5,18922.4135626792,18727.4956061129,19914.5305984422,19629.0648629293,19883.5038745054,21829.8331032046,21354.2187029615,20720.3716042344,19967.7051480722,18945.2853502024,20128.2112903289,14866.4093180751,20371.2806536771,20648.5308389149,19554.4317884101,21783.5367558851,20610.3799824535,22310.3501763723,21780.8920620385,21716.4931255909,23123.0456945221,22921.4943065117,22523.8213067122,20603.6118121146,18355.1829141099,19901.4303773042,19562.0407840068,21213.9944546807,20149.1692107774,22655.1121150433,22206.8906912682,21800.3367537792,22624.150067934,21513.5594816956,20977.3785378792,19322.5086203099,20568.1558592121,19458.2618256892,23115.0695294972,23154.5009456338,23202.2705176827,24521.6112022271,24037.6243262026,24697.7605221519,23133.3661531738,19187.2151160249,20474.924984117,19061.6848967376,20902.7881491171,21072.2546292382,23687.2805068687,24722.6337980201,24585.8509449232,24150.8393759961,23815.9704451563,20360.6638000138,20946.152287579,21227.7212019397,21462.3573650964,22983.8936223593,26828.6414455526,24006.886497032,24254.5107078922,24887.2743007591,25919.4961330177
,75.6,18858.5093286483,18664.2907027542,19845.1925877651,19560.615492642,19815.6232245832,21756.5471388005,21281.6248779418,20650.5927240568,19899.6679268899,18883.0840912837,20056.6704749804,14824.2568498278,20300.5357553397,20576.6514421001,19494.5424554314,21712.5474154531,20545.8028839476,22233.5435727102,21709.4832269463,21643.4329832078,23085.1730574469,22839.916186989,22453.0487761799,20532.2314613994,18296.2567869735,19830.8909587952,19493.3496080552,21140.6892664871,20081.1795316419,22595.7466394821,22137.6574991755,21734.2264513147,22548.0759644467,21440.2437324335,20905.5926469115,19258.7954541669,20500.3735053802,19394.3531347638,23046.3179101414,23073.9100930032,23169.9705252047,24436.7700581079,23953.3881115122,24610.9554779884,23055.1861777815,19124.228542576,20404.175330936,19001.461799885,20828.9915532411,20997.6574379556,23603.8164644765,24650.9489675285,24503.6012244542,24065.7743493045,23732.0288874014,20332.0523867103,20872.4881544197,21153.4279464892,21388.5568267264,22901.4736681026,26733.3043935306,23924.1014881713,24168.8421731577,24797.2090725851,25828.0074368114
,75.7,18794.1915628562,18601.0417025364,19775.3983530362,19491.7982401213,19747.6086959628,21680.9676971151,21209.1036494127,20579.9119843021,19829.4158738126,18819.3607024272,19985.2987965889,14780.9100061065,20230.6948426109,20504.9932064368,19434.0702977079,21641.1255012817,20481.4979032529,22155.8403959666,21636.8271811027,21569.3844338378,23051.0226899564,22757.7542154432,22382.1507308447,20460.1190616003,18236.722649161,19760.7845908424,19424.9510186094,21067.7242647807,20012.6083415601,22526.1553422392,22067.236512019,21668.5352791008,22470.4871815869,21366.0764585141,20833.5410198005,19195.3803598393,20432.9819974496,19330.7809623259,22969.2844461562,22992.9278522645,23124.4249493382,24351.4964763514,23868.6411391676,24524.2801766448,22975.7825351657,19060.8708412907,20334.2254686052,18940.8519705437,20754.494037857,20922.3796848983,23520.1982398557,24571.502698841,24421.2364710555,23981.180956291,23647.5359408827,20293.4563197418,20798.5380903887,21078.8047786667,21313.7706035668,22818.4707940599,26637.6500221858,23841.3331690118,24083.0211809037,24707.0232543174,25735.5512429843
,75.8,18730.6793007214,18538.336207786,19705.9980024726,19423.6683307004,19679.9964588841,21605.3892876399,21136.6167063897,20508.7941681979,19760.0800993405,18754.9401951085,19914.8034807633,14737.3359839588,20160.7774585904,20433.3375395166,19374.0405706493,21569.7733699397,20418.5371109023,22077.4488358262,21563.9126459615,21495.0210173442,23017.2395327974,22674.4832359813,22312.6988182386,20387.5779211747,18177.6948944337,19690.5606088382,19357.8047313244,20995.4039796164,19943.2802467926,22448.2671114831,21996.3892683397,21603.7191723683,22392.4090600033,21292.1529614522,20761.880913678,19132.6820936271,20366.1010490469,19268.0398873055,22887.1278650016,22911.9124426619,23067.8951894797,24265.860855556,23784.119854418,24437.3547103679,22895.8106810004,18996.8414583256,20263.867194248,18879.7090245938,20679.0659231291,20846.5456421935,23436.6355634614,24485.5693753265,24338.7143946756,23897.1559675045,23561.766835776,20246.4022114135,20724.6027085551,21004.0924251818,21238.2314930321,22735.3896679856,26542.5518866048,23758.7729668621,23998.0284595165,24616.7741700999,25642.8213542957
,75.9,18666.4571287523,18475.1938998262,19636.1576913968,19355.4074425581,19611.8260852701,21529.2033850869,21063.090943504,20435.4515853838,19688.975929826,18690.5149744241,19844.3498503531,14691.8480260789,20090.438955348,20361.6365475634,19314.1993319824,21497.6089136891,20355.6670807545,21998.8386416001,21490.1338445763,21419.9610391779,22970.5128227942,22590.3784041813,22245.6641488156,20315.3183979585,18117.3873391876,19620.5922853757,19290.4784828574,20923.7935325228,19873.1460309739,22370.0410223832,21925.3732912293,21540.159030119,22314.7098194457,21217.7988486611,20690.505387098,19069.3860933495,20299.1554680332,19205.5628236116,22805.0356105423,22830.1074919572,23000.6226989967,24179.2572781925,23699.0239724898,24350.3439522438,22815.2586747859,18932.1731505508,20193.3904982273,18817.4867833663,20603.237568596,20770.3963932889,23352.0922268803,24400.6049869376,24255.828310138,23813.2755603638,23477.079977332,20190.5916996008,20650.0330286217,20928.7965732771,21162.4485559691,22652.3556992913,26447.8529863781,23675.8913131693,23913.7042850204,24525.5305900855,25550.2937664669
,76,18602.3876401435,18412.0081918969,19566.7406074246,19287.1360409923,19543.023772392,21452.8189961279,20989.1114252141,20362.4151601314,19618.1044512613,18626.2193515949,19774.525421124,14646.0613917701,20019.8979414944,20290.0196001198,19254.95841283,21425.3812646222,20294.0698466777,21919.9524633175,21417.0640484133,21344.6777636069,22912.2497809164,22506.5056013116,22195.9216230694,20242.7209017511,18057.0990589276,19551.6018605782,19222.4564867442,20852.0507159598,19803.0043580387,22292.1347285912,21854.7668210354,21485.3368934759,22236.2161874668,21143.2750229933,20619.8517342185,19005.784020507,20231.7452967822,19142.7392903518,22723.2555448449,22748.4195244352,22924.2886047899,24092.878200571,23613.837016657,24263.5185479428,22734.8595010778,18868.9250703671,20122.7215818555,18754.6277785207,20528.3847443174,20694.7689990919,23268.1877406044,24315.4317776396,24172.6849383933,23729.3603848689,23392.3117173382,20126.3924288441,20576.5021979418,20853.7055346513,21087.7804391248,22569.6275442561,26353.3210343771,23593.8958093114,23829.4578940882,24434.8593123836,25458.2474811998
,76.1,18536.9195177124,18349.4563801553,19496.1602267496,19217.8906500543,19472.6419990119,21375.2070480723,20913.3657119961,20289.2607980081,19545.5560427075,18560.8550622881,19703.1607124781,14599.4238720419,19949.6143454631,20218.1945505442,19195.8038510733,21351.8497376886,20234.2273774266,21839.3615158463,21343.9968926046,21268.5673196244,22842.5089083743,22422.3153000563,22160.3967506278,20169.4361238476,17997.0206867863,19482.7522637536,19154.150159711,20779.7846478434,19732.9152957223,22212.2218438406,21783.4573927048,21437.1626455499,22156.2008226186,21067.6478522208,20549.0274096165,18942.0763349511,20164.7179266008,19079.5641527846,22641.6978369207,22665.4868830784,22841.4941498203,24005.5460243878,23527.8557499072,24175.7831843224,22653.5677654897,18804.4508595501,20051.4339508214,18690.9364105951,20452.825097192,20618.6304641646,23183.9998575905,24229.4048418095,24088.4689640841,23645.2398796055,23307.0375526277,20055.5860531754,20502.9476555162,20778.4689783237,21012.5227917183,22486.100374994,26258.2181455067,23511.7513406896,23744.8817085804,24344.4979841633,25366.0870252409
,76.2,18472.1892411546,18287.3452477767,19426.3780103174,19148.0202422363,19402.5304681672,21297.6673023603,20836.9058494816,20216.2357739415,19473.2747138383,18496.9949721148,19631.2225522915,14552.4678991184,19879.1553317781,20145.9568567158,19137.8953394914,21278.2845197978,20179.2579744703,21758.8564216095,21272.0820605357,21193.1196742855,22765.2602765354,22338.709157587,22140.0603054498,20097.7900392424,17937.5867011004,19413.6042674515,19085.6221864776,20707.0415886149,19661.8533725327,22132.0322173657,21713.4028982116,21394.7151110601,22076.1443432993,20992.3628681668,20479.0360378802,18878.3317902455,20097.9155254168,19015.941999763,22560.445989631,22582.065461059,22759.642446796,23918.8051797569,23441.8888411657,24087.2735377808,22572.8430837045,18739.5049191055,19979.3830195675,18628.5299532604,20378.4665466744,20542.8859846506,23100.6162015023,24142.9022246169,24004.3623844456,23560.0323991275,23221.9142364818,19985.0187277292,20429.7320069588,20703.0243757585,20937.708008313,22402.5739174061,26163.5009644673,23429.8664741779,23660.2951445921,24254.2042244302,25274.8406638062
,76.3,18407.0760278885,18225.2069742412,19356.0770880411,19077.4063578631,19331.6937799497,21219.3141661014,20759.7279776984,20143.0083574336,19399.7810199625,18433.3025743282,19557.9226772972,14504.6981821579,19808.8584434353,20073.8106320701,19080.9450780305,21203.7576159893,20131.0407676415,21677.6775464877,21200.5156976475,21117.5078150362,22680.479063394,22255.3166929152,22131.224952639,20026.1239828871,17876.9184152194,19343.7179396627,19015.7102583004,20633.249122987,19591.2102549028,22050.4632769169,21643.0148849498,21356.5427131729,21994.7582362471,20915.1543711764,20409.0733875093,18813.2567745867,20030.1761617159,18951.1948707582,22478.7001703045,22497.7324366446,22677.0688743566,23830.9063300202,23354.7546565787,23997.861781678,22492.0132925611,18675.1237003405,19905.9649102636,18572.7699792578,20304.2001802024,20466.6769948209,23016.5328987242,24056.084408164,23919.5616533938,23474.4830013307,23137.054095795,19913.4781314204,20356.3534182146,20626.5959060418,20862.8336988861,22317.96538874,26068.4673177034,23348.1060527377,23574.9286509114,24163.4550833221,25183.0879624956
,76.4,18342.0826472814,18162.6176386804,19284.6379052565,19005.5156348197,19259.4040562716,21139.9108585249,20682.5013656819,20070.0776628598,19326.4415403271,18368.6279899237,19484.4811662825,14456.7890603973,19738.6957451316,20001.1637433525,19026.5943520272,21128.569769532,20089.5178421136,21595.6250580315,21129.4791335503,21041.8895294971,22595.5916171078,22171.8783865752,22130.6777622864,19954.1597178954,17816.8036746587,19272.5287045922,18945.0237486773,20558.6125463081,19520.132484464,21968.0234275068,21571.9060277279,21320.3475284915,21911.3479725786,20837.1169108655,20338.227787107,18747.8168496747,19962.2452466965,18885.3936857508,22396.7443053367,22413.1813467413,22594.0607100168,23742.5993526881,23266.5953190513,23907.4056381158,22410.7372917454,18610.810111843,19831.3621027091,18522.2270233777,20229.5780573718,20389.3164440241,22932.9793378854,23968.0884990845,23834.1497348301,23388.4766536502,23049.489345651,19840.826676012,20282.7244320589,20549.7445915077,20787.2127055206,22232.2267893064,25972.8412677804,23266.6892424306,23488.3840255177,24072.8115364592,25090.9169817598
,76.5,18276.8229953828,18099.8578838758,19212.7785111706,18932.4656780723,19186.8776466889,21059.1294350629,20605.1333377236,19995.3943521169,19252.4131790956,18303.0002083496,19409.985453177,14407.8629559354,19668.4395143314,19927.7111188243,18979.2444938093,21052.272686384,20052.125127726,21512.1230978228,21057.6466695267,20965.8583137935,22510.3005248822,22087.7951475847,22110.2175429359,19881.7778008699,17755.2231066734,19199.5364944131,18874.2430464681,20483.2716864481,19447.6880168072,21883.4049502751,21502.2413949961,21272.0512957833,21826.5298080415,20757.9046619984,20267.1246090783,18681.885717048,19894.2851857841,18818.6541016415,22313.5852327254,22327.76257034,22509.6744827107,23653.191392516,23177.032808433,23815.7466563661,22328.2725738393,18545.2151189761,19754.9767493917,18477.1321133368,20153.5231700286,20310.5326511114,22849.2229249234,23880.3779382823,23748.181561901,23301.5327131756,22961.5871523895,19768.5293510732,20207.8808003947,20472.1869037378,20709.7144507501,22145.5437794678,25877.0178558721,23184.9077147033,23401.4736223751,23981.7310904788,24998.4599735206
,76.6,18213.0109821796,18036.5658996841,19140.636934527,18860.1408753073,19114.6016504874,20979.0068634544,20528.9536468022,19920.1880602471,19179.4598990384,18237.0885397516,19336.3299143384,14358.8356073105,19598.1485814707,19853.5665125901,18938.4863226229,20975.8358116943,20017.0198068864,21428.6012573175,20986.2071176249,20890.2312940199,22426.0128661496,22003.8217535981,22072.953092273,19810.3369973454,17692.8263649388,19126.2473538279,18802.7200300655,20408.0215196004,19374.7440573621,21799.6773288771,21441.0462854683,21213.8156768576,21740.9984075187,20677.7365058674,20196.4223465539,18615.0222600733,19825.9022258353,18751.142683931,22229.6327879616,22242.0191627235,22425.0266923647,23563.1088822077,23086.4580078644,23723.4817513327,22245.1061979104,18479.4509474581,19679.1102228331,18436.9445837106,20078.2313652895,20230.8104513889,22766.7940305986,23793.2091261623,23662.8494092875,23214.1538705303,22873.8494364591,19695.8320392665,20132.7233457099,20393.6338535,20631.333826954,22058.7450082139,25781.2769124288,23103.5065588522,23315.0303371726,23890.9050078426,24906.1529142078
,76.7,18148.458587153,17972.1964573679,19066.4340448937,18787.5763700168,19041.0857274712,20898.9993942468,20451.9957604426,19844.7816866422,19106.6767518706,18170.2139792256,19262.5996297418,14308.7319066994,19527.5513106786,19778.6009554823,18902.0119905757,20898.3922795443,19978.1870880817,21344.4169025452,20914.7415760569,20814.0367761909,22340.2118245019,21919.6966729197,22018.4780656985,19737.8392048837,17629.0685885204,19051.9467215354,18730.9940319804,20332.1541043238,19302.2368705028,21714.7094540784,21385.019550015,21145.3036213678,21654.3597326386,20596.2921937908,20125.5747070723,18547.4471244667,19757.3958555597,18682.2811107899,22144.3865814157,22155.724317975,22339.2493021699,23471.2004352525,22994.1922901928,23630.6048450212,22160.6364607382,18413.3832300641,19602.4403731373,18398.0644996958,20001.369045332,20149.7446391999,22683.2266368352,23706.2755387266,23576.2777740684,23127.2418180077,22786.0814050123,19622.7150061408,20056.9576850499,20313.9031570082,20551.0444736341,21971.5374458359,25685.110821887,23021.7359469155,23228.0562721126,23799.9491143549,24813.653794866
,76.8,18084.5445887497,17907.5589441344,18991.3543042049,18714.7877656805,18966.8753616335,20819.0418447988,20375.0834046241,19768.8805263187,19034.6942047606,18103.453581017,19189.6360336496,14258.2930017221,19456.717902784,19702.4382344472,18868.4176154026,20820.6221875331,19927.8209736566,21259.9080680743,20844.5449728333,20737.7209519404,22254.9531581008,21836.2660188911,21949.5629233631,19665.7769314191,17564.5663972921,18977.0933576687,18658.7951522162,20256.4463836703,19228.272958026,21629.5767462307,21335.3795397183,21067.1770271745,21566.7399302039,20515.6358194194,20054.3365002397,18479.61752292,19689.8258134548,18612.6620385645,22058.3888977385,22069.0613299602,22252.9128363921,23379.3917983282,22900.4465001268,23537.8405451724,22075.5897722709,18345.6530892322,19526.7990260185,18350.0712054399,19923.9077499628,20067.7230067543,22600.1703224655,23619.0397528899,23489.8547990192,23040.6715247123,22698.8555724613,19549.5153475651,19980.6688454257,20233.6133687355,20469.2417457358,21884.7698674756,25589.5082538573,22939.9792695207,23141.0658470414,23709.3454736028,24722.6009480651
,76.9,18020.9199081693,17842.0306341529,18915.6762037148,18641.6955724762,18892.2563796749,20737.6831755631,20297.5565315359,19691.5325999369,18962.7458379036,18037.6851091371,19116.168267154,14206.7446884281,19386.2940214346,19625.2123690169,18833.3629232142,20741.4409575471,19865.949415418,21173.8243986378,20775.6028640256,20660.7082661242,22169.0568915593,21752.2259666926,21867.2935258649,19593.326006625,17497.7543671694,18901.7435575785,18585.520429284,20179.8173263962,19153.9961064351,21543.2005942215,21290.2606283506,20980.9120969553,21477.6212213642,20433.7639940084,19983.3812877893,18410.9583903633,19622.5094643963,18542.1003676855,21970.3356178014,21981.0926873785,22165.579394391,23286.4844288246,22804.7762397325,23443.3207311467,21989.1779873929,18277.5021998175,19451.8679064575,18295.4219842116,19845.4708392803,19985.6107344777,22516.2691825339,23532.3091299585,23402.5486934001,22954.2342638256,22613.7796489584,19476.2464924148,19904.2191212932,20152.261347276,20385.7180427132,21797.8617837377,25494.5296116156,22858.2722053024,23054.9668328027,23619.0028362908,24632.4698693078
,77,17957.2035932581,17774.5938172907,18837.7037978547,18567.9253720751,18816.2545337237,20655.5954228564,20219.1631880724,19614.2349511906,18890.7946721114,17972.6532573708,19042.1402557569,14153.9255220923,19315.6073100583,19546.4434784254,18785.5578287366,20661.1235899513,19794.7612103319,21086.7763921748,20711.919742919,20582.8893129451,22082.5735914518,21668.9618570384,21785.5612751429,19520.9847466313,17429.6724145053,18826.161780197,18510.9638972631,20102.9789140327,19079.949118264,21456.3676596909,21245.2741262624,20893.0959628905,21387.4108410848,20350.8156373609,19912.5756456011,18340.4225183853,19556.1236956275,18470.1310739445,21880.9691733376,21892.4116902144,22078.3166806596,23192.8958743062,22707.0788223899,23347.5744596111,21901.4676057335,18208.7538057113,19378.4397334682,18233.3127409087,19767.4472490823,19902.7235121548,22432.4957405741,23445.8425514585,23315.2614473372,22869.5216129729,22529.2008007718,19401.0728619325,19827.8240324861,20069.8510980929,20300.3241372036,21710.8599487348,25400.1261222513,22777.2132323601,22969.3801013924,23529.0695800697,24543.2951844289
,77.1,17893.2193716445,17705.3087097957,18758.0541170672,18491.8638630016,18737.9653089239,20570.9229305847,20138.04490281,19535.509259126,18817.1343093196,17908.5565763782,18967.5858171812,14098.5936891173,19244.8212991087,19466.5360302591,18725.9345716173,20579.0452501164,19714.2970352219,20998.671026469,20655.3573303967,20503.9047194831,21994.0596143794,21585.33683081,21703.4720710277,19447.272154025,17360.077960801,18749.2580256823,18435.4816256266,20025.9511377241,19004.7491667939,21367.4180667571,21187.3340935908,20802.2244131968,21295.7155348777,20267.5182099738,19841.5677933805,18269.1077091312,19491.2262777576,18396.6366680651,21790.1173601121,21803.1213587276,21989.8082581175,23097.9175427883,22606.9842559059,23250.0161282759,21812.0734552291,18139.327053117,19303.9723956431,18164.3195635018,19687.4238911458,19819.4209804771,22347.5428398684,23360.2302253898,23226.9801333496,22785.7610563684,22445.0955659226,19324.801745128,19750.9723905388,19986.7224053796,20212.7607830604,21623.3654311115,25306.4540964418,22696.2226968449,22884.0689862136,23439.5353187322,24454.45062612
,77.2,17830.2056907715,17634.2734424606,18677.1307844029,18413.7061400124,18657.9986752278,20484.0801591371,20055.6344819124,19455.2985320602,18742.6077198453,17845.0627313096,18893.2066730861,14041.6653803368,19173.9680876508,19385.3942957126,18655.8763647669,20494.752484809,19627.713113871,20908.3385688245,20604.5944301114,20424.3603216773,21905.321641603,21501.7672723048,21621.7832579057,19373.3230720529,17288.7529228821,18671.5297167629,18358.5023723776,19949.054211289,18927.8253603586,21277.4618894711,21119.1690826802,20709.523844438,21202.6307354811,20183.5156656623,19770.704692982,18195.9856527935,19429.9938026455,18322.2474175556,21697.0631160133,21712.5282452007,21899.7757958158,23001.7354349501,22504.2915363974,23150.6813632143,21721.1285198047,18068.3093896425,19229.8807200455,18091.1287782224,19606.6358934775,19735.0730845218,22263.8988950465,23274.808745839,23138.7707747901,22702.7947338691,22362.1914326304,19246.5704859115,19673.7481928725,19902.9676801327,20122.7425529646,21535.6664882242,25213.6848384665,22616.3146121173,22799.8285100281,23350.4303522969,24366.5037356782
,77.3,17766.4543880081,17561.2273045941,18594.8677504814,18332.7111169535,18576.0802934176,20394.3365655219,19970.5439944655,19373.3963719617,18665.5683776385,17781.5974994544,18818.4497321165,13982.7440749381,19103.5776754377,19302.9477170905,18575.9154096172,20408.2284679906,19539.0173113799,20815.9373580804,20556.8432153559,20343.6275568977,21815.6513064402,21416.8317174573,21539.9683326738,19298.6896120181,17215.7711760953,18593.0436241941,18280.1611654438,19871.9332111736,18850.962703332,21185.9868357211,21039.2434317065,20614.9965480861,21107.3959619916,20097.07692447,19699.6578035262,18121.3354158633,19374.8312517819,18245.8580273186,21601.1252499187,21621.0766530087,21808.1933444834,22902.9963220657,22398.7923248863,23048.2174949012,21627.8545784988,17997.2229934268,19154.8986436643,18018.6459594447,19525.2254228411,19650.0040302155,22180.8447718396,23190.0983722258,23049.5207943095,22620.077199857,22279.1722857909,19166.588734798,19596.5710973547,19817.9912695257,20029.8991120453,21447.0691964674,25120.5046436832,22536.66012312,22715.8551664413,23261.7191939542,24277.9786719016
,77.4,17702.8830346135,17486.8116819492,18510.6527285366,18249.4009906767,18492.1879249493,20303.1383963596,19883.6303120585,19290.7420289959,18587.2025975023,17717.5512993419,18744.3221594581,13922.2335939575,19032.9891407553,19218.8366711604,18488.7415741846,20319.6089555143,19448.5132858465,20722.4905440643,20510.3248975539,20262.3430588492,21725.4603088844,21332.908460156,21459.1987222201,19224.4517767922,17141.6079184232,18513.8089268203,18201.0593556132,19795.4747298148,18772.7078708287,21093.4138298975,20948.7868022798,20518.4829105328,21010.9746083989,20010.4194377924,19629.1835242733,18045.0074184396,19325.1616961974,18167.3776415058,21503.3017153061,21528.9228787784,21714.2000261812,22802.2504017205,22290.0945997832,22944.7159909937,21532.520402973,17924.0255128169,19079.5113563082,17945.9554895284,19443.9272340557,19563.5642105933,22099.7095755319,23106.4713565752,22960.303195123,22538.5376269124,22196.1694855663,19084.5637830832,19519.0660881568,19731.290824917,19933.6626239159,21357.9516402568,25027.9146198611,22457.3965263369,22632.0841734056,23173.4815711002,24189.5706215629
