Experiment,date started,generation,f1_sucrose,tube,replicate,p_sucrose,condition,Time_1,Time_2,Time_3,spore_volume,spore_diam,mean_colonies,growth_measured,efficiency,Operator
Exp6,NA,F3,0.015,32,1,1.5,C4,19,33.5,NA,103.3,5.46,60,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,32,2,1.5,C4,21.5,38,NA,103.3,5.46,60,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,32,3,1.5,C4,17,34,NA,103.3,5.46,60,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,33,1,1.5,C4,18,33.5,NA,91.9,5.31,69,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,33,2,1.5,C4,18,33.5,NA,91.9,5.31,69,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,33,3,1.5,C4,17.5,33,NA,91.9,5.31,69,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,34,1,1.5,C4,19.5,37,NA,95.99,5.38,56,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,34,2,1.5,C4,18,34,NA,95.99,5.38,56,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,34,3,1.5,C4,16.5,31,NA,95.99,5.38,56,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,35,1,1.5,C4,17,34,NA,100.6,5.46,39,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,35,2,1.5,C4,18,34,NA,100.6,5.46,39,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,35,3,1.5,C4,17,33,NA,100.6,5.46,39,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,36,1,1.5,C1,17,31.5,NA,96.16,5.36,57,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,36,2,1.5,C1,20,29,NA,96.16,5.36,57,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,36,3,1.5,C1,20,37,NA,96.16,5.36,57,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,37,1,1.5,C1,18.5,35,NA,99.79,5.43,62,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,37,2,1.5,C1,15.5,31.5,NA,99.79,5.43,62,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,37,3,1.5,C1,17,33,NA,99.79,5.43,62,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,38,1,1.5,C1,18.5,34.5,NA,104.5,5.5,62,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,38,2,1.5,C1,18,36.5,NA,104.5,5.5,62,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,38,3,1.5,C1,17.5,33,NA,104.5,5.5,62,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,39,1,1.5,C1,18,34.5,NA,96.8,5.37,49,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,39,2,1.5,C1,13.5,28.5,NA,96.8,5.37,49,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,39,3,1.5,C1,19,36,NA,96.8,5.37,49,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,40,1,1.5,C1,18.5,34.5,NA,93.09,4.92,57,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,40,2,1.5,C1,17.5,33.5,NA,93.09,4.92,57,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,40,3,1.5,C1,18.5,34,NA,93.09,4.92,57,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,31,1,0.015,C3,15.5,26.5,NA,95.89,5.4,51,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,31,2,0.015,C3,14.5,27,NA,95.89,5.4,51,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,31,3,0.015,C3,14.5,28.5,NA,95.89,5.4,51,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,32,1,0.015,C3,13,23.5,NA,100.7,5.49,41,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,32,2,0.015,C3,14,27,NA,100.7,5.49,41,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,32,3,0.015,C3,13,24,NA,100.7,5.49,41,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,33,1,0.015,C3,12,23,NA,103.4,5.51,47,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,33,2,0.015,C3,13.5,25.5,NA,103.4,5.51,47,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,33,3,0.015,C3,13,25,NA,103.4,5.51,47,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,34,1,0.015,C3,14.5,28,NA,104.2,5.22,58,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,34,2,0.015,C3,12,22,NA,104.2,5.22,58,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,34,3,0.015,C3,14.5,28,NA,104.2,5.22,58,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,35,1,0.015,C3,16.5,30,NA,104.7,5.53,53,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,35,2,0.015,C3,15,29,NA,104.7,5.53,53,14.04.21,y,Ilkka
Exp6,NA,F3,0.015,35,3,0.015,C3,16,29,NA,104.7,5.53,53,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,36,1,0.015,C2,13,26.5,NA,106.9,5.58,29,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,36,2,0.015,C2,12,22.5,NA,106.9,5.58,29,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,36,3,0.015,C2,13.5,25,NA,106.9,5.58,29,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,37,1,0.015,C2,15.5,28.5,NA,107.4,5.59,41,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,37,2,0.015,C2,13.5,26,NA,107.4,5.59,41,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,37,3,0.015,C2,15,29,NA,107.4,5.59,41,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,38,1,0.015,C2,14,26.5,NA,101.9,5.49,36,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,38,2,0.015,C2,15.5,28,NA,101.9,5.49,36,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,38,3,0.015,C2,14.5,27.5,NA,101.9,5.49,36,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,39,1,0.015,C2,14.5,27,NA,104.4,5.54,54,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,39,2,0.015,C2,13.5,27.5,NA,104.4,5.54,54,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,39,3,0.015,C2,15,25.5,NA,104.4,5.54,54,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,40,1,0.015,C2,16,28,NA,107.4,5.57,41,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,40,2,0.015,C2,13,24,NA,107.4,5.57,41,14.04.21,y,Ilkka
Exp6,NA,F3,1.5,40,3,0.015,C2,14,27.5,NA,107.4,5.57,41,14.04.21,y,Ilkka
Exp7,NA,F2,1.5,41,1,0.015,C2,13.5,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,42,1,0.015,C2,15.5,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,43,1,0.015,C2,13.75,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,44,1,0.015,C2,13,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,45,1,0.015,C2,13.25,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,46,1,0.015,C2,14.25,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,47,1,0.015,C2,13,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,48,1,0.015,C2,13.25,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,49,1,0.015,C2,11.5,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,50,1,0.015,C3,7.5,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,51,1,0.015,C3,8.25,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,52,1,0.015,C3,9.75,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,53,1,0.015,C3,7.25,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,54,1,0.015,C3,7.75,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,55,1,0.015,C3,9.25,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,56,1,0.015,C3,9,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,57,1,0.015,C3,9.25,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,58,1,0.015,C3,8,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,41,1,1.5,C1,8.25,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,42,1,1.5,C1,11.75,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,43,1,1.5,C1,8.75,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,44,1,1.5,C1,13.25,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,45,1,1.5,C1,12,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,46,1,1.5,C1,14.75,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,47,1,1.5,C1,13,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,48,1,1.5,C1,13.75,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,1.5,49,1,1.5,C1,12.5,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,50,1,1.5,C4,13.5,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,51,1,1.5,C4,11,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,52,1,1.5,C4,9.75,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,53,1,1.5,C4,12,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,54,1,1.5,C4,11.5,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,55,1,1.5,C4,12.75,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,56,1,1.5,C4,5.25,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,57,1,1.5,C4,11.25,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp7,NA,F2,0.015,58,1,1.5,C4,10.5,NA,NA,NA,NA,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,59,1,1.5,C1,34,NA,NA,NA,5.28,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,60,1,1.5,C1,33.5,NA,NA,NA,5.36,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,61,1,1.5,C1,33.5,NA,NA,NA,5.4,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,62,1,1.5,C1,36,NA,NA,NA,5.36,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,63,1,1.5,C1,38,NA,NA,NA,5.23,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,64,1,1.5,C1,31,NA,NA,NA,5.35,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,59,1,0.015,C2,34,NA,NA,NA,5.28,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,60,1,0.015,C2,26.5,NA,NA,NA,5.4,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,61,1,0.015,C2,29.5,NA,NA,NA,5.36,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,62,1,0.015,C2,25.5,NA,NA,NA,5.23,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,63,1,0.015,C2,26.5,NA,NA,NA,5.27,NA,NA,n,Pauliinna
Exp8,NA,F2,1.5,64,1,0.015,C2,29.5,NA,NA,NA,5.35,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,65,1,0.015,C3,29,NA,NA,NA,5.03,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,66,1,0.015,C3,30,NA,NA,NA,5.32,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,67,1,0.015,C3,27,NA,NA,NA,5.26,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,68,1,0.015,C3,30.5,NA,NA,NA,5.38,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,69,1,0.015,C3,29,NA,NA,NA,5.19,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,70,1,0.015,C3,26.5,NA,NA,NA,5.04,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,71,1,0.015,C3,28,NA,NA,NA,5.28,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,65,1,1.5,C4,36,NA,NA,NA,5.03,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,66,1,1.5,C4,31,NA,NA,NA,5.32,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,67,1,1.5,C4,26.5,NA,NA,NA,5.26,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,68,1,1.5,C4,30,NA,NA,NA,5.38,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,69,1,1.5,C4,33,NA,NA,NA,5.19,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,70,1,1.5,C4,31,NA,NA,NA,5.04,NA,NA,n,Pauliinna
Exp8,NA,F2,0.015,71,1,1.5,C4,30,NA,NA,NA,5.28,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,72,1,1.5,C1,30.5,NA,NA,NA,5.25,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,73,1,1.5,C1,32,NA,NA,NA,5.33,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,74,1,1.5,C1,40,NA,NA,NA,5.21,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,75,1,1.5,C1,36,NA,NA,NA,5.21,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,76,1,1.5,C1,28.5,NA,NA,NA,5.35,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,77,1,1.5,C1,34,NA,NA,NA,5.35,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,78,1,1.5,C1,35,NA,NA,NA,5.37,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,72,1,0.015,C2,25,NA,NA,NA,5.25,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,73,1,0.015,C2,19,NA,NA,NA,5.33,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,74,1,0.015,C2,20.5,NA,NA,NA,5.21,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,75,1,0.015,C2,23,NA,NA,NA,5.21,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,76,1,0.015,C2,22,NA,NA,NA,5.35,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,77,1,0.015,C2,29,NA,NA,NA,5.35,NA,NA,n,Pauliinna
Exp9,NA,F2,1.5,78,1,0.015,C2,22,NA,NA,NA,5.37,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,79,1,0.015,C3,15.5,NA,NA,NA,5.81,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,80,1,0.015,C3,16,NA,NA,NA,5.67,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,81,1,0.015,C3,16.5,NA,NA,NA,5.59,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,82,1,0.015,C3,17,NA,NA,NA,5.43,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,83,1,0.015,C3,16,NA,NA,NA,5.31,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,84,1,0.015,C3,16,NA,NA,NA,5.26,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,85,1,0.015,C3,18.5,NA,NA,NA,5.24,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,79,1,1.5,C4,22,NA,NA,NA,5.81,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,80,1,1.5,C4,27.5,NA,NA,NA,5.67,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,81,1,1.5,C4,18,NA,NA,NA,5.59,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,82,1,1.5,C4,21,NA,NA,NA,5.43,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,83,1,1.5,C4,26,NA,NA,NA,5.31,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,84,1,1.5,C4,22,NA,NA,NA,5.26,NA,NA,n,Pauliinna
Exp9,NA,F2,0.015,85,1,1.5,C4,24,NA,NA,NA,5.24,NA,NA,n,Pauliinna
